Mahalla Name;Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Bangalipur Nij Para (East);14813;Bangalipur Nij Para (East);8299;8;100;1;{'type': 'Polygon', 'coordinates': [[[88.90776261257476, 25.772444556637144], [88.90867836622745, 25.77203779949087], [88.90920739745721, 25.77189841474663], [88.91015827579069, 25.771798025594638], [88.91208369110363, 25.77189605359638], [88.91311231102198, 25.771951523323057], [88.91352096842975, 25.771990412654088], [88.9137321656811, 25.771980043330625], [88.91394434160527, 25.77186216760815], [88.91410396255122, 25.77172000755342], [88.91444698063839, 25.771722566669], [88.91485520323783, 25.77180923274172], [88.91561887819077, 25.771982168288364], [88.91578586971163, 25.77201256505515], [88.91581392202035, 25.772152804241337], [88.91655641475514, 25.7723812386676], [88.91704188901618, 25.772452619742364], [88.91714183926817, 25.772452617895468], [88.91725606329949, 25.77223844564853], [88.91754673214557, 25.772303697734134], [88.91747178227325, 25.772472908685202], [88.91635465900774, 25.774213975146132], [88.91564090697369, 25.775326301839733], [88.91465275672634, 25.776897674855412], [88.91456482478806, 25.777083349333733], [88.91422443784991, 25.77780195307398], [88.91377231735402, 25.7793725424446], [88.91184469782245, 25.779039424515577], [88.91003606668606, 25.778706304384286], [88.90904359219995, 25.77850646069782], [88.90912281751895, 25.77808128553945], [88.90874712543373, 25.778042630640773], [88.90881402276791, 25.777941592108537], [88.9088162631382, 25.777696717738063], [88.90883856710465, 25.777422129041877], [88.90876922625668, 25.77706920463651], [88.90873582039157, 25.776394010057395], [88.90901980834285, 25.776360301843557], [88.90907919202573, 25.7756380192535], [88.90914222200172, 25.775238303617687], [88.90916802010064, 25.77458147161888], [88.90908565019659, 25.77421053070474], [88.90847733956443, 25.774361265969496], [88.9084759347923, 25.773793824429543], [88.90828404921957, 25.773135359594914], [88.90790037418917, 25.77252921195995], [88.90776261257476, 25.772444556637144]]]}
Bangalipur Nij Para (West);14814;Bangalipur Nij Para (West);8299;8;100;1;{'type': 'Polygon', 'coordinates': [[[88.91774646627431, 25.777397348004463], [88.91653003925279, 25.777200879935755], [88.91465275672634, 25.776897674855412], [88.91564090697369, 25.775326301839733], [88.91747178227325, 25.772472908685202], [88.91754673214557, 25.772303697734134], [88.91766758556838, 25.77233082458599], [88.91795569962976, 25.77239549443754], [88.91884097682612, 25.77255253617828], [88.91918362059411, 25.770653554643676], [88.92031162767469, 25.77052503171822], [88.92079709517269, 25.770296574602874], [88.92088276617284, 25.77026801700168], [88.92094181755633, 25.771608588518237], [88.92098276760457, 25.77253821858828], [88.92089709679156, 25.772995118769963], [88.92074583104758, 25.774315130075138], [88.92067351603413, 25.774946237481295], [88.92063213907586, 25.775083441385114], [88.92062016523289, 25.775123160471818], [88.92048421183678, 25.77557394515776], [88.91826097855916, 25.775224519077092], [88.91779427727973, 25.777407972246106], [88.91774646627431, 25.777397348004463]]]}
Baniya Para;14815;Baniya Para;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90211287146977, 25.767524449282092], [88.90211591778224, 25.767507906200013], [88.9024065452528, 25.765929621976696], [88.9025832704924, 25.76496987313585], [88.90277922949167, 25.763905650299357], [88.90290221387977, 25.763237730240718], [88.90297242928212, 25.762856391247755], [88.90335620112374, 25.762928968271936], [88.90447224315471, 25.76293737203619], [88.90547826167032, 25.762858929326963], [88.9056067133318, 25.762844172195706], [88.90559387743082, 25.763257992390447], [88.90558335035787, 25.7635973741061], [88.90554008605595, 25.764992136134985], [88.90553345603672, 25.76520587109478], [88.90552719352796, 25.765407757292746], [88.90549039916512, 25.76659388445271], [88.90525242559131, 25.766736668937046], [88.90525243213192, 25.767025557763443], [88.90525243488237, 25.76714740615567], [88.90525244810205, 25.767736129572477], [88.9052572843639, 25.76778447940471], [88.90349554064639, 25.76777209260343], [88.90318956205911, 25.76776023035333], [88.9031054374193, 25.76772614781476], [88.90290561414146, 25.76764818786741], [88.90277949335285, 25.76758989675243], [88.90262646040475, 25.767588742996587], [88.90239968135337, 25.767572697860434], [88.90211287146977, 25.767524449282092]]]}
Telipara;14816;Telipara;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90532387061911, 25.769044945755027], [88.90521953309117, 25.769108678257787], [88.90511891800104, 25.769146148296418], [88.90497556004956, 25.769240637064428], [88.90473114786187, 25.76942037579663], [88.90443435890619, 25.769556714537917], [88.90409478199872, 25.76975484920252], [88.90395361720088, 25.769610435204374], [88.90381724694352, 25.769518619197886], [88.90378567223028, 25.769508824644404], [88.90358809297541, 25.76976058960452], [88.90344556747911, 25.769764294163952], [88.90306794484287, 25.769508195155588], [88.90261121171683, 25.769246720344636], [88.90236406849789, 25.769149289349517], [88.90184124949779, 25.76899947884771], [88.90211287146977, 25.767524449282092], [88.90239968135337, 25.767572697860434], [88.90262646040475, 25.767588742996587], [88.90277949335285, 25.76758989675243], [88.90290561414146, 25.76764818786741], [88.9031054374193, 25.76772614781476], [88.90318956205911, 25.76776023035333], [88.90349554064639, 25.76777209260343], [88.9052572843639, 25.76778447940471], [88.90532385721875, 25.768450028708955], [88.90532387061911, 25.769044945755027]]]}
Hatikhana;14817;Hatikhana;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90513351759678, 25.770306173409658], [88.90510995899852, 25.7704099586203], [88.90506121511342, 25.770545775304832], [88.90501646185572, 25.770678038219682], [88.90496412168964, 25.770774406292535], [88.90488895529559, 25.77077025691848], [88.90476289602378, 25.770704800356228], [88.90468795998079, 25.770675566198445], [88.90463670528955, 25.770653677792133], [88.9044691592327, 25.770795767574903], [88.90427403939381, 25.77092331445482], [88.90411473743364, 25.771029628146106], [88.90398690060947, 25.77115768126397], [88.90391473711782, 25.771257483405037], [88.90388977168595, 25.771389894957657], [88.90381724577196, 25.771529115809294], [88.90374847999435, 25.771689867576953], [88.90365629599756, 25.77181460516045], [88.90339544267987, 25.772203270904217], [88.90322941286591, 25.772610569661637], [88.90316852851998, 25.772774964268365], [88.9031248595884, 25.77278897020819], [88.90286716624784, 25.77283361665492], [88.90238736739455, 25.77292676036135], [88.90232407356466, 25.772922699180274], [88.9023252935882, 25.772790108866], [88.90234227932271, 25.772664805009516], [88.90236708192558, 25.772550311420527], [88.9024238774487, 25.772400221414593], [88.90235296482894, 25.772363848851544], [88.90211248893718, 25.77225810546991], [88.9020138711913, 25.77222152372722], [88.90191904648408, 25.772202889393515], [88.90157104820918, 25.772168009182554], [88.90126597367785, 25.772123349072224], [88.90141165394742, 25.77133229170473], [88.90163338593057, 25.770128243672225], [88.90168349626539, 25.769856130939846], [88.90184124949779, 25.76899947884771], [88.90236406849789, 25.769149289349517], [88.90261121171683, 25.769246720344636], [88.90306794484287, 25.769508195155588], [88.90344556747911, 25.769764294163952], [88.90358809297541, 25.76976058960452], [88.90378567223028, 25.769508824644404], [88.90381724694352, 25.769518619197886], [88.90395361720088, 25.769610435204374], [88.90409478199872, 25.76975484920252], [88.90443435890619, 25.769556714537917], [88.90473114786187, 25.76942037579663], [88.90497556004956, 25.769240637064428], [88.90511891800104, 25.769146148296418], [88.90521953309117, 25.769108678257787], [88.90532387061911, 25.769044945755027], [88.90526818907298, 25.769413879799398], [88.90519744556663, 25.769882607390617], [88.90513351759678, 25.770306173409658]]]}
Machuyapara;14818;Machuyapara;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90389677267444, 25.771352763177937], [88.90389718136143, 25.771350595586696], [88.90391473711782, 25.771257483405037], [88.90398690060947, 25.77115768126397], [88.90411473743364, 25.771029628146106], [88.90427403939381, 25.77092331445482], [88.9044691592327, 25.770795767574903], [88.90463670528955, 25.770653677792133], [88.90468795998079, 25.770675566198445], [88.90476289602378, 25.770704800356228], [88.90488895529559, 25.77077025691848], [88.90496412168964, 25.770774406292535], [88.90501646185572, 25.770678038219682], [88.90506121511342, 25.770545775304832], [88.90510995899852, 25.7704099586203], [88.90513351759678, 25.770306173409658], [88.90560947385825, 25.770425148030437], [88.90551429707995, 25.77104386351767], [88.90601404941269, 25.771091447652893], [88.90610924763449, 25.77142459944171], [88.9057046929872, 25.771686370413793], [88.90591887906855, 25.771995723323627], [88.90530014155651, 25.77209092147758], [88.90532394298832, 25.772257497811854], [88.90534009399487, 25.77230433066128], [88.90487840655025, 25.772350621542653], [88.90487507366906, 25.77228250477672], [88.90484149212102, 25.772060058139314], [88.90480582794571, 25.771633320750112], [88.90477462543606, 25.77158291310338], [88.9045336881121, 25.771527343049062], [88.90419416611022, 25.771431608808328], [88.90389677267444, 25.771352763177937]]]}
Alhaj Mannan Mahalla;14819;Alhaj Mannan Mahalla;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.9017405487146, 25.773039615045057], [88.9017525543128, 25.77303741013519], [88.9019314583561, 25.773004553061], [88.90216400853774, 25.77296808074227], [88.90232407356466, 25.772922699180274], [88.90238736739455, 25.77292676036135], [88.90286716624784, 25.77283361665492], [88.9031248595884, 25.77278897020819], [88.90316852851998, 25.772774964268365], [88.90322941286591, 25.772610569661637], [88.90339544267987, 25.772203270904217], [88.90365629599756, 25.77181460516045], [88.90374847999435, 25.771689867576953], [88.90381724577196, 25.771529115809294], [88.90388977168595, 25.771389894957657], [88.90389677267444, 25.771352763177937], [88.90419416611022, 25.771431608808328], [88.9045336881121, 25.771527343049062], [88.90477462543606, 25.77158291310338], [88.90480582794571, 25.771633320750112], [88.90484149212102, 25.772060058139314], [88.90487507366906, 25.77228250477672], [88.90487840655025, 25.772350621542653], [88.90534009399487, 25.77230433066128], [88.90556193532721, 25.772947597193987], [88.90562406783634, 25.77368872608044], [88.90698979875424, 25.773066554233758], [88.90699656640723, 25.773082301326507], [88.90646652158881, 25.773476518323065], [88.9062578314148, 25.773561228835398], [88.90614868084033, 25.773605534542128], [88.90612288508325, 25.773618311339956], [88.90507554576904, 25.774137058682264], [88.90488951746217, 25.77422919725031], [88.9037386321314, 25.77455501687318], [88.90353888454217, 25.77462561681063], [88.90287821321243, 25.774859125702122], [88.90218271361555, 25.77530353176599], [88.90212161100972, 25.775396984652655], [88.90190508011689, 25.775189259021094], [88.90174293455563, 25.775030349480343], [88.90134014517962, 25.77464026184665], [88.90142084494853, 25.77447362855082], [88.90153857353533, 25.774297718005368], [88.90162929940942, 25.77418850057012], [88.90177535455257, 25.773909471588308], [88.90179253335491, 25.77383493936311], [88.90177076495036, 25.77369142428387], [88.90175408192664, 25.773353826703588], [88.9017405487146, 25.773039615045057]]]}
Officers Colony Camp;14820;Officers Colony Camp;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90129007137706, 25.77662604759726], [88.90094924265836, 25.7763875823288], [88.9007403285619, 25.776294104490635], [88.90085733458673, 25.776080555665317], [88.90107003006455, 25.775763576388556], [88.90110431383117, 25.775714822106202], [88.90112489536523, 25.77568434428764], [88.90170436470345, 25.776045264669605], [88.90169732970931, 25.776056989764385], [88.90149260992337, 25.776398191240663], [88.90129200864992, 25.776623868166258], [88.90129007137706, 25.77662604759726]]]}
Horijon Polli;14821;Horijon Polli;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90051500604612, 25.776200984379187], [88.90073990600455, 25.775632016375233], [88.90098024833638, 25.77532323855852], [88.90126448043144, 25.774833214078914], [88.90134014517962, 25.77464026184665], [88.90174293455563, 25.775030349480343], [88.90190508011689, 25.775189259021094], [88.90212161100972, 25.775396984652655], [88.90177817135208, 25.775922252324584], [88.90170436470345, 25.776045264669605], [88.90112489536523, 25.77568434428764], [88.90110431383117, 25.775714822106202], [88.90107003006455, 25.775763576388556], [88.90085733458673, 25.776080555665317], [88.9007403285619, 25.776294104490635], [88.90094924265836, 25.7763875823288], [88.90129007137706, 25.77662604759726], [88.90111185670499, 25.77682653855047], [88.90025515794197, 25.777611844882482], [88.90051500604612, 25.776200984379187]]]}
Mohuyagach Tola Mahalla;14822;Mohuyagach Tola Mahalla;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90051500604612, 25.776200984379187], [88.90051683225668, 25.77619106872825], [88.90060536682955, 25.775710356350846], [88.90108538605185, 25.773103940123335], [88.90138165777246, 25.773105527312318], [88.9017405487146, 25.773039615045057], [88.90175408192664, 25.773353826703588], [88.90177076495036, 25.77369142428387], [88.90179253335491, 25.77383493936311], [88.90177535455257, 25.773909471588308], [88.90162929940942, 25.77418850057012], [88.90153857353533, 25.774297718005368], [88.90142084494853, 25.77447362855082], [88.90140442673858, 25.774507529812073], [88.90134014517962, 25.77464026184665], [88.90126448043144, 25.774833214078914], [88.90098024833638, 25.77532323855852], [88.90073990600455, 25.775632016375233], [88.90051500604612, 25.776200984379187]]]}
Gauchiya Biscuit Factory Mahalla;14823;Gauchiya Biscuit Factory Mahalla;8300;9;100;1;{'type': 'Polygon', 'coordinates': [[[88.90108538605185, 25.773103940123335], [88.90108719267326, 25.773094130257082], [88.90126597367785, 25.772123349072224], [88.90157104820918, 25.772168009182554], [88.90191904648408, 25.772202889393515], [88.9020138711913, 25.77222152372722], [88.90211248893718, 25.77225810546991], [88.90235296482894, 25.772363848851544], [88.9024238774487, 25.772400221414593], [88.90236708192558, 25.772550311420527], [88.90234227932271, 25.772664805009516], [88.9023252935882, 25.772790108866], [88.90232407356466, 25.772922699180274], [88.90216400853774, 25.77296808074227], [88.9019314583561, 25.773004553061], [88.90138165777246, 25.773105527312318], [88.90108538605185, 25.773103940123335]]]}
Haoladar & New Munshipara;14824;Haoladar & New Munshipara;8301;10;100;1;{'type': 'Polygon', 'coordinates': [[[88.89711338025432, 25.775394647534156], [88.8972120942448, 25.774992786173865], [88.89697198255195, 25.774847615648035], [88.89701674638016, 25.774715355622966], [88.89732555206515, 25.774280476515948], [88.89747906805943, 25.77394476567095], [88.89764053215684, 25.773605531070263], [88.89785536868375, 25.773058841993578], [88.89806707277151, 25.77242253459899], [88.89825287604522, 25.772018975628207], [88.89838312240865, 25.772059383085338], [88.89854456880119, 25.772150199332717], [88.8988597119198, 25.77231385382437], [88.8990609034229, 25.77238705140413], [88.89909606157075, 25.772437490140835], [88.89920513036311, 25.772628254944856], [88.89938735958961, 25.772611714434426], [88.89965692723432, 25.772567163956918], [88.89974802526055, 25.772560685204446], [88.89980527877056, 25.772790479275372], [88.899855575025, 25.77291629143023], [88.90000597604886, 25.772917428376093], [88.89999060697455, 25.772867139436407], [88.90033501211467, 25.77286257485141], [88.90049303167847, 25.772896022786483], [88.90050583023442, 25.772795773943972], [88.90065217414927, 25.772807630873164], [88.9011363095636, 25.77282752640069], [88.90111688726833, 25.77293298895568], [88.90092904720505, 25.773952944681184], [88.90090633795892, 25.774076252636547], [88.90068078530136, 25.775300955595732], [88.90064523289661, 25.7754939949928], [88.9004594869816, 25.776502530715288], [88.90025515794197, 25.777611844882482], [88.89992180986704, 25.777179536913703], [88.89977816040133, 25.77699328182718], [88.89945688195499, 25.776279386091907], [88.89874293401076, 25.775779670150293], [88.89795760416035, 25.77549412446354], [88.89787688356435, 25.77549412248414], [88.89771834673164, 25.775494129153596], [88.89725680758376, 25.77539573829344], [88.89711338025432, 25.775394647534156]]]}
Kazihat (Partial Kazipara);14825;Kazihat (Partial Kazipara);8301;10;100;1;{'type': 'Polygon', 'coordinates': [[[88.89825287604522, 25.772018975628207], [88.89806707277151, 25.77242253459899], [88.89785536868375, 25.773058841993578], [88.89764053215684, 25.773605531070263], [88.89747906805943, 25.77394476567095], [88.8974008964731, 25.77411571261971], [88.89732555206515, 25.774280476515948], [88.89701674638016, 25.774715355622966], [88.89697198255195, 25.774847615648035], [88.8972120942448, 25.774992786173865], [88.89711338025432, 25.775394647534156], [88.8969269742446, 25.775393238334384], [88.89623970516527, 25.77551943151651], [88.89527504243212, 25.77567935334451], [88.89470772814687, 25.77567504518265], [88.8941023844213, 25.775503203502875], [88.89361379673096, 25.775318698002888], [88.89347426026251, 25.77513266513237], [88.89346040806227, 25.77511419705809], [88.89363225874001, 25.775019368622257], [88.89380753990584, 25.774898853255145], [88.89396639072338, 25.774842720526042], [88.8940611496143, 25.77486852708631], [88.89411536527858, 25.774997954613575], [88.89418192011891, 25.775077303202867], [88.8942209352303, 25.775138523669533], [88.89443031002087, 25.77518311975204], [88.89446263820021, 25.775111690094093], [88.89473929886145, 25.775156796920818], [88.89476367767324, 25.775088890574715], [88.89480325754194, 25.7750891911943], [88.89531327371643, 25.775153987933493], [88.89541880300814, 25.774871671638756], [88.8955176197986, 25.77488675676741], [88.89554219719243, 25.774797349194927], [88.89558570177421, 25.77480126315244], [88.89644638625666, 25.77504073768189], [88.89647112875932, 25.774933412362977], [88.89658101088737, 25.77460812296623], [88.89648219416304, 25.774593038562358], [88.89643965104999, 25.774485202965923], [88.896567187794, 25.773962940317787], [88.89607320660417, 25.773876767127682], [88.89605790542366, 25.773819310801205], [88.89594718242526, 25.773807719491632], [88.89586040613902, 25.77377480720555], [88.89593682311823, 25.773216319569652], [88.89593129521889, 25.772958246491683], [88.89577301168589, 25.77295346175409], [88.8957830835768, 25.77272059340166], [88.89565313603734, 25.77264793199942], [88.89554380760173, 25.772485832830377], [88.89549351611825, 25.7723600193323], [88.89549217927714, 25.772076891681245], [88.89548482752504, 25.77201591186176], [88.89539409477659, 25.771982969296925], [88.89534300727873, 25.771943160087776], [88.89527997980196, 25.771910427755024], [88.89488831548421, 25.771889535203776], [88.89488897939371, 25.771817864933457], [88.89484151804912, 25.771813920745643], [88.8945093551555, 25.77177914397418], [88.8945318674232, 25.771485446220424], [88.89457120709945, 25.771084363298687], [88.89461474349088, 25.77108469398953], [88.89472945485556, 25.77109273277583], [88.89486754822207, 25.771140370458514], [88.89504129561327, 25.771184694960315], [88.89522694990387, 25.771225525882034], [88.89540828150028, 25.771305745188666], [88.89563278496692, 25.77142571332725], [88.8958422202368, 25.77146314017438], [88.8961544607885, 25.77151209784679], [88.89625324177146, 25.77153076590989], [88.89657266926879, 25.771658620075023], [88.8968805551883, 25.771750548395794], [88.89716885095551, 25.77182082501513], [88.89731525945783, 25.771825518219458], [88.89766711363548, 25.771871189068275], [88.89825287604522, 25.772018975628207]]]}
Kazihat;14826;Kazihat;8301;10;100;1;{'type': 'Polygon', 'coordinates': [[[88.89838312240865, 25.772059383085338], [88.89841202766716, 25.771882006267862], [88.8985592757778, 25.77136705815008], [88.89877525760478, 25.770838294860667], [88.89894246466383, 25.770447734574756], [88.8989601920881, 25.77024239924985], [88.89898873819416, 25.77000847560633], [88.89904406642286, 25.769731749316243], [88.89918819181425, 25.768982637010296], [88.89930825398604, 25.768553492630677], [88.89942866780834, 25.768086123876966], [88.89943769083595, 25.76768003140627], [88.89944539166879, 25.767417279760156], [88.8993957068029, 25.767082418745506], [88.89928846049266, 25.766694560426544], [88.89916797216726, 25.766598081944515], [88.89910148775115, 25.766368217721226], [88.89902916662137, 25.765627024579164], [88.89897574952298, 25.765124892475498], [88.89891740861108, 25.764584496181705], [88.89872719136036, 25.764038323780234], [88.89847400685105, 25.763453447741497], [88.89839745683483, 25.763170945014263], [88.89836492966685, 25.76269286252553], [88.89836537070055, 25.76264508222943], [88.89890382190171, 25.76262526443396], [88.90013383846674, 25.762577223112938], [88.90055628837452, 25.762546965918492], [88.9011422300351, 25.762527498504465], [88.90123712395018, 25.7625377715541], [88.90136829554986, 25.762619993845185], [88.90143108909714, 25.76267780815732], [88.90232405138312, 25.76255552866794], [88.90269377709744, 25.76252008929064], [88.90273542022388, 25.76258252198375], [88.90279192735584, 25.762750190797245], [88.90297554441298, 25.762839572164257], [88.90271320147893, 25.76426433977612], [88.90233472600627, 25.766319747839365], [88.90219918699006, 25.767055807702004], [88.90171759483965, 25.769671064796], [88.9011363095636, 25.77282752640069], [88.90065217414927, 25.772807630873164], [88.90050583023442, 25.772795773943972], [88.90049303167847, 25.772896022786483], [88.90033501211467, 25.77286257485141], [88.89999060697455, 25.772867139436407], [88.90000597604886, 25.772917428376093], [88.899855575025, 25.77291629143023], [88.89980527877056, 25.772790479275372], [88.89974802526055, 25.772560685204446], [88.89965692723432, 25.772567163956918], [88.89938735958961, 25.772611714434426], [88.89920513036311, 25.772628254944856], [88.89909606157075, 25.772437490140835], [88.8990609034229, 25.77238705140413], [88.8988597119198, 25.77231385382437], [88.89854456880119, 25.772150199332717], [88.89838312240865, 25.772059383085338]]]}
Kazihat (Partial Kazipara);14825;Kazihat (Partial Kazipara);8301;10;100;1;{'type': 'Polygon', 'coordinates': [[[88.89941100971579, 25.767185555940458], [88.89942333155847, 25.767268601472487], [88.89944539166879, 25.767417279760156], [88.89943769083595, 25.76768003140627], [88.89942866780834, 25.768086123876966], [88.89930825398604, 25.768553492630677], [88.89918819181425, 25.768982637010296], [88.89904406642286, 25.769731749316243], [88.89898873819416, 25.77000847560633], [88.8989601920881, 25.77024239924985], [88.89894246466383, 25.770447734574756], [88.89877525760478, 25.770838294860667], [88.8985592757778, 25.77136705815008], [88.89841202766716, 25.771882006267862], [88.89838312240865, 25.772059383085338], [88.89825287604522, 25.772018975628207], [88.89766711363548, 25.771871189068275], [88.89731525945783, 25.771825518219458], [88.89716885095551, 25.77182082501513], [88.8968805551883, 25.771750548395794], [88.89657266926879, 25.771658620075023], [88.89625324177146, 25.77153076590989], [88.8961544607885, 25.77151209784679], [88.8958422202368, 25.77146314017438], [88.89563278496692, 25.77142571332725], [88.89540828150028, 25.771305745188666], [88.89522694990387, 25.771225525882034], [88.89504129561327, 25.771184694960315], [88.89486754822207, 25.771140370458514], [88.89472945485556, 25.77109273277583], [88.89461474349088, 25.77108469398953], [88.89457120709945, 25.771084363298687], [88.89432251484689, 25.770964607981565], [88.89394482045097, 25.770718041888195], [88.8934169294473, 25.770448830284046], [88.89299912838686, 25.770259297083896], [88.8926372037804, 25.770020015178613], [88.8924905989401, 25.76961035041495], [88.89225127054107, 25.768956283763764], [88.89175984016097, 25.769024217761682], [88.89178511793301, 25.768859557071558], [88.89218947658014, 25.768790960225267], [88.89206848459618, 25.76818079915378], [88.89200110509861, 25.767764569446054], [88.89190831573585, 25.767527334513893], [88.89175892040716, 25.767418684066584], [88.89152385358122, 25.767158862880073], [88.8914462306165, 25.766993418481825], [88.89128686561564, 25.76625394893312], [88.89115071562605, 25.765571996298643], [88.89073106978692, 25.765583133795857], [88.89043760275256, 25.765645404725838], [88.89024803461268, 25.765600954316184], [88.89016683162329, 25.76496959250705], [88.89127517224138, 25.764956536639996], [88.89136975625765, 25.76500026227309], [88.89161446475075, 25.76507380124215], [88.89204122561378, 25.765148725707256], [88.89221529584152, 25.765157218163278], [88.89303090511274, 25.76512758566742], [88.89358404645643, 25.76523213687368], [88.89408131663365, 25.765386434251585], [88.8943331462306, 25.765546033248455], [88.89497941672765, 25.765851977673677], [88.89598168398017, 25.766182122640252], [88.89736429411677, 25.76647213745873], [88.89746626735068, 25.76657325550506], [88.89759119246453, 25.766760557808155], [88.89774824316193, 25.76689793052459], [88.89797686420856, 25.767000007297813], [88.89824486439653, 25.767123884439883], [88.89863232478744, 25.767169822171418], [88.89921773821052, 25.76721008861693], [88.89941100971579, 25.767185555940458]]]}
Patowarypara;14828;Patowarypara;8301;10;100;1;{'type': 'Polygon', 'coordinates': [[[88.8913219387739, 25.764978156543805], [88.8915949036156, 25.764338980158975], [88.89172678354205, 25.763776138367188], [88.89176735949948, 25.763384622097213], [88.89170076123287, 25.762600464573588], [88.89164963884183, 25.76185465165235], [88.89167092643521, 25.761267075783284], [88.89117026151611, 25.76119636598579], [88.89102832348374, 25.761137944466416], [88.89105089522165, 25.76098043063772], [88.89088745118185, 25.76096485036651], [88.89091139939902, 25.760659217977665], [88.89115412626845, 25.76066106707294], [88.89111005422002, 25.760292797838666], [88.89074099922605, 25.760256537631054], [88.89077980068247, 25.760056142283187], [88.89107529275977, 25.760058393520346], [88.8910407089816, 25.75980487711235], [88.89076667928069, 25.759764562498038], [88.89063055264957, 25.759648844618834], [88.89037230892727, 25.759613427927718], [88.89032974058655, 25.7596513303092], [88.8901827403265, 25.76013760210772], [88.89010544622222, 25.76050494626948], [88.88966145099909, 25.760582792469524], [88.8894807996494, 25.760715208413956], [88.8894206667591, 25.760939332375877], [88.88934766824563, 25.761411832608374], [88.88876190998725, 25.7614121405979], [88.88866737427502, 25.761363635359288], [88.88862622846476, 25.761248640723682], [88.88868999365693, 25.76120134399056], [88.88871258564157, 25.76047520653304], [88.8886680318513, 25.760159494971823], [88.88901557886281, 25.760238601471293], [88.88942134737624, 25.76029903791202], [88.88988077166862, 25.760264315286427], [88.89005605638386, 25.760141414603886], [88.89020731203237, 25.759765077598885], [88.8903768838468, 25.759121291987405], [88.89039551441151, 25.758907008032704], [88.890511911369, 25.75886044849917], [88.8906118468459, 25.758203658238653], [88.89060670857668, 25.758136883365317], [88.89056899849706, 25.757646816675667], [88.89042620567766, 25.757346981119234], [88.89006923599509, 25.757147095576507], [88.88951236227557, 25.756790155620816], [88.88916967184292, 25.75661882583236], [88.8891553903451, 25.756490324014273], [88.88952663542328, 25.756547429203717], [88.8901834504021, 25.75650458306305], [88.89149708035829, 25.75641889078046], [88.89292494270548, 25.75649025448834], [88.89368171307336, 25.756675854646005], [88.89498107405568, 25.757018502892446], [88.89609481378432, 25.757389710579513], [88.89713716465288, 25.75794653369922], [88.89740846236987, 25.75813214281069], [88.89813667648689, 25.75836057751817], [88.89917902093002, 25.758631840455546], [88.89997863033312, 25.758960219906935], [88.90044982630411, 25.759045879265578], [88.90120659602874, 25.759202923398583], [88.9018491349663, 25.759274301585133], [88.90330556930667, 25.760002453162446], [88.9034876609002, 25.7600581894061], [88.90297554441298, 25.762839572164257], [88.90279192735584, 25.762750190797245], [88.90273542022388, 25.76258252198375], [88.90269377709744, 25.76252008929064], [88.90232405138312, 25.76255552866794], [88.90143108909714, 25.76267780815732], [88.90136829554986, 25.762619993845185], [88.90123712395018, 25.7625377715541], [88.9011422300351, 25.762527498504465], [88.90055628837452, 25.762546965918492], [88.90013383846674, 25.762577223112938], [88.89890382190171, 25.76262526443396], [88.89836537070055, 25.76264508222943], [88.89836492966685, 25.76269286252553], [88.89839745683483, 25.763170945014263], [88.89847400685105, 25.763453447741497], [88.89872719136036, 25.764038323780234], [88.89891740861108, 25.764584496181705], [88.89897574952298, 25.765124892475498], [88.89902916662137, 25.765627024579164], [88.89910148775115, 25.766368217721226], [88.89916797216726, 25.766598081944515], [88.89928846049266, 25.766694560426544], [88.8993957068029, 25.767082418745506], [88.89941100971579, 25.767185555940458], [88.89921773821052, 25.76721008861693], [88.89863232478744, 25.767169822171418], [88.89824486439653, 25.767123884439883], [88.89797686420856, 25.767000007297813], [88.89774824316193, 25.76689793052459], [88.89759119246453, 25.766760557808155], [88.89746626735068, 25.76657325550506], [88.89736429411677, 25.76647213745873], [88.89598168398017, 25.766182122640252], [88.89497941672765, 25.765851977673677], [88.8943331462306, 25.765546033248455], [88.89408131663365, 25.765386434251585], [88.89358404645643, 25.76523213687368], [88.89303090511274, 25.76512758566742], [88.89221529584152, 25.765157218163278], [88.89204122561378, 25.765148725707256], [88.89161446475075, 25.76507380124215], [88.89136975625765, 25.76500026227309], [88.8913219387739, 25.764978156543805]]]}
