Mahalla Name;Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Chadnagar;14781;Chadnagar;8295;4;100;1;{'type': 'Polygon', 'coordinates': [[[88.89866493912751, 25.78240729042937], [88.89892076011681, 25.78238697304864], [88.8993515936709, 25.782352758559654], [88.89968848447182, 25.782307523353687], [88.89982222148255, 25.78230405151677], [88.89988046275325, 25.782729942427427], [88.9008467597371, 25.782684684300474], [88.9015218604871, 25.782737566775968], [88.90208498705435, 25.782913838357224], [88.90226779252068, 25.782921078283533], [88.90226485332042, 25.782960005232024], [88.9022444306117, 25.78297168563435], [88.90224040872215, 25.782973983859694], [88.90224232310565, 25.783094530594624], [88.9021033525021, 25.784000174581927], [88.9015295003391, 25.783841740807546], [88.9009599475826, 25.783789655632745], [88.90077478719343, 25.7838360402233], [88.90065713563509, 25.78400239354413], [88.90004030356522, 25.783926055714886], [88.89979495356745, 25.78385770169756], [88.89973466993963, 25.783955799279692], [88.8996763895554, 25.784194276052535], [88.89964625287303, 25.784600207948404], [88.89906131765073, 25.78457440284528], [88.89891091081056, 25.784567767327736], [88.89863516515095, 25.784518095689187], [88.8972840000202, 25.784274716362603], [88.89722755719565, 25.78425760443719], [88.89739617177818, 25.783939857642615], [88.89787297508126, 25.783100144599857], [88.89823740716714, 25.782375576157886], [88.89844497239616, 25.78239097258789], [88.89866493912751, 25.78240729042937]]]}
Noyatola;14782;Noyatola;8295;4;100;1;{'type': 'Polygon', 'coordinates': [[[88.89775367937627, 25.787053733416368], [88.89779208182547, 25.786752988163638], [88.89737701639174, 25.78668892105504], [88.8970837325438, 25.78672611843673], [88.89683201646342, 25.786548605958718], [88.89633217718317, 25.786233031785038], [88.89632256804097, 25.786249640383662], [88.8967871907395, 25.785238832320328], [88.8971858654895, 25.784336170808253], [88.89722755719565, 25.78425760443719], [88.8972840000202, 25.784274716362603], [88.89863516515095, 25.784518095689187], [88.89891091081056, 25.784567767327736], [88.89964625287303, 25.784600207948404], [88.8996763895554, 25.784194276052535], [88.89973466993963, 25.783955799279692], [88.89979495356745, 25.78385770169756], [88.90004030356522, 25.783926055714886], [88.899972915514, 25.784365154520803], [88.90025171003103, 25.784467607751107], [88.90045714535857, 25.784512165788247], [88.90041320490559, 25.784698189385175], [88.90038940588947, 25.7849894889387], [88.90058991686668, 25.78499578277381], [88.90061054329443, 25.785048500522848], [88.90069450297146, 25.785101696874506], [88.90105396846205, 25.785113372221296], [88.90157525840412, 25.78510536336221], [88.90194442738363, 25.785138015071475], [88.9020924137779, 25.785188110135948], [88.90209168780501, 25.785266947480974], [88.90206635381335, 25.785438776982623], [88.9019615887997, 25.785638677056898], [88.90180173114602, 25.786662426870354], [88.90155657571368, 25.78663190576954], [88.90150174493868, 25.787427087209377], [88.90171516870096, 25.787464536389837], [88.90335354602578, 25.78763553854668], [88.90322583297423, 25.788562111455324], [88.90244276384855, 25.788423638592135], [88.9023293375203, 25.788403575174797], [88.90212789802956, 25.788307526308472], [88.90196278724837, 25.78822879152045], [88.90177425736414, 25.788066098097683], [88.9015555587354, 25.78774190754646], [88.90130609683357, 25.787750771659297], [88.90077161163912, 25.787757484960096], [88.89965603337517, 25.787673791542428], [88.89922812796357, 25.787713559201567], [88.89875667977901, 25.787752995955564], [88.89844000680561, 25.787750598205594], [88.8983945920109, 25.787524477351663], [88.89804245966789, 25.787503891408477], [88.89795600420014, 25.78743514499216], [88.89795658943066, 25.787371836322244], [88.8979589524169, 25.78711621263025], [88.89775367937627, 25.787053733416368]]]}
Koyanizpara-Dolapara;14783;Koyanizpara-Dolapara;8295;4;100;1;{'type': 'Polygon', 'coordinates': [[[88.90322583297423, 25.788562111455324], [88.90335354602578, 25.78763553854668], [88.90413891602518, 25.787756134044713], [88.90451830966396, 25.78782588869954], [88.90482447158854, 25.78782341572771], [88.904941945892, 25.78767617114999], [88.90496923403582, 25.78642922599578], [88.90496056544514, 25.786223691470244], [88.90520540762397, 25.786000951633756], [88.90560893399345, 25.785741178385667], [88.9057948411985, 25.78561356123616], [88.90647979698801, 25.785169546114574], [88.90651212100018, 25.785098113727518], [88.90650119561425, 25.784562855549776], [88.90649828415451, 25.78430480234004], [88.90664209768119, 25.784162532520842], [88.90667339334868, 25.78362759158504], [88.90663879498683, 25.782795897135916], [88.90662598495902, 25.78246609408317], [88.90661665616098, 25.782323471059378], [88.90706140041742, 25.782323462249483], [88.9078854410981, 25.78241500935318], [88.90799563563725, 25.782427251093157], [88.91005991552068, 25.782656560398944], [88.90991568349048, 25.782853935802567], [88.90825134769216, 25.785131448772933], [88.90841793788663, 25.78541700588242], [88.9091556664838, 25.78544078893252], [88.90908414887166, 25.786092213137703], [88.90883195919326, 25.78608827750074], [88.9079324098094, 25.78621679620801], [88.90751832986551, 25.786202525849944], [88.90723276125374, 25.786359589230294], [88.90704715190995, 25.786916435027592], [88.90690437130623, 25.78715916382644], [88.90670447112073, 25.787173445529486], [88.90654050156587, 25.787152953385558], [88.90638109500185, 25.787584267116294], [88.90633520477363, 25.788037300525602], [88.90624180038603, 25.788959386113], [88.90497579495297, 25.788873407369625], [88.90394981837188, 25.788654472808656], [88.90393793292043, 25.788673489658212], [88.90329794318174, 25.788574856422485], [88.90322583297423, 25.788562111455324]]]}
Koyanizpara;14784;Koyanizpara;8295;4;100;1;{'type': 'Polygon', 'coordinates': [[[88.90335354602578, 25.78763553854668], [88.90171516870096, 25.787464536389837], [88.90150174493868, 25.787427087209377], [88.90155657571368, 25.78663190576954], [88.90180173114602, 25.786662426870354], [88.9019615887997, 25.785638677056898], [88.90206635381335, 25.785438776982623], [88.90209168780501, 25.785266947480974], [88.9020924137779, 25.785188110135948], [88.90194442738363, 25.785138015071475], [88.90157525840412, 25.78510536336221], [88.90105396846205, 25.785113372221296], [88.90069450297146, 25.785101696874506], [88.90061054329443, 25.785048500522848], [88.90058991686668, 25.78499578277381], [88.90038940588947, 25.7849894889387], [88.90041320490559, 25.784698189385175], [88.90045714535857, 25.784512165788247], [88.90025171003103, 25.784467607751107], [88.899972915514, 25.784365154520803], [88.90004030356522, 25.783926055714886], [88.90065713563509, 25.78400239354413], [88.90077478719343, 25.7838360402233], [88.9009599475826, 25.783789655632745], [88.9015295003391, 25.783841740807546], [88.9021033525021, 25.784000174581927], [88.90224232310565, 25.783094530594624], [88.90224040872215, 25.782973983859694], [88.9022444306117, 25.78297168563435], [88.90275397170866, 25.78268050286524], [88.90302932044817, 25.782655909335272], [88.90408669586117, 25.7825614840263], [88.90464462775213, 25.78261219301503], [88.90487202089014, 25.782632859566004], [88.90522898339873, 25.782513869560187], [88.9062284816404, 25.782323477637302], [88.90661665616098, 25.782323471059378], [88.90662598495902, 25.78246609408317], [88.90663879498683, 25.782795897135916], [88.90667339334868, 25.78362759158504], [88.90664209768119, 25.784162532520842], [88.90649828415451, 25.78430480234004], [88.90650119561425, 25.784562855549776], [88.90651212100018, 25.785098113727518], [88.90647979698801, 25.785169546114574], [88.9057948411985, 25.78561356123616], [88.90560893399345, 25.785741178385667], [88.90520540762397, 25.786000951633756], [88.90496056544514, 25.786223691470244], [88.90496923403582, 25.78642922599578], [88.90496771654436, 25.786498569824364], [88.904941945892, 25.78767617114999], [88.90482447158854, 25.78782341572771], [88.90451830966396, 25.78782588869954], [88.90413891602518, 25.787756134044713], [88.90335354602578, 25.78763553854668]]]}
Mazar Road;14785;Mazar Road;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.90220848185287, 25.777573127519013], [88.90221100060481, 25.77757315515463], [88.90356305376221, 25.77758798350557], [88.9035159840605, 25.778372744819166], [88.9034916875356, 25.77877781893311], [88.90349050419965, 25.77880583891989], [88.90345674866211, 25.779605121657845], [88.90247963849305, 25.779508581485764], [88.9018671161932, 25.779396446749022], [88.90190765446071, 25.779292823451275], [88.90199991231863, 25.779160920310794], [88.90202056076744, 25.779067898176592], [88.90204929038653, 25.778957018181114], [88.90219270687476, 25.77799765053002], [88.90220848185287, 25.777573127519013]]]}
Dhormapotti;14786;Dhormapotti;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.90209950807078, 25.77862109494002], [88.9017202179683, 25.77858421194617], [88.90113353831266, 25.778531998760847], [88.90112556938791, 25.778465330988396], [88.90100607127292, 25.778475487641746], [88.90085962129818, 25.77847438140243], [88.90081344168718, 25.778361821375498], [88.90071571189826, 25.778412370173157], [88.90059639065905, 25.7784741845497], [88.90045711356424, 25.778553766853328], [88.9003079960782, 25.778627301700283], [88.90013279392693, 25.77866778801944], [88.89989433320356, 25.77862997286536], [88.89989546778745, 25.778626771632297], [88.90025515794197, 25.777611844882482], [88.9013974454774, 25.777564230424204], [88.90220848185287, 25.777573127519013], [88.90219270687476, 25.77799765053002], [88.90209950807078, 25.77862109494002]]]}
Imampara;14787;Imampara;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.89953721262411, 25.77960761061037], [88.89958886527575, 25.77949179508369], [88.89989433320356, 25.77862997286536], [88.90013279392693, 25.77866778801944], [88.9003079960782, 25.778627301700283], [88.90045711356424, 25.778553766853328], [88.90059639065905, 25.7784741845497], [88.90071571189826, 25.778412370173157], [88.90081344168718, 25.778361821375498], [88.90085962129818, 25.77847438140243], [88.90100607127292, 25.778475487641746], [88.90112556938791, 25.778465330988396], [88.90113353831266, 25.778531998760847], [88.9017202179683, 25.77858421194617], [88.90209950807078, 25.77862109494002], [88.90204929038653, 25.778957018181114], [88.90202056076744, 25.779067898176592], [88.90199991231863, 25.779160920310794], [88.90190765446071, 25.779292823451275], [88.9018671161932, 25.779396446749022], [88.90154956927674, 25.77934805804901], [88.90154053077201, 25.77946983789113], [88.9014772305787, 25.77989582823653], [88.90149108265278, 25.780110958826903], [88.90152848572818, 25.780347769822555], [88.90148468177559, 25.78037610922875], [88.90142118597733, 25.780393548634873], [88.90136587061393, 25.780382379652824], [88.9012985817027, 25.780381871530494], [88.90126233084644, 25.78044968933567], [88.90120318937525, 25.780424156332042], [88.90105723233964, 25.78036929746153], [88.90089992937521, 25.780257012478632], [88.9006712146141, 25.780162106602493], [88.9003835243448, 25.78002374947021], [88.89999734368699, 25.779834474467375], [88.89953721262411, 25.77960761061037]]]}
Radio Bari;14788;Radio Bari;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.90152848572818, 25.780347769822555], [88.90149108265278, 25.780110958826903], [88.9014772305787, 25.77989582823653], [88.90154053077201, 25.77946983789113], [88.90154956927674, 25.77934805804901], [88.9018671161932, 25.779396446749022], [88.90247963849305, 25.779508581485764], [88.90345674866211, 25.779605121657845], [88.90342808244976, 25.780283884031316], [88.9034277846271, 25.78029093585573], [88.90310432875252, 25.780162850314795], [88.90261150357016, 25.779947691723923], [88.90228934244607, 25.780113698541683], [88.9019117000891, 25.780286453427962], [88.90175254829627, 25.78037484633625], [88.90169310971625, 25.78038156518769], [88.90158264398704, 25.780341309821065], [88.90152848572818, 25.780347769822555]]]}
Khejurbagh Mosjid Mahalla;14789;Khejurbagh Mosjid Mahalla;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.90175254829627, 25.78037484633625], [88.9019117000891, 25.780286453427962], [88.90228934244607, 25.780113698541683], [88.90261150357016, 25.779947691723923], [88.90310432875252, 25.780162850314795], [88.9034277846271, 25.78029093585573], [88.90342033257248, 25.78046738468995], [88.90342034490737, 25.781014708381875], [88.9034320452619, 25.781049805541564], [88.90312725947395, 25.781112721622495], [88.90279002135338, 25.781196189150098], [88.90253639973753, 25.781226530144092], [88.9021123114105, 25.781284254554], [88.9021045929616, 25.78126269370941], [88.90200527621423, 25.780871313646735], [88.90191654770753, 25.780619780331282], [88.90185014962854, 25.780522517482215], [88.90175254829627, 25.78037484633625]]]}
Munshipara;14790;Munshipara;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.89982222148255, 25.78230405151677], [88.89968848447182, 25.782307523353687], [88.89957662420592, 25.782322543213972], [88.8993515936709, 25.782352758559654], [88.89866493912751, 25.78240729042937], [88.89844497239616, 25.78239097258789], [88.89821660534541, 25.782374035949452], [88.89818973854224, 25.782368036170592], [88.89889874850512, 25.78103859578022], [88.89953721262411, 25.77960761061037], [88.89999734368699, 25.779834474467375], [88.9003835243448, 25.78002374947021], [88.9006712146141, 25.780162106602493], [88.90089992937521, 25.780257012478632], [88.90105723233964, 25.78036929746153], [88.90120318937525, 25.780424156332042], [88.90126233084644, 25.78044968933567], [88.9012985817027, 25.780381871530494], [88.90136587061393, 25.780382379652824], [88.90142118597733, 25.780393548634873], [88.90148468177559, 25.78037610922875], [88.90152848572818, 25.780347769822555], [88.90158264398704, 25.780341309821065], [88.90169310971625, 25.78038156518769], [88.90175254829627, 25.78037484633625], [88.90185014962854, 25.780522517482215], [88.90191654770753, 25.780619780331282], [88.90193553303166, 25.78067360124634], [88.90200527621423, 25.780871313646735], [88.9021045929616, 25.78126269370941], [88.9021123114105, 25.781284254554], [88.90189592305752, 25.781336589661127], [88.90144359846337, 25.781451439237845], [88.9013320423188, 25.781529439706006], [88.90132597105408, 25.781758754872065], [88.90128193539755, 25.781812178808252], [88.90093690982935, 25.781881248076168], [88.90068698033804, 25.7819402838073], [88.9004412731877, 25.781970680893807], [88.90035382877937, 25.78200944139376], [88.90035616773439, 25.782185063552703], [88.9002768048468, 25.782205966260257], [88.89994332174881, 25.782310958018172], [88.89982222148255, 25.78230405151677]]]}
Channogor Mahalla;14791;Channogor Mahalla;8296;5;100;1;{'type': 'Polygon', 'coordinates': [[[88.9034320452619, 25.781049805541564], [88.9036107392146, 25.781585825239986], [88.90377732940676, 25.781871382350285], [88.90370896409415, 25.782595213795933], [88.90296249374445, 25.782661874612057], [88.90275397170866, 25.78268050286524], [88.90239710510325, 25.78288442838572], [88.90226485332042, 25.782960005232024], [88.90226779252068, 25.782921078283533], [88.90208498705435, 25.782913838357224], [88.9015218604871, 25.782737566775968], [88.9008467597371, 25.782684684300474], [88.89988046275325, 25.782729942427427], [88.89982222148255, 25.78230405151677], [88.89994332174881, 25.782310958018172], [88.9002768048468, 25.782205966260257], [88.90035616773439, 25.782185063552703], [88.90035382877937, 25.78200944139376], [88.9004412731877, 25.781970680893807], [88.90068698033804, 25.7819402838073], [88.90093690982935, 25.781881248076168], [88.90128193539755, 25.781812178808252], [88.90132597105408, 25.781758754872065], [88.9013320423188, 25.781529439706006], [88.90144359846337, 25.781451439237845], [88.90189592305752, 25.781336589661127], [88.9021123114105, 25.781284254554], [88.90253639973753, 25.781226530144092], [88.90279002135338, 25.781196189150098], [88.90312725947395, 25.781112721622495], [88.9034320452619, 25.781049805541564]]]}
Uttar Niyamotpur;14792;Uttar Niyamotpur;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91309394122, 25.788537934772584], [88.9137983339669, 25.787571409773207], [88.91494450401764, 25.78574507175603], [88.91715885743967, 25.78253139429863], [88.91729781259262, 25.782341293680634], [88.91776239103966, 25.781747454012034], [88.91812531353077, 25.781886336797697], [88.91833081713372, 25.78192370260474], [88.91863105881477, 25.781990442548345], [88.91869588554505, 25.781826070556942], [88.91935761833344, 25.780440484537177], [88.92173389102916, 25.780806467475664], [88.92125428201174, 25.78149052167851], [88.92068315059413, 25.782061652606643], [88.92004063547843, 25.783046847123323], [88.91956945076963, 25.783460918103255], [88.91943888483533, 25.78368082070048], [88.91929816753256, 25.783917819415578], [88.91902688590572, 25.784446110774578], [88.91918801639552, 25.78468241497279], [88.91924107210512, 25.784760223019273], [88.91959804663527, 25.785174278688928], [88.9194838197071, 25.7852599488568], [88.91906974878411, 25.78564546276379], [88.91882701664237, 25.7858310813727], [88.91865568140393, 25.78618803477364], [88.91831301092677, 25.786901941576126], [88.91811312910275, 25.78773006981434], [88.91776031458733, 25.78865085708083], [88.91752774065746, 25.789257827641872], [88.91721362385219, 25.789814675816658], [88.9167709979671, 25.790300136320926], [88.91664249210868, 25.79037152874417], [88.91647114946082, 25.79040008793094], [88.91624269334845, 25.790471482202225], [88.91608562898578, 25.790485763115736], [88.91577149607309, 25.790328710820077], [88.91560014859303, 25.790143099865364], [88.9154145241159, 25.79002887922182], [88.91538595981412, 25.789714763542566], [88.9154859071688, 25.78958625960982], [88.91552873944876, 25.789429200714306], [88.91551445794202, 25.789300698893495], [88.91531455582387, 25.78922931254234], [88.9150147018415, 25.789086537991622], [88.91452922724743, 25.789000878910294], [88.91309394122, 25.788537934772584]]]}
Dokkhin Niyamotpur;14793;Dokkhin Niyamotpur;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91773502985515, 25.777824529364022], [88.91782613199236, 25.7774150497007], [88.91779427727973, 25.777407972246106], [88.91826097855916, 25.775224519077092], [88.92048421183678, 25.77557394515776], [88.92062016523289, 25.775123160471818], [88.92063213907586, 25.775083441385114], [88.92067351603413, 25.774946237481295], [88.92074583104758, 25.774315130075138], [88.92089709679156, 25.772995118769963], [88.9235386466834, 25.772909399584076], [88.9255091064028, 25.773437649494294], [88.92605169766554, 25.77362325358089], [88.9267513571504, 25.77396591286273], [88.92713688856395, 25.77436568998765], [88.92599463089607, 25.775736399973063], [88.9254377793805, 25.77636464266694], [88.92302475978994, 25.779248845118378], [88.92212523006685, 25.780248322389806], [88.92173389102916, 25.780806467475664], [88.91935761833344, 25.780440484537177], [88.91866362023578, 25.780337690173017], [88.91724252568689, 25.78005158811532], [88.9175246162718, 25.778770276595274], [88.91752878884247, 25.778751522189424], [88.91754239406492, 25.778690371104933], [88.91773316351465, 25.77783291872145], [88.91773502985515, 25.777824529364022]]]}
Sutki Arot;14794;Sutki Arot;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91776239103966, 25.781747454012034], [88.91749375451366, 25.78173621728036], [88.91750927997225, 25.78147949537939], [88.91742033720504, 25.78110253689512], [88.91745570794299, 25.780839989680857], [88.91744278500944, 25.78081002870723], [88.91760771029523, 25.78081125577055], [88.91775112335502, 25.780153975921046], [88.91776732372512, 25.780157237486385], [88.91866362023578, 25.780337690173017], [88.91935761833344, 25.780440484537177], [88.91869588554505, 25.781826070556942], [88.91863105881477, 25.781990442548345], [88.91833081713372, 25.78192370260474], [88.91812531353077, 25.781886336797697], [88.91776239103966, 25.781747454012034]]]}
Chamra Godown;14795;Chamra Godown;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91377231735402, 25.7793725424446], [88.9139763441809, 25.778663793810455], [88.91417268786411, 25.777981726021952], [88.91422443784991, 25.77780195307398], [88.91422612847725, 25.777798383951183], [88.91465275672634, 25.776897674855412], [88.91774646627431, 25.777397348004463], [88.91782613199236, 25.7774150497007], [88.91773502985515, 25.777824529364022], [88.91754239406492, 25.778690371104933], [88.9175246162718, 25.778770276595274], [88.91748411683852, 25.77895431752158], [88.91724252568689, 25.78005158811532], [88.91592940922695, 25.779787203862465], [88.9159127454673, 25.77987641075413], [88.9158795816068, 25.780621589335883], [88.91587541160587, 25.781080281728244], [88.91621780544575, 25.78115450822192], [88.91652814327625, 25.781271500528092], [88.91656966972852, 25.781348263689583], [88.91663113474154, 25.78155419129519], [88.91662372480599, 25.781772689851994], [88.91662325312673, 25.781786598328978], [88.91632457075643, 25.78174782131313], [88.91629375657239, 25.781508673321007], [88.91577335013567, 25.781421174568692], [88.9156614719801, 25.781390475972213], [88.91561010776236, 25.78123479615474], [88.91559734819538, 25.78118691736317], [88.9147264862899, 25.781186396792926], [88.91462158620084, 25.78111393873975], [88.91435159768419, 25.781058167699342], [88.91456987807199, 25.780271365579484], [88.91474083550091, 25.779609642195478], [88.9137527092607, 25.779446971429785], [88.91377231735402, 25.7793725424446]]]}
Vhojopara;14796;Vhojopara;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91712110258962, 25.78258618948282], [88.91651275024564, 25.782384745973992], [88.91661671600731, 25.781979358819306], [88.91663113474154, 25.78155419129519], [88.91656966972852, 25.781348263689583], [88.91652814327625, 25.781271500528092], [88.91621780544575, 25.78115450822192], [88.91587541160587, 25.781080281728244], [88.9158795816068, 25.780621589335883], [88.9159127454673, 25.77987641075413], [88.91592940922695, 25.779787203862465], [88.91775112335502, 25.780153975921046], [88.9177097198313, 25.78034373424199], [88.91760771029523, 25.78081125577055], [88.91744278500944, 25.78081002870723], [88.91745570794299, 25.780839989680857], [88.91742033720504, 25.78110253689512], [88.91750927997225, 25.78147949537939], [88.91749375451366, 25.78173621728036], [88.91776239103966, 25.781747454012034], [88.91729781259262, 25.782341293680634], [88.91715885743967, 25.78253139429863], [88.9171289326051, 25.782574825460834], [88.91712110258962, 25.78258618948282]]]}
Baniapara;14797;Baniapara;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91435159768419, 25.781058167699342], [88.91394402529849, 25.782780116260117], [88.91422084299435, 25.782810852679873], [88.91403969492539, 25.78357642837981], [88.91399226067436, 25.78356890674326], [88.91388431812516, 25.784120002139048], [88.91322854492746, 25.78397175382596], [88.91327309240067, 25.78342735298535], [88.91320190853999, 25.783419653684614], [88.9133105719419, 25.782789721158228], [88.91289112635657, 25.782772252408883], [88.91272468314124, 25.78279251122962], [88.91268948789764, 25.783179295752227], [88.91223039294354, 25.783168696274185], [88.91221750204659, 25.782846060287856], [88.91179203682607, 25.782620684515365], [88.91145267337572, 25.782503464977598], [88.91122348723695, 25.782458744703032], [88.91107340086506, 25.78242178368454], [88.91089936870972, 25.78240614589311], [88.91074156242561, 25.782347624109285], [88.91060757126006, 25.78228211294171], [88.91041037931562, 25.782201793247108], [88.91032414937588, 25.782107969337495], [88.91015901684095, 25.781984884162163], [88.91006467426334, 25.781912501966477], [88.90992316061298, 25.78180392856382], [88.90988051024634, 25.781273210697005], [88.9098854839789, 25.781162151018147], [88.90985499765205, 25.781032906780435], [88.90981175225255, 25.78100032878842], [88.90935230577593, 25.78102913929465], [88.90934556925407, 25.780900072997287], [88.90913720245423, 25.780887759537446], [88.90888640727525, 25.780897824815465], [88.90879761730083, 25.779786189571162], [88.90876654537959, 25.7795769031452], [88.90872320880324, 25.779265984500984], [88.90870593207042, 25.778991099023674], [88.90815784335038, 25.779046716658797], [88.90777484067947, 25.779085652716784], [88.90769226911661, 25.77859286150084], [88.90769816364457, 25.778381463198627], [88.90770405422289, 25.77823673745647], [88.91003606668606, 25.778706304384286], [88.91184469782245, 25.779039424515577], [88.91377231735402, 25.7793725424446], [88.9137527092607, 25.779446971429785], [88.91474083550091, 25.779609642195478], [88.91456987807199, 25.780271365579484], [88.91435159768419, 25.781058167699342]]]}
Sarkerpara;14798;Sarkerpara;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.91223039294354, 25.783168696274185], [88.91189290705098, 25.78344799642235], [88.91188821975273, 25.783961635460567], [88.9119671678335, 25.783986117750977], [88.9119310404915, 25.784415900258356], [88.911907958966, 25.784690483504914], [88.91181232736737, 25.7850481454096], [88.91170622647607, 25.78510708124096], [88.91162433361613, 25.785405116229942], [88.91157348171032, 25.785731269392052], [88.91147352662685, 25.78551710109857], [88.91131645840073, 25.785360045898322], [88.91113083939867, 25.785488551413433], [88.91084527207472, 25.785702726832], [88.91054543226056, 25.786188184693124], [88.9097458282976, 25.786102531414326], [88.90908414887166, 25.786092213137703], [88.9091556664838, 25.78544078893252], [88.90841793788663, 25.78541700588242], [88.90825134769216, 25.785131448772933], [88.90879147432597, 25.784392384558036], [88.91005991552068, 25.782656560398944], [88.90706140041742, 25.782323462249483], [88.90695783194722, 25.782323457211945], [88.90690667549647, 25.78212762755758], [88.9068454899931, 25.78189302820685], [88.90675042763193, 25.781323689071925], [88.90673295295119, 25.780926953865748], [88.90668825814926, 25.780620802944124], [88.90661021733203, 25.780353822883516], [88.90793059460047, 25.780256226466296], [88.90788328844135, 25.77965857612268], [88.90777484067947, 25.779085652716784], [88.90815784335038, 25.779046716658797], [88.90870593207042, 25.778991099023674], [88.90872320880324, 25.779265984500984], [88.90876654537959, 25.7795769031452], [88.90879761730083, 25.779786189571162], [88.90888640727525, 25.780897824815465], [88.90913720245423, 25.780887759537446], [88.90934556925407, 25.780900072997287], [88.90935230577593, 25.78102913929465], [88.90981175225255, 25.78100032878842], [88.90985499765205, 25.781032906780435], [88.9098854839789, 25.781162151018147], [88.90988051024634, 25.781273210697005], [88.90992316061298, 25.78180392856382], [88.91006467426334, 25.781912501966477], [88.91015901684095, 25.781984884162163], [88.91032414937588, 25.782107969337495], [88.91041037931562, 25.782201793247108], [88.91060757126006, 25.78228211294171], [88.91074156242561, 25.782347624109285], [88.91089936870972, 25.78240614589311], [88.91107340086506, 25.78242178368454], [88.91122348723695, 25.782458744703032], [88.91145267337572, 25.782503464977598], [88.91179203682607, 25.782620684515365], [88.91221750204659, 25.782846060287856], [88.91223039294354, 25.783168696274185]]]}
Doctorpara;14799;Doctorpara;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.90661021733203, 25.780353822883516], [88.90624320714828, 25.780374956117278], [88.90624588030333, 25.780083496237133], [88.9062258656394, 25.77996388676614], [88.90669310423377, 25.779948285096026], [88.90671459240791, 25.77976328507812], [88.90669726553496, 25.77949437206804], [88.90667856987297, 25.779374772552597], [88.90667356083165, 25.77920151931638], [88.90663518406292, 25.77906982599677], [88.90659719067202, 25.778896324885352], [88.90654698929758, 25.77861521888374], [88.90654203519443, 25.778435993092074], [88.90657627887741, 25.778298872533323], [88.9066091663673, 25.778016267520364], [88.90770405422289, 25.77823673745647], [88.90769816364457, 25.778381463198627], [88.90769226911661, 25.77859286150084], [88.90777484067947, 25.779085652716784], [88.90788328844135, 25.77965857612268], [88.90793059460047, 25.780256226466296], [88.90661021733203, 25.780353822883516]]]}
Munshipara;14800;Munshipara;8297;6;100;1;{'type': 'Polygon', 'coordinates': [[[88.90661021733203, 25.780353822883516], [88.90668825814926, 25.780620802944124], [88.90673295295119, 25.780926953865748], [88.90675042763193, 25.781323689071925], [88.9068454899931, 25.78189302820685], [88.90690667549647, 25.78212762755758], [88.90695783194722, 25.782323457211945], [88.90693650173135, 25.782323457650367], [88.90663554356944, 25.78232346350254], [88.9062284816404, 25.782323477637302], [88.90522898339873, 25.782513869560187], [88.90487202089014, 25.782632859566004], [88.90408669586117, 25.7825614840263], [88.90370896409415, 25.782595213795933], [88.90377732940676, 25.781871382350285], [88.9036107392146, 25.781585825239986], [88.90342034490737, 25.781014708381875], [88.90342033257248, 25.78046738468995], [88.9034916875356, 25.77877781893311], [88.90356305376221, 25.77758798350557], [88.90463394933214, 25.77758796372641], [88.9066091663673, 25.778016267520364], [88.90657627887741, 25.778298872533323], [88.90654203519443, 25.778435993092074], [88.90654698929758, 25.77861521888374], [88.90659719067202, 25.778896324885352], [88.90663518406292, 25.77906982599677], [88.90667356083165, 25.77920151931638], [88.90667856987297, 25.779374772552597], [88.90669726553496, 25.77949437206804], [88.90671459240791, 25.77976328507812], [88.90669310423377, 25.779948285096026], [88.9062258656394, 25.77996388676614], [88.90624588030333, 25.780083496237133], [88.90624320714828, 25.780374956117278], [88.90661021733203, 25.780353822883516]]]}
