Poor Settlement Name;Poor Settlement-ID (DB);Poor Settlement Name (DB);Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Shingpara;18330;Shingpara;14757;Shingpara;8292;1;100;1;{'type': 'Polygon', 'coordinates': [[[88.9003947055543, 25.809525938512472], [88.9003202021065, 25.808933099855718], [88.90080179348654, 25.80884811258706], [88.90099831641217, 25.809004894304188], [88.90099655285101, 25.809196014448524], [88.9013000859996, 25.80919830874128], [88.9013095365467, 25.809604538811595], [88.90122704763051, 25.80996229062301], [88.90093439481373, 25.810210941039593], [88.9005085554068, 25.81058998778754], [88.9001366056092, 25.810849982564537], [88.90024119102297, 25.810958286350576], [88.90054561079988, 25.81086502233176], [88.90074356994076, 25.81086651938528], [88.90087631441259, 25.8107839022312], [88.90087851925814, 25.810545002111425], [88.90112981794162, 25.81048717270153], [88.90128675217308, 25.81064365481464], [88.90155168884212, 25.810538144385426], [88.90171038624669, 25.810503505911136], [88.90185434431645, 25.810635997710175], [88.90189195354988, 25.81085130696246], [88.90188919999196, 25.811149932200212], [88.90188787826871, 25.811293272309904], [88.90159676583514, 25.811374693845273], [88.90141068081782, 25.811516637744763], [88.90098770418982, 25.811585115598], [88.90081437449511, 25.811774938487126], [88.90052359107258, 25.81182052279699], [88.90023192494502, 25.811961666528468], [88.9001122657824, 25.812056327881137], [88.89944842143147, 25.81248135349106], [88.89915885051714, 25.812395540033016], [88.89888181476508, 25.812381495951286], [88.89882780999913, 25.812512491008885], [88.89886530373238, 25.812739745826107], [88.8989695582119, 25.81288388550017], [88.89915277713939, 25.81305251479718], [88.89938867630698, 25.813233488585798], [88.89955902997875, 25.81336618248392], [88.89982187734239, 25.813487630438587], [88.89995385297524, 25.813488629255318], [88.90006108855133, 25.81331025324874], [88.90022144485968, 25.813096441560397], [88.90053961913361, 25.812943552604843], [88.90069931246106, 25.81280141034516], [88.90087253364065, 25.812623532676618], [88.90095392334777, 25.812385231324274], [88.90113934894165, 25.81231495811428], [88.90128551265614, 25.812208550399045], [88.90142969261288, 25.81231715262924], [88.90153527213805, 25.81231795049096], [88.90159026547065, 25.81207944926613], [88.90178998921667, 25.8118898248426], [88.90201346385878, 25.811987079692862], [88.90215764424792, 25.81209568121701], [88.90222076834924, 25.812406749784095], [88.902232093842, 25.812609914592745], [88.9023499902976, 25.812706371604914], [88.90245546010641, 25.81271911381842], [88.90254542065148, 25.8129826015107], [88.90260377281153, 25.813180616196437], [88.90259543863506, 25.813182212191077], [88.90240957750771, 25.81321780445724], [88.90187413561195, 25.813479577874332], [88.90151717443739, 25.81365805959969], [88.90107692030719, 25.81378894949855], [88.90075565350385, 25.813872243830573], [88.90064856474847, 25.813907940835843], [88.9004105927802, 25.814122115385914], [88.89943238080338, 25.813687752633516], [88.89827408822619, 25.813344494962323], [88.89704826623777, 25.813167957401607], [88.89699813161131, 25.812880877162144], [88.8976978194597, 25.81286229301731], [88.89813565755492, 25.812614750123885], [88.89924153616926, 25.811488274392413], [88.8994413728882, 25.81128670827158], [88.89996346079101, 25.810490288889], [88.9003947055543, 25.809525938512472]]]}
Emam Ali Lane-1;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;2;0;{'type': 'Polygon', 'coordinates': [[[88.89329574655926, 25.793393008101443], [88.89329633380977, 25.79339319914067], [88.89435940779653, 25.793739024318988], [88.89463515436083, 25.793850307778015], [88.89444426547482, 25.794279986986755], [88.89444354600131, 25.79428160647083], [88.89431950838463, 25.794251898421802], [88.89406730934466, 25.79412574404439], [88.89368355625078, 25.793955583544076], [88.8931208800038, 25.79372672038483], [88.89329574655926, 25.793393008101443]]]}
Emam Ali Lane-2;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;2;0;{'type': 'Polygon', 'coordinates': [[[88.89302334092554, 25.79456696555721], [88.89291285433437, 25.794527897848162], [88.89291367544632, 25.794439504846473], [88.8929197081436, 25.7943583190221], [88.8929070897272, 25.794296104573995], [88.89277557956177, 25.794247320053618], [88.89291221430615, 25.794028556646516], [88.89307825551505, 25.793769401027557], [88.89309961213876, 25.79374328270703], [88.89394877252367, 25.79410095092426], [88.89397223600673, 25.794132188567126], [88.89387592099352, 25.79427241707867], [88.89391803544054, 25.794284683222983], [88.89400461523215, 25.794340292557894], [88.89398061960544, 25.79436639094249], [88.89388388311835, 25.794552010464805], [88.89378404155332, 25.794787778848583], [88.89373066093852, 25.79485188038209], [88.89366703436818, 25.794882455583167], [88.89361436336254, 25.7948701090543], [88.89356162582976, 25.794864929508023], [88.89351192664687, 25.794816768013913], [88.89346719514883, 25.79480209266827], [88.89339361110663, 25.79476808442124], [88.89336227475302, 25.794732008444303], [88.89330452532856, 25.794698120640856], [88.89327026152229, 25.794693081566507], [88.89321497374269, 25.794678325813564], [88.89319698822, 25.794625627220263], [88.89311559804459, 25.794579613584176], [88.89302334092554, 25.79456696555721]]]}
Shri Bangla Road;18333;Shaltiya Para;14773;Shaltiya Para;8293;2;7;0;{'type': 'Polygon', 'coordinates': [[[88.89302334092554, 25.79456696555721], [88.89307042290484, 25.794612718123457], [88.89313098881183, 25.794627514100743], [88.89315970816504, 25.79466118103984], [88.89322255821945, 25.794714221068478], [88.89333544015936, 25.794779587635272], [88.89337214343634, 25.794806147779042], [88.893395606896, 25.794837385511613], [88.89348777554795, 25.79485958931162], [88.89352986797543, 25.794874244573265], [88.89362460924417, 25.79490363536795], [88.89368495360377, 25.79494232112621], [88.89366328639208, 25.79500188553251], [88.89360411729943, 25.79512089386981], [88.89345104891507, 25.79540404042125], [88.89342410327947, 25.795463564621205], [88.89348185310209, 25.79549745238694], [88.8935184900846, 25.795531179500138], [88.89354716539681, 25.795569624369755], [88.89359961490531, 25.795605860934103], [88.8936178225312, 25.795634669479035], [88.89357251403196, 25.795682108162296], [88.89350409674002, 25.79566008511331], [88.8934592096536, 25.79566213275727], [88.89342980230977, 25.795702524873672], [88.89336885868669, 25.795728342004114], [88.89335781417286, 25.79578081967607], [88.89333057999102, 25.795871400850665], [88.893301039435, 25.795926126936095], [88.89322115590441, 25.796001972411435], [88.89317621929843, 25.79605098835808], [88.89312450558332, 25.796178035307015], [88.89319948761857, 25.796203692253464], [88.89319918807793, 25.796235943749572], [88.89317886211677, 25.79629312910075], [88.89315494356646, 25.796310865824676], [88.89295721995009, 25.796286663732264], [88.89290142101497, 25.796326854827758], [88.89283824692423, 25.796359629226615], [88.89272943386011, 25.79637332881172], [88.89269534719213, 25.79634917759392], [88.89271439822662, 25.796287204273], [88.89274389474878, 25.796237256319838], [88.89277866949172, 25.796187348545363], [88.89281076069125, 25.79614219866788], [88.89284285186604, 25.796097048782283], [88.89288538852504, 25.796063924249946], [88.89292011876941, 25.796018794436026], [88.8929524539904, 25.79594736552754], [88.89302142612011, 25.79590966384579], [88.89306114602108, 25.795895631166694], [88.89307216848697, 25.795845542522425], [88.89298541055051, 25.795809044619357], [88.8929601956063, 25.79568222674548], [88.89296099453297, 25.795596222756032], [88.89295094852085, 25.795541195405303], [88.89286805062451, 25.795373322544314], [88.89292917170502, 25.795328393621958], [88.89290371277794, 25.79522785473326], [88.89290202798075, 25.795125107651426], [88.89288943170172, 25.795060504205964], [88.89285583363039, 25.79498379503649], [88.8928511768674, 25.79491686285948], [88.89283866940987, 25.794842703410044], [88.89280216599909, 25.794794642136523], [88.89279487017873, 25.79472768986583], [88.89276903415453, 25.79466776395135], [88.89276686116668, 25.79461757486197], [88.89276200470196, 25.794572143680053], [88.89280704674131, 25.79455337323834], [88.89287841305334, 25.794541970683643], [88.89292050528817, 25.79455662611619], [88.89302334092554, 25.79456696555721]]]}
Shri Bangla Road;18333;Shaltiya Para;14773;Shaltiya Para;8293;2;7;0;{'type': 'Polygon', 'coordinates': [[[88.89204623509808, 25.797660472159603], [88.89212116104184, 25.796982519364526], [88.89269037179264, 25.797077642980113], [88.89307031960155, 25.79709009218299], [88.89315966414827, 25.79709553233428], [88.89316492163272, 25.79709585245851], [88.89317323880972, 25.797138611890798], [88.8931673170174, 25.797207852699756], [88.89316376808458, 25.797305781586335], [88.89319497188579, 25.7973561916099], [88.89319390679114, 25.797470863577182], [88.89317175064515, 25.797582985850678], [88.89314770977889, 25.797613862057627], [88.89303686527275, 25.797613018351274], [88.89303575562785, 25.797732468306606], [88.89302686165512, 25.797837523997103], [88.89272373568356, 25.7977946003973], [88.8924312331999, 25.797744589578418], [88.89218601369052, 25.79771883005609], [88.89204623509808, 25.797660472159603]]]}
Shri Bangla Road-1;18333;Shaltiya Para;14773;Shaltiya Para;8293;2;6;0;{'type': 'Polygon', 'coordinates': [[[88.89085159646983, 25.79745979613189], [88.89079626019081, 25.79744682393972], [88.890750263452, 25.797423464523018], [88.89065112421478, 25.797399699711416], [88.89049206667771, 25.797358744193236], [88.89044824425515, 25.797350043091498], [88.89043645784002, 25.79737505342565], [88.89042905880586, 25.79742519749587], [88.89041237863175, 25.797479454127057], [88.89037503985585, 25.797518911306884], [88.89034482746375, 25.797537505970183], [88.89032193624625, 25.797514322724346], [88.89031304465257, 25.797476604483915], [88.89029959040712, 25.797432576361086], [88.89024926486384, 25.797377808429932], [88.89024515021381, 25.79732339313141], [88.89020833736753, 25.797306378695307], [88.8901996600926, 25.797245653511048], [88.89022076661888, 25.797212347567527], [88.89030167448217, 25.79720878159922], [88.89030202507182, 25.79717113388159], [88.89031155938484, 25.797139831307348], [88.8903487032942, 25.797121289537866], [88.8904019625337, 25.79710914578544], [88.8904252042421, 25.797094681298297], [88.89043728275013, 25.797038297863207], [88.89046545710065, 25.796990403985934], [88.89044734282663, 25.79695052369713], [88.89040119054647, 25.79694389649718], [88.89035729037897, 25.796943561532718], [88.8903019543988, 25.796930589161096], [88.89029752809962, 25.796909638499756], [88.89034414778844, 25.79686606877248], [88.89035129362577, 25.79684311472294], [88.89037902002383, 25.796843326281362], [88.89058679277205, 25.796863736662587], [88.89078990559787, 25.796888294583603], [88.89094915728487, 25.796908334357205], [88.89095123423292, 25.796933450462713], [88.89088045211598, 25.797338698266906], [88.89085159646983, 25.79745979613189]]]}
Camp-1, Batgass;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;2;0;{'type': 'Polygon', 'coordinates': [[[88.89157604201732, 25.79915771834916], [88.89177901414297, 25.798368615983872], [88.89183994316448, 25.798165419704045], [88.89205629425146, 25.798215571251667], [88.89218789725342, 25.798254800537695], [88.89231950034628, 25.79829402970718], [88.89237199504369, 25.79832548873154], [88.89244535887576, 25.798383387525814], [88.89246868952337, 25.79842895939851], [88.89247582986862, 25.798512634642535], [88.8924672461909, 25.798584244292915], [88.89244526676255, 25.798677254423396], [88.89246070213187, 25.798720376996663], [88.89253171571737, 25.79874719867476], [88.89256578081388, 25.798773738942916], [88.89259181736875, 25.79881216390101], [88.89259622981834, 25.79890537503356], [88.89259035196902, 25.79896983779212], [88.89259764783851, 25.799036790039864], [88.89258646940247, 25.799103601598496], [88.892556861038, 25.799165494466436], [88.89262785270577, 25.799194705103655], [88.8926770293113, 25.79923257140573], [88.89264267839191, 25.799369686199846], [88.89259760471596, 25.79942830989833], [88.89231851636775, 25.799354509245678], [88.89195484098087, 25.799294398555716], [88.89157604201732, 25.79915771834916]]]}
Ghoraghat Rail Colony East;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;100;1;{'type': 'Polygon', 'coordinates': [[[88.89195484098087, 25.799294398555716], [88.892066254203, 25.799312813777565], [88.89210544306984, 25.799362646295307], [88.89209910737969, 25.799405587192876], [88.89206860299312, 25.799494019939353], [88.8920352554676, 25.79956899690017], [88.89196013096692, 25.79966783692917], [88.89190957492706, 25.79967819898263], [88.89184427879574, 25.799677701399062], [88.89176132456376, 25.79966094827496], [88.89162215320705, 25.799624958860612], [88.89142671485735, 25.79957510626217], [88.89125195269114, 25.799536158345326], [88.89118358864386, 25.799546384364685], [88.89108871259707, 25.799534913599675], [88.89108903764605, 25.799499987387605], [88.89112266076916, 25.799395457712613], [88.89117426681463, 25.799272257393266], [88.89119028184467, 25.799146098850336], [88.89122083677702, 25.79905229303847], [88.89125640265503, 25.799057937861928], [88.89128301456874, 25.799068888053956], [88.89147236607722, 25.799134815362564], [88.89157604201732, 25.79915771834916], [88.89185119186651, 25.799256999472604], [88.89195484098087, 25.799294398555716]]]}
Ghoraghat Rail Colony west;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;74;1;{'type': 'Polygon', 'coordinates': [[[88.89100347460857, 25.79881002796314], [88.89103902511347, 25.79881490215246], [88.89101800065156, 25.798888391049474], [88.8909894132667, 25.79895491764936], [88.89096311119161, 25.799049080132], [88.89091360625487, 25.799177588717836], [88.89090597908694, 25.79917753054572], [88.89079172153633, 25.79916054829204], [88.89068269877895, 25.799127495115602], [88.89044920626385, 25.79908198450324], [88.89041395574205, 25.79904489092385], [88.89039395955353, 25.799007913734876], [88.8902620555965, 25.798974685652535], [88.8902111221695, 25.798983503103674], [88.89016025304282, 25.798985416413526], [88.89001815821074, 25.798954411872142], [88.8900364050965, 25.798906218853027], [88.89004181143073, 25.79887173704926], [88.89003174909298, 25.798860152554525], [88.89001970177077, 25.79878871291983], [88.89004081257369, 25.798706018688204], [88.89006194478239, 25.798621023077175], [88.89007775640303, 25.79856130377098], [88.89010076640092, 25.798547670165537], [88.89015154959866, 25.79855496236846], [88.89023279844263, 25.798567090131552], [88.89027315495709, 25.79860192117909], [88.89049132790716, 25.798654219783206], [88.89100347460857, 25.79881002796314]]]}
Feroj Hotel Para;18332;Ray Para;14772;Ray Para;8293;2;24;0;{'type': 'Polygon', 'coordinates': [[[88.89089555246922, 25.79920506948133], [88.89091334919851, 25.79920520521706], [88.89090798593926, 25.79923508430963], [88.89088696131275, 25.799308573178475], [88.89085621695935, 25.799333655604325], [88.89083333542605, 25.79933348107677], [88.89077996660656, 25.799330772457004], [88.89073172542501, 25.79932349985617], [88.89066062414777, 25.799313751310187], [88.89059725719657, 25.7992925540455], [88.8905465165098, 25.799280659238562], [88.89049579726331, 25.799266463039597], [88.89044507802954, 25.799252266823352], [88.89039696549284, 25.79923118586591], [88.89034635344875, 25.79920548274355], [88.89031093146107, 25.799186800135427], [88.89029828381582, 25.799179799005632], [88.89028576477288, 25.799158989627987], [88.890291192483, 25.799122206439655], [88.8903170664479, 25.79907407158774], [88.89089555246922, 25.79920506948133]]]}
Rail Colony;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;44;0;{'type': 'Polygon', 'coordinates': [[[88.88929239147384, 25.7987647680009], [88.88929398180937, 25.798761723984157], [88.88971457126591, 25.79795667909622], [88.89016152310953, 25.798084620649643], [88.89016365728166, 25.79808523156005], [88.89015277983435, 25.79814990103467], [88.89014978732973, 25.798198210499276], [88.89011865727873, 25.79826471752025], [88.89008983376132, 25.79835655905747], [88.89003037309438, 25.7984619759696], [88.8899917872871, 25.79851001374412], [88.88996826274884, 25.798578880317752], [88.88994947990469, 25.79868460768997], [88.88991324340667, 25.798753377214624], [88.88991283604122, 25.79879710332604], [88.88992759720222, 25.79885015138093], [88.88993227460509, 25.798893916307264], [88.88988121254695, 25.798916541888637], [88.88980254877735, 25.79889983058455], [88.88975682878076, 25.798894878451474], [88.88965530505418, 25.798875690997043], [88.88959950133395, 25.798861455668867], [88.88953856997044, 25.79885178423883], [88.88947261820257, 25.798835169830735], [88.88941179411495, 25.79881399147887], [88.88936368194867, 25.79879291019012], [88.88929239147384, 25.7987647680009]]]}
Golahat Camp-2;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;11;0;{'type': 'Polygon', 'coordinates': [[[88.89063435734677, 25.800427866450264], [88.89070640651946, 25.800161486021473], [88.89076573545532, 25.79995563550371], [88.89188531844337, 25.80023189314527], [88.89210743747935, 25.80029342929053], [88.89227416599863, 25.800324621324773], [88.89241300159398, 25.80036190004904], [88.89245636120495, 25.800376403807025], [88.89250575823316, 25.800403271226592], [88.89246311232905, 25.800537412081162], [88.89234206360744, 25.8004982633869], [88.89223642824949, 25.80050462618333], [88.89221746505544, 25.800557043386394], [88.89219273472288, 25.80066197831684], [88.89218703423464, 25.80070732905447], [88.8921466239863, 25.80079542034866], [88.89212209346358, 25.80087885428414], [88.89209013395188, 25.80090966994693], [88.89200239608908, 25.800921425093403], [88.89193073353273, 25.800907499688318], [88.89191217137531, 25.800918102301445], [88.89168451559036, 25.80087131983795], [88.891583615248, 25.80087055074169], [88.89153661509941, 25.800873342132707], [88.89151816068264, 25.800996099157004], [88.89149915823812, 25.800995954297104], [88.89127762312917, 25.800977063305943], [88.89121958532144, 25.800971752262456], [88.89124521050574, 25.800829643529056], [88.89127385003817, 25.800701802595416], [88.89121489154661, 25.800684151041608], [88.89111159416443, 25.80066616134765], [88.89093922627224, 25.800582659475243], [88.8909121164203, 25.80054613738025], [88.89083675374482, 25.8004968949122], [88.89077102313757, 25.800472381038087], [88.89073976664105, 25.80046072408308], [88.89065974801576, 25.800437177653585], [88.89063644965361, 25.800428633736075], [88.89063435734677, 25.800427866450264]]]}
Koboresthan Para;18332;Ray Para;14772;Ray Para;8293;2;24;0;{'type': 'Polygon', 'coordinates': [[[88.89065947604755, 25.79974340611194], [88.89065920913623, 25.799772074069985], [88.89065625853792, 25.799805499886862], [88.89062975530904, 25.79981724352637], [88.89059533446985, 25.799828926755634], [88.89052942116315, 25.7998212563725], [88.8904188639195, 25.799789353651764], [88.89036111298522, 25.79975546464923], [88.89031376313413, 25.799738379159507], [88.8902531950512, 25.799723581945024], [88.89023715959722, 25.799744962061897], [88.89019404232613, 25.79984019963477], [88.89014380848359, 25.799849372903797], [88.89005671482616, 25.799848708146545], [88.8899748773186, 25.79985047262601], [88.88993302846562, 25.799809537346786], [88.88989359626126, 25.79979251216285], [88.88988876302213, 25.799744691949545], [88.88989206995987, 25.79967304222059], [88.88986102282635, 25.799605908558398], [88.88986169057901, 25.799534238680927], [88.88988890606325, 25.799446047310457], [88.88991800395375, 25.79943910194429], [88.88997313766798, 25.799470581972862], [88.89005470786087, 25.799497485438927], [88.89017832718957, 25.799543823115975], [88.89030711376277, 25.799602145952694], [88.89043326126766, 25.799660448541058], [88.89065947604755, 25.79974340611194]]]}
Golahat Cinema Hal Camp-3;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;8;0;{'type': 'Polygon', 'coordinates': [[[88.88900354149062, 25.802431637845675], [88.88886337779041, 25.802461201490914], [88.88874369034342, 25.802472540690136], [88.88864876280022, 25.802490195971135], [88.88857182686031, 25.802514115647273], [88.88853326707375, 25.802515063253836], [88.88852705339194, 25.80245354400092], [88.88856358358781, 25.80243031787889], [88.88856828629662, 25.80240993071324], [88.88855526411764, 25.802354688771825], [88.88854889592099, 25.802311751558708], [88.88854514580648, 25.80223003044398], [88.88851830132133, 25.802205317510893], [88.88850078605445, 25.80214799890758], [88.88846025262747, 25.80213951981306], [88.88841285566447, 25.802141199793564], [88.88834509671712, 25.802148851021503], [88.8882977188063, 25.8021484887988], [88.88826347725374, 25.802191115533006], [88.88822753224372, 25.80217450221126], [88.88818284874893, 25.80212718739697], [88.88817430083853, 25.802076064258536], [88.88816772315141, 25.80205559085156], [88.88811133998337, 25.80205311739961], [88.88810290646302, 25.801989741265412], [88.88804441972218, 25.801970913213783], [88.88800652369572, 25.80192160794197], [88.88797583436538, 25.801825384620386], [88.88796070892423, 25.801753788055933], [88.88797957721616, 25.801666112976473], [88.88795827444893, 25.801531157522426], [88.88797240181445, 25.801467953917488], [88.88799754269989, 25.801433426893343], [88.88809925676371, 25.801413781600232], [88.88812577856426, 25.80137967917677], [88.88814588011776, 25.80137660272708], [88.88817609678178, 25.80140007297839], [88.88821215589572, 25.80140443331299], [88.88825953350931, 25.801404795553875], [88.88832958622174, 25.801393077268045], [88.88843124304628, 25.801379558236942], [88.88851267137014, 25.801357715264796], [88.8885827430851, 25.801343954689308], [88.88865062538174, 25.801323029255602], [88.88867059670653, 25.801358922346036], [88.88867922098721, 25.801401876801762], [88.88872879754064, 25.801408382630303], [88.8887806873188, 25.80140877918523], [88.8888100353709, 25.801406961150732], [88.88885070190067, 25.801401144978765], [88.88890278212752, 25.801381119829138], [88.88898991167618, 25.80135907031694], [88.88901088339018, 25.80140236893237], [88.88901958396897, 25.801437154707155], [88.88902606655957, 25.80146783891176], [88.88899626145115, 25.801518668976627], [88.88893077801038, 25.8015242955628], [88.888887607772, 25.80155664267486], [88.88887126288614, 25.80161574481179], [88.88888399946266, 25.80170161922254], [88.88890098158952, 25.80181611843459], [88.8889135467962, 25.80192037233555], [88.88896744531161, 25.801947334228274], [88.88898953008919, 25.801998560761916], [88.88896440840304, 25.802031045794585], [88.88893263270354, 25.802051226109416], [88.88890311308342, 25.802071423656514], [88.88891860098876, 25.802104218987658], [88.88894542649311, 25.802130974015036], [88.88897189016501, 25.80219653019038], [88.88899645960878, 25.80222326797041], [88.88897145214173, 25.802243500006373], [88.88895323199203, 25.802261741588886], [88.88896200878541, 25.802288358701063], [88.888995774021, 25.802296785943533], [88.88901812548282, 25.80231942215018], [88.88903594571917, 25.802344066044167], [88.88904476062328, 25.802366598820058], [88.88904904429509, 25.802391139286293], [88.88903527919564, 25.80241554185118], [88.88900354149062, 25.802431637845675]]]}
Golhat Bazar;18331;Ghoraghat Rail Colony East;14765;Ghoraghat Rail Colony East;8293;2;8;0;{'type': 'Polygon', 'coordinates': [[[88.8902852003638, 25.802011627832076], [88.8902965299398, 25.801909410731252], [88.89030500581312, 25.801781926434455], [88.89031021261503, 25.801744581123984], [88.8903275864236, 25.801705129545635], [88.8903714572909, 25.801690070496228], [88.8904905137418, 25.801688779869764], [88.89055363473356, 25.801693659733903], [88.89060207751554, 25.801709423185315], [88.89060179084898, 25.801740208685995], [88.8906527448648, 25.801747194798512], [88.89067703793398, 25.801747380134866], [88.8906758503905, 25.801874920067863], [88.89067956225182, 25.801990213284565], [88.89064176547268, 25.80199022108167], [88.8902852003638, 25.802011627832076]]]}
Adorsho Para;18332;Ray Para;14772;Ray Para;8293;2;29;0;{'type': 'Polygon', 'coordinates': [[[88.89317306158566, 25.800169988168918], [88.89383365187322, 25.80023235484222], [88.89384782371259, 25.800411650219058], [88.89365780005596, 25.800410204582832], [88.89365277643215, 25.80052484640019], [88.89336374858763, 25.80052623083122], [88.89332212990136, 25.800744522895695], [88.8931837037791, 25.800729134307623], [88.89312904576973, 25.800646291993534], [88.89299837098386, 25.80064888098841], [88.89306525268572, 25.800397209199254], [88.89279792795216, 25.800338391849294], [88.89286792028807, 25.80010412300633], [88.8930826913293, 25.80016254017615], [88.89317306158566, 25.800169988168918]]]}
Ray Para;18332;Ray Para;14772;Ray Para;8293;2;100;1;{'type': 'Polygon', 'coordinates': [[[88.89295261157167, 25.80185439037976], [88.89290663749134, 25.801847094311523], [88.89292672380633, 25.801750002701375], [88.89292733693183, 25.801684020001225], [88.89295848106526, 25.80163563484516], [88.89298588543316, 25.801576802151523], [88.89301293483611, 25.801556169963987], [88.89309695159284, 25.801598485793654], [88.89316565449234, 25.801637211988748], [88.89321930160216, 25.801644566377814], [88.89324609289946, 25.8016517163391], [88.89324686714666, 25.80156836976026], [88.89325131663082, 25.801502416252582], [88.89328678100742, 25.80140196860656], [88.89334168605028, 25.80127388474801], [88.89334246021758, 25.801190538162178], [88.893358515982, 25.8011142539171], [88.89344324214919, 25.801080168502523], [88.89352393823442, 25.801066890491608], [88.89361978691922, 25.8010745658491], [88.89375013212579, 25.801085976611567], [88.89382660474806, 25.801114342544295], [88.89386023074123, 25.80121184291245], [88.89386310001902, 25.801316055347538], [88.89393834770247, 25.801476386676736], [88.89401072617538, 25.801532505538017], [88.8940134988675, 25.80164713629523], [88.89398931899254, 25.801771981103812], [88.89394992180462, 25.801882818073288], [88.89392222765929, 25.801972905932264], [88.89384127304363, 25.802013966341114], [88.89362681279573, 25.801970658462483], [88.89339320219847, 25.801923731509834], [88.89326682171998, 25.801898458505065], [88.89295261157167, 25.80185439037976]]]}
Shaltiya Para;18333;Shaltiya Para;14773;Shaltiya Para;8293;2;100;1;{'type': 'Polygon', 'coordinates': [[[88.89653773309236, 25.80398949898546], [88.89655815748681, 25.80385242708114], [88.89656354370086, 25.80369836662791], [88.89659624413956, 25.803587518478384], [88.8966251183417, 25.803462306274643], [88.89662192278101, 25.803379855727513], [88.89654763251727, 25.803278946895833], [88.89642134526356, 25.803234983418125], [88.89648132660881, 25.803170931121084], [88.89658851620817, 25.803139490824723], [88.89665628249936, 25.80308983253771], [88.89672008981698, 25.80304014417752], [88.89685040227201, 25.80307697042848], [88.8969453167881, 25.803088441763204], [88.8970521744379, 25.803092836126847], [88.89713537810115, 25.803086299741725], [88.89722656593881, 25.803072656358182], [88.89730148688415, 25.803105478338324], [88.89732890081268, 25.803137940012583], [88.89736390092786, 25.803206296738487], [88.89738323121168, 25.803256615864797], [88.89740213034771, 25.80335352050414], [88.8973857639608, 25.8034107364365], [88.89737721592016, 25.80347876291367], [88.89744405346563, 25.803529442289445], [88.89743949754958, 25.8035939152892], [88.89741943753491, 25.803622433193887], [88.89737539170433, 25.80367585547048], [88.89737489418764, 25.80372960798506], [88.89737459567692, 25.8037618594936], [88.89737802393424, 25.80381922553091], [88.89739309685974, 25.80390176614078], [88.89740501983543, 25.803952222897884], [88.89671970772605, 25.80402309988832], [88.89653773309236, 25.80398949898546]]]}
Jele Para;18334;Jele Para;14774;Jele Para;8293;2;100;1;{'type': 'Polygon', 'coordinates': [[[88.8983340031596, 25.803195731417244], [88.8981954407944, 25.80319468150111], [88.8981243127304, 25.803179807484284], [88.89805770709805, 25.803104043901325], [88.89801831676942, 25.803082242852216], [88.89798331630605, 25.80301388627165], [88.89796834250336, 25.802920595197314], [88.89794528515036, 25.802845161619846], [88.89789029133662, 25.802798156000065], [88.89786749926624, 25.802694054394973], [88.89789670339209, 25.802533006851522], [88.8979066433428, 25.802314473228677], [88.8979513513794, 25.80218938070943], [88.89795989897168, 25.80212135417307], [88.89814596674438, 25.802122764277026], [88.89821745872682, 25.802098219734486], [88.89828891754311, 25.802077258658546], [88.89836190057197, 25.801891456408306], [88.89842115126102, 25.801906240311915], [88.8984365891907, 25.801949362316346], [88.89843153690185, 25.80206758792624], [88.89845466070093, 25.802135854433452], [88.89850975384473, 25.802172109331956], [88.89854102740756, 25.802215351284566], [88.89854429056025, 25.80229063483844], [88.89853963592013, 25.80236585841343], [88.89850314441222, 25.80245875958311], [88.89845774103006, 25.802659105842107], [88.89842840508138, 25.80283448752991], [88.89839966548253, 25.802945366158806], [88.89837122405795, 25.8030239932561], [88.89835096553773, 25.803074012316735], [88.898346608965, 25.803116984350822], [88.8983340031596, 25.803195731417244]]]}
