Poor Settlement Name;Poor Settlement-ID (DB);Poor Settlement Name (DB);Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Conselar Uddain Sarak;16895;Conselar Uddain Sarak;14279;NS Road;8000;1;100;1;{'type': 'Polygon', 'coordinates': [[[89.12178839341748, 23.912155865998812], [89.12174487882021, 23.912055244922332], [89.121745654483, 23.91194053568153], [89.12163173808015, 23.911870579049047], [89.12170753240181, 23.911811266099924], [89.12176251101026, 23.91175422295723], [89.12176075205028, 23.911629940826256], [89.121779078039, 23.9116109258822], [89.12180492887184, 23.91163258261064], [89.12186388007176, 23.911757190986584], [89.12192097474747, 23.91177185811905], [89.1220199055582, 23.91175091276762], [89.122163046423, 23.91172783204907], [89.12241299639005, 23.911671902022793], [89.12255085626639, 23.911660739991234], [89.12254516900597, 23.91173288077869], [89.12250058635597, 23.91186741529018], [89.12240531338045, 23.91188551123419], [89.1222508377904, 23.91189323425519], [89.12205862790215, 23.9119451896263], [89.12196459691923, 23.912010613251713], [89.12196559329324, 23.912093786304872], [89.12192155200235, 23.912148023333074], [89.12187467180321, 23.912160660653477], [89.12178839341748, 23.912155865998812]]]}
Shot Nagar;16896;Shot Nagar;14279;NS Road;8000;1;100;1;{'type': 'Polygon', 'coordinates': [[[89.12272577835988, 23.908739900351925], [89.12262000075347, 23.90869723409774], [89.1225787306286, 23.908649202392898], [89.12270591060948, 23.908602130779315], [89.12287026784355, 23.908593509297404], [89.12304526674049, 23.908548621369718], [89.12316818410768, 23.908516821584794], [89.12318435719261, 23.9085857411561], [89.12322570554531, 23.90862230350024], [89.1232818164276, 23.908628357726787], [89.12330497785226, 23.90858642920577], [89.12330557053863, 23.908498485871156], [89.123374392717, 23.908470199169955], [89.1237387657914, 23.9084072709297], [89.12422630526386, 23.908276218238914], [89.12461799728318, 23.908171383112972], [89.12481588414363, 23.908124710977575], [89.12484447202674, 23.908203261673773], [89.12473383766589, 23.908263811474768], [89.12465642812299, 23.90833219974697], [89.1239626209559, 23.90851943758117], [89.12355653589323, 23.9085993335727], [89.12334821023603, 23.908651679646496], [89.12323383146652, 23.908651026480655], [89.12300677601291, 23.908705177422853], [89.12281305889051, 23.908749957548558], [89.12272577835988, 23.908739900351925]]]}
Chor Komolapur;16897;Chor Komolapur;14278;Kamlapur;8000;1;100;1;{'type': 'Polygon', 'coordinates': [[[89.11771674293854, 23.915782905037194], [89.11768026305862, 23.915789512962164], [89.11762067825019, 23.915854294712855], [89.11739039468364, 23.915884040665194], [89.11723041506454, 23.915897460661714], [89.11714669701084, 23.91587905612193], [89.11706249087408, 23.91583675072681], [89.117063120296, 23.915744147722087], [89.11710579106223, 23.915681658636643], [89.11721987280362, 23.915631528842972], [89.11723002756581, 23.915571842425543], [89.11723388641896, 23.915482245019362], [89.11709728126985, 23.91549938375036], [89.11705200982809, 23.91546626309944], [89.11700718522603, 23.915367424269796], [89.11702408399806, 23.915271926873338], [89.11707989588442, 23.91518860363604], [89.11729800339238, 23.915133096689534], [89.11737260205972, 23.915154436014735], [89.11739104518638, 23.915309881706904], [89.11745215818284, 23.91540283981802], [89.11754615266673, 23.915439227090324], [89.1176794677663, 23.91542804304529], [89.11777072025014, 23.91538973238966], [89.11780900716764, 23.91549450732661], [89.11772592396423, 23.915554732248665], [89.11770051995869, 23.915620546391068], [89.11769201827495, 23.91572373949094], [89.11771674293854, 23.915782905037194]]]}
Komolapur (bridge ar pashe);16898;Komolapur (bridge ar pashe);14278;Kamlapur;8000;1;100;1;{'type': 'Polygon', 'coordinates': [[[89.11780900716764, 23.91549450732661], [89.11814462878306, 23.915362003386775], [89.11838893597829, 23.91527677262966], [89.11842494516277, 23.91523814294801], [89.1184064826094, 23.915085685643994], [89.11836835886484, 23.91495701213918], [89.11842457425233, 23.914813942872097], [89.11856136092737, 23.914769917960058], [89.1186426831633, 23.914758435563552], [89.11870123654671, 23.91474980832403], [89.11889663675397, 23.91468819510144], [89.11904345640826, 23.914602404517815], [89.1190697365894, 23.914560731346672], [89.11914463806255, 23.914537263456612], [89.11928112163578, 23.914538044186223], [89.11939804605734, 23.91454767571294], [89.1194589782891, 23.91466751752505], [89.11946785629331, 23.91479602292063], [89.11941214728708, 23.914864411991346], [89.11931423484185, 23.914926585878234], [89.11925811987985, 23.915054718087994], [89.11925389823917, 23.915198084977774], [89.11927841756092, 23.915416298941384], [89.11931611532852, 23.915607704461504], [89.1194772004475, 23.915814751716127], [89.11895401184674, 23.915811755236817], [89.11870736382569, 23.91576254294382], [89.11841181178191, 23.915736949826762], [89.11804793577969, 23.915722914259682], [89.11771674293854, 23.915782905037194], [89.11769201827495, 23.91572373949094], [89.11770051995869, 23.915620546391068], [89.11772592396423, 23.915554732248665], [89.11780900716764, 23.91549450732661]]]}
Komolapur (Pagol Para);16899;Komolapur (Pagol Para);14278;Kamlapur;8000;1;100;1;{'type': 'Polygon', 'coordinates': [[[89.11974505340228, 23.91580361968323], [89.11969162683019, 23.915631244362128], [89.11956350056307, 23.915548060816256], [89.11947802676195, 23.915500968853916], [89.11941260940478, 23.915371542223728], [89.11937848612007, 23.91522795621242], [89.11937940954589, 23.91509173869844], [89.1194072159549, 23.91501661863288], [89.11961478774874, 23.914885170257914], [89.11966945377961, 23.91487472921238], [89.11979750698676, 23.914968665799897], [89.11994067337649, 23.91513438455439], [89.12009156391034, 23.915310902657655], [89.12018062283047, 23.915404616857316], [89.12030029373325, 23.91558454064066], [89.1199051050041, 23.91577944324409], [89.11974505340228, 23.91580361968323]]]}
Bridge Sonlogno Pischim Pashe;16900;Bridge Sonlogno Pischim Pashe;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.12893014239978, 23.913973757713713], [89.12891126189305, 23.913881641588155], [89.12890497761998, 23.913849342728433], [89.12884135110869, 23.91383942327781], [89.12875799219772, 23.913670465299106], [89.12871825016875, 23.91358778997092], [89.12878495081424, 23.913527226742293], [89.12876184301655, 23.91347085549195], [89.12875824760351, 23.91338671101962], [89.1288649168368, 23.913297457552996], [89.12893992037134, 23.913277807794802], [89.12903394949758, 23.913212379560573], [89.12914873184035, 23.913153762255916], [89.12927382369955, 23.913108584615586], [89.1293528465182, 23.913109989165072], [89.1294389621406, 23.91313915413371], [89.12945558725777, 23.91314116077268], [89.12948916425881, 23.913232085787563], [89.12954991929256, 23.913282616394998], [89.12955746288756, 23.91332089728989], [89.12959954100796, 23.913443018347596], [89.12967922405433, 23.913578495025543], [89.12971126519726, 23.91364678832998], [89.12967326452339, 23.913691981144616], [89.12959887077835, 23.913736965934795], [89.12952562445415, 23.913804662296904], [89.12929603722526, 23.91392524561721], [89.1291916818635, 23.913979620499465], [89.1290914119257, 23.914006537059876], [89.12901712830939, 23.914034794674233], [89.12897294153943, 23.914033348539693], [89.12895621973671, 23.914006966313544], [89.12893014239978, 23.913973757713713]]]}
Bridge Sonlogno Pischim (Modho Khan);16901;Bridge Sonlogno Pischim (Modho Khan);14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13014777318338, 23.913497665643224], [89.1301244942589, 23.913511207069245], [89.12999830336592, 23.913565461482616], [89.12983808027072, 23.913615934967375], [89.12975857166501, 23.91364822591793], [89.12972764449404, 23.913607902333606], [89.129652271269, 23.913449744306785], [89.1296140065408, 23.913340550794253], [89.12961145330452, 23.91325593440762], [89.12968039166023, 23.913210441046253], [89.1297196350623, 23.913173381526057], [89.12974045938047, 23.913091764337146], [89.12979247093244, 23.91301175959355], [89.12983479565113, 23.912980453891002], [89.1298972638853, 23.912969336551644], [89.12995029764777, 23.912969635901757], [89.12999648676305, 23.913060234757015], [89.13007183392205, 23.913261170284706], [89.13014777318338, 23.913497665643224]]]}
Puraton Badh Sonlogno Poschim Ar (Modho Khan);16902;Puraton Badh Sonlogno Poschim Ar (Modho Khan);14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.12999648676305, 23.913060234757015], [89.13001262068002, 23.912980027303863], [89.13010081465507, 23.912854341651357], [89.13016999198805, 23.91277299977889], [89.1302139061852, 23.912737399823293], [89.13024947427604, 23.912783486193696], [89.13030627498713, 23.91292002885765], [89.1303634202044, 23.913004953492], [89.13039220187387, 23.91313273468247], [89.13042199694084, 23.913342254846036], [89.13036709659573, 23.913387829943083], [89.13031521123047, 23.913449195092078], [89.13020748906516, 23.91346292421801], [89.13014777318338, 23.913497665643224], [89.13007183392205, 23.913261170284706], [89.12999648676305, 23.913060234757015]]]}
Puraton Badh Sonlogno Poschim Pash;16903;Puraton Badh Sonlogno Poschim Pash;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13050260302752, 23.913184740359004], [89.13042788444757, 23.91308394440892], [89.13037808782262, 23.91294983073491], [89.13032377488048, 23.912907701868715], [89.1302970540122, 23.91286046956438], [89.13026230611362, 23.91276945736512], [89.13026889089414, 23.912717875548076], [89.13034177671005, 23.91270394857354], [89.13043666608826, 23.912665291524814], [89.13054379049908, 23.9126630299155], [89.13071240154785, 23.912641039413543], [89.13076431670946, 23.91265280410148], [89.13085514599061, 23.912754648297128], [89.13088875860204, 23.91285999233416], [89.13096571180047, 23.913015289404854], [89.13105345939738, 23.913111379673577], [89.13108927384633, 23.913198572681058], [89.13101527048137, 23.9132239651058], [89.13082144193649, 23.9132850067845], [89.13078806965396, 23.91329915648046], [89.13071314885592, 23.91330638022897], [89.13063951576416, 23.91327632893841], [89.13059301694304, 23.913232094039977], [89.13050260302752, 23.913184740359004]]]}
Mosjid Ar Pashe;16904;Mosjid Ar Pashe;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13059411146402, 23.91254245686101], [89.13054561310533, 23.912563690400912], [89.1303864500552, 23.912572827658295], [89.13027540790866, 23.912616650772616], [89.13019689041194, 23.912695072754826], [89.13015304448439, 23.91272063542939], [89.13009504387196, 23.9127633239326], [89.13007450778773, 23.91280192466309], [89.13004141646523, 23.912851923992914], [89.13001280181992, 23.91293206067937], [89.12995830636457, 23.912917413513046], [89.1299368629829, 23.912858501671863], [89.12992983963437, 23.91274231470964], [89.12995074116998, 23.91264922816358], [89.12993240008912, 23.912593202895437], [89.12986452847586, 23.91247953823235], [89.12982812847002, 23.912324469901893], [89.12987206343567, 23.912286002748296], [89.12993470304745, 23.912249074407644], [89.13006298035225, 23.91219387950478], [89.13012846201592, 23.91219855096584], [89.13017524585194, 23.91220024986812], [89.13021915982965, 23.912164649883838], [89.13021950425198, 23.91211303131452], [89.13021056925247, 23.9120498875835], [89.1302481376225, 23.91203002555972], [89.13034495822954, 23.912013366707658], [89.13044832600582, 23.911950858431204], [89.13050251615014, 23.912011389326604], [89.13052858040264, 23.912078930740943], [89.13054506639298, 23.912179399406615], [89.13051197543247, 23.912229398884953], [89.13051004096315, 23.912285309385584], [89.13051584787887, 23.912349869828944], [89.13054659246843, 23.912417437289335], [89.13058967217265, 23.91250658316014], [89.13059411146402, 23.91254245686101]]]}
Sutir Mar Barir Pichon Sonlogno;16905;Sutir Mar Barir Pichon Sonlogno;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.12940675483499, 23.91291966789127], [89.12931984829355, 23.912853216291516], [89.12925952640613, 23.912776876882596], [89.12923633114632, 23.912746633597713], [89.12921655292479, 23.912671958237738], [89.12921690941327, 23.91261890611251], [89.1292064437338, 23.91255145288602], [89.12916923907672, 23.9125168271222], [89.12912573853696, 23.91249077099102], [89.12912876369134, 23.91242712241305], [89.1291300865917, 23.91238506830118], [89.12914067098268, 23.91235740511592], [89.12920938387333, 23.912345366614645], [89.12922980376767, 23.912401884152892], [89.12928465882368, 23.912440432622574], [89.12931045112256, 23.91247116851914], [89.12933435340679, 23.912473215524443], [89.12939063316091, 23.91245441502577], [89.12943035324291, 23.912424050518297], [89.12943063500394, 23.912381989960537], [89.12942461513718, 23.912349454483017], [89.12942591010474, 23.912311223586673], [89.1294791413732, 23.912281890509405], [89.1295344141783, 23.912258304322236], [89.12958949430822, 23.912263396331323], [89.12961834658546, 23.91230275331336], [89.12967285188796, 23.912393877283378], [89.12970572253643, 23.91245428765315], [89.12975033363, 23.912469834479968], [89.12978780043544, 23.912465266864892], [89.12982937523488, 23.912468369202138], [89.12989513875107, 23.912586324287048], [89.12991311384704, 23.912697314817816], [89.12991772003735, 23.912941106403792], [89.1298666267011, 23.91296184878995], [89.12980412091325, 23.912978701345672], [89.12975705224369, 23.913019541126804], [89.12973181957396, 23.913060503142813], [89.12970115101066, 23.913136803663484], [89.1296716390886, 23.91319590664489], [89.1295923789524, 23.91322987219134], [89.12952678459605, 23.913241928344778], [89.12948865494566, 23.913190090053945], [89.12944868337757, 23.913102872886558], [89.12940346162107, 23.913023273589996], [89.12940675483499, 23.91291966789127]]]}
Bridge Ar Niche Uttor Pash;16906;Bridge Ar Niche Uttor Pash;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.12874316976068, 23.91299606588499], [89.12869465904373, 23.912864348975493], [89.12869763542601, 23.91280820284486], [89.12867896181402, 23.91268501940598], [89.12868230007257, 23.91257510573313], [89.12872530474101, 23.912558620020718], [89.12877067893749, 23.912576802075517], [89.1288058549243, 23.912565050901375], [89.1288320905089, 23.912529351816254], [89.12884406206234, 23.912488792620408], [89.12885087246907, 23.912442228947913], [89.1289576830182, 23.91240937677919], [89.12906704311452, 23.91238370605035], [89.12908259353853, 23.91239096492612], [89.12909908192009, 23.912451999366358], [89.12908320390576, 23.912493731616983], [89.1290361138053, 23.91253767788529], [89.12903650942073, 23.9126727067074], [89.1290746866834, 23.912794805444726], [89.12914385962706, 23.912946954450202], [89.12909556701221, 23.91297655281278], [89.12899933926344, 23.912981983470782], [89.12894215483888, 23.912980463930015], [89.12890057765605, 23.912977839061174], [89.12877949267151, 23.91300702467202], [89.12874316976068, 23.91299606588499]]]}
Masjid Ar Shamne;16907;Masjid Ar Shamne;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13090062132468, 23.91265890133256], [89.13083728455159, 23.912566774043487], [89.13075887616957, 23.912395694261324], [89.13067863120065, 23.91226618836212], [89.13059257012432, 23.912073557868997], [89.13058196791492, 23.91202617812707], [89.13068986158947, 23.91198663874469], [89.13076341904362, 23.911949772718348], [89.13084778272928, 23.911930175064867], [89.13101193929703, 23.9121074742122], [89.13107513161478, 23.91222111080147], [89.13112111005509, 23.912343253890967], [89.13116886865966, 23.912432425625237], [89.13126535473918, 23.912465951163107], [89.13130429096786, 23.912474774534488], [89.13108206459471, 23.912583930981405], [89.13090062132468, 23.91265890133256]]]}
Switch Gate Sonblogno Poschim Pash;16908;Switch Gate Sonblogno Poschim Pash;14272;Char Thana Para ,Puraton Badh;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13156816042994, 23.913015029746955], [89.13147842720352, 23.91282691921921], [89.13143613954519, 23.912735865278705], [89.13148066079866, 23.91268712404184], [89.13159023791508, 23.912629190981157], [89.13168430462764, 23.91255802788847], [89.13175368877711, 23.912484332763317], [89.13185127187734, 23.912470545689168], [89.13202444905589, 23.912620889721495], [89.13205790238987, 23.912672459927474], [89.13199640977587, 23.912731859164577], [89.13189844518708, 23.91280300130439], [89.13185148386255, 23.912827830972375], [89.13178259349066, 23.91282744100101], [89.13173415649628, 23.91287854910821], [89.13165315217367, 23.91294022912673], [89.131607466829, 23.912968649486054], [89.13160206033248, 23.912999686584147], [89.13156816042994, 23.913015029746955]]]}
Switch Gate Sonlogno- Sonar Bari Projonto;16909;Switch Gate Sonlogno- Sonar Bari Projonto;14274;Abul Kasem ToShasi vuson Road;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13223022208084, 23.9125517293231], [89.13217971998624, 23.91252276629471], [89.13217482343025, 23.912477330854912], [89.13217783922009, 23.91241521151231], [89.13217817366974, 23.91236502651681], [89.13215503999214, 23.912325463929278], [89.13212528862859, 23.912303785902477], [89.13209284897627, 23.91229523980953], [89.1320408403291, 23.912297335073525], [89.13197693436139, 23.912329237695598], [89.13194727753127, 23.91229322293106], [89.13186045256728, 23.912253300123904], [89.13184629049226, 23.91223290600526], [89.13193133627723, 23.91214974085754], [89.1319797654414, 23.912099826366568], [89.1320175808076, 23.912082116288307], [89.13205786747953, 23.91208353862605], [89.13214967483276, 23.91215575264167], [89.13217967477502, 23.912140388676537], [89.13229693613509, 23.912099228023788], [89.1323515435103, 23.912097145840345], [89.13240710126794, 23.912147645723035], [89.13244573663134, 23.91220163514664], [89.13246351251844, 23.91226506818343], [89.13245277715141, 23.912315194835184], [89.1323876505418, 23.91233514094638], [89.13233809882291, 23.91235876005735], [89.13230416807963, 23.9123788821475], [89.13230398473948, 23.912406363998794], [89.13233494886981, 23.912441190754425], [89.13235812980102, 23.9124735866178], [89.13236054707124, 23.912501081694735], [89.13230313823283, 23.91253302208018], [89.13223022208084, 23.9125517293231]]]}
Rojob Ar Dokan - Alom Ar Bari;16910;Rojob Ar Dokan - Alom Ar Bari;14274;Abul Kasem ToShasi vuson Road;8001;2;100;1;{'type': 'Polygon', 'coordinates': [[[89.13264601079298, 23.912304215363424], [89.13263995838355, 23.912276219181305], [89.13262838515693, 23.912257513600323], [89.13261128996645, 23.912248096939035], [89.13258245266613, 23.912245065781292], [89.13253947837563, 23.91225701278631], [89.13252552462222, 23.912244028554866], [89.13253040670571, 23.912213943115788], [89.13254617059899, 23.91218893829131], [89.13255413179263, 23.912164607158], [89.13256129174258, 23.91214385520011], [89.13255989355109, 23.912119472139537], [89.13254599868519, 23.912097883735914], [89.13253758772618, 23.91207274274435], [89.1325353824587, 23.912052657043983], [89.13253940662655, 23.912034037780415], [89.13255745880143, 23.91201693168739], [89.13258324848749, 23.912009192574732], [89.13261914180046, 23.9120065271232], [89.1326573366759, 23.912009608491317], [89.1326806957886, 23.912015476788252], [89.13274333458169, 23.911978548828472], [89.13282004117426, 23.91193739824757], [89.13286389739694, 23.911910401073005], [89.13289594072171, 23.91190054278521], [89.13291700632614, 23.911899228310535], [89.13293563274209, 23.91191295661156], [89.13294797163837, 23.911933817184924], [89.13296172372972, 23.91197691281241], [89.13302846320113, 23.912026757831978], [89.13303686103451, 23.912054050166216], [89.13303202870796, 23.91207696568633], [89.13289805408841, 23.912167981957992], [89.13275150195173, 23.912273980336767], [89.13267949838726, 23.912311574009532], [89.13264601079298, 23.912304215363424]]]}
