Poor Settlement Name;Poor Settlement-ID (DB);Poor Settlement Name (DB);Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
Nur Bokeail Bare Alaka;2117;Nur Bokeail Bare Alaka;2116;Horishova Road(Nur Bukol Bari);2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64024570894459, 23.221272426904466], [90.64026246511692, 23.221296923135156], [90.6402015803554, 23.22167293483785], [90.64027295762476, 23.221758564257613], [90.64030774636176, 23.22189667182972], [90.64030498927725, 23.22214170398627], [90.64026774560986, 23.222231434955184], [90.64019056057846, 23.22238792548363], [90.6400708642629, 23.222757321096616], [90.64006003923339, 23.22293200628473], [90.64009138816219, 23.22317755061042], [90.64011653593938, 23.223423001798306], [90.64007073397973, 23.22355846584714], [90.64005617831405, 23.223768924441675], [90.64002150713638, 23.224065071594488], [90.63997761965385, 23.224091642801216], [90.63990669652406, 23.22415650372045], [90.63971007059266, 23.224050361389118], [90.63951239867907, 23.223915539560153], [90.639252526126, 23.22387867225452], [90.63908094579038, 23.22384743071772], [90.63902965915018, 23.223677545154228], [90.6389307291885, 23.22357143667279], [90.63883327406595, 23.223469649832705], [90.63877613953433, 23.223279611851158], [90.638818766421, 23.223148400078944], [90.63885957811584, 23.222944068957876], [90.63888381529539, 23.222712258388494], [90.63896043468637, 23.222499866195058], [90.63899630542389, 23.22240008273015], [90.63907061804358, 23.22223065112615], [90.63908798594105, 23.22212485691527], [90.63903318300359, 23.221890425533363], [90.63911743997038, 23.221772737691236], [90.63925412925825, 23.22167160246513], [90.63938759178355, 23.221577584521906], [90.63945257522285, 23.22123316477168], [90.63950782808651, 23.221162813573173], [90.63963759542244, 23.22113191913916], [90.63986257560322, 23.221197999871883], [90.64024570894459, 23.221272426904466]]]}
Nur Bokeail Bare Alaka;2117;Nur Bokeail Bare Alaka;2116;Horishova Road(Nur Bukol Bari);2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.6402647962535, 23.221252529598534], [90.63989916837079, 23.221145282991806], [90.6396829606992, 23.221094740749493], [90.63949412908464, 23.221074706193896], [90.63945597555463, 23.220863455863157], [90.63945558433936, 23.220797523785674], [90.63945569705787, 23.2207029357116], [90.63941820007075, 23.220630713531193], [90.63937295176068, 23.220558374903902], [90.6393360092046, 23.220454631115622], [90.63934041878535, 23.22020389115926], [90.63935239129877, 23.220052154109045], [90.63937004762748, 23.219841742121265], [90.63940024383432, 23.21953549553482], [90.63937537458106, 23.21927428348865], [90.63934158318585, 23.219167720688688], [90.63932124020431, 23.219090023469633], [90.63940164892009, 23.218750134825193], [90.63960348568482, 23.218912249300118], [90.63991286994212, 23.219043015595258], [90.64015195052633, 23.219115398469604], [90.64045954493844, 23.219171611552742], [90.6408792618621, 23.219200843651098], [90.64117365987747, 23.219213861872273], [90.64139656986791, 23.219235838897138], [90.64164807905644, 23.219306972918936], [90.64185112773326, 23.21940031026594], [90.64179584570296, 23.219810803414447], [90.64157285912681, 23.219793125280777], [90.64151726976412, 23.220044530669487], [90.64160612807348, 23.220106057792957], [90.64146356171703, 23.220453614029843], [90.6413890915101, 23.22072050092126], [90.6410231004793, 23.220722173152243], [90.6409508013199, 23.221218401039497], [90.64062666661204, 23.221220700606036], [90.64032035449165, 23.22126769567553], [90.6402647962535, 23.221252529598534]]]}
Edres Khan Bare Alaka;2239;Edres Khan Bare Alaka;2238;West Sriramdi Edris Khan Road;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64143732639349, 23.217963364065096], [90.64147425382406, 23.21799938776746], [90.64149126514207, 23.21828150182205], [90.64142842314563, 23.218622133295653], [90.6414511437571, 23.218726379835573], [90.64142877450863, 23.21882278377006], [90.64143005763496, 23.218896850660048], [90.64143875639171, 23.218990137910005], [90.64143758162278, 23.219057002010928], [90.64138314600733, 23.219139787189153], [90.64134327905239, 23.219193559262674], [90.6412786515486, 23.21917882561419], [90.64089242088525, 23.219170639510146], [90.64052723820923, 23.219141270782856], [90.6402437800504, 23.21909401933441], [90.64007250575092, 23.219060395224844], [90.63969510744565, 23.218917381168545], [90.63972077545696, 23.218780420378593], [90.63981809568591, 23.218683948101255], [90.63996581034068, 23.218661085810414], [90.64009268703148, 23.218647464993378], [90.6401643793011, 23.2185386644741], [90.64017220079798, 23.218314250520024], [90.6401823425255, 23.218031349913417], [90.64023738696687, 23.21791393913771], [90.64039814533112, 23.21788410633193], [90.64076214666746, 23.217833438201165], [90.64130069155428, 23.217997977282877], [90.64143696728169, 23.21796419300542], [90.64143732639349, 23.217963364065096]]]}
Edres Khan Bare Alaka;2239;Edres Khan Bare Alaka;2238;West Sriramdi Edris Khan Road;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64145176177881, 23.21796549161099], [90.64151874406728, 23.217810875654816], [90.64177206117925, 23.2177936569883], [90.64209921865682, 23.217780650994538], [90.64216512495966, 23.21778044547129], [90.6421921747479, 23.217932529581102], [90.64247526222306, 23.217927221868695], [90.64243951036202, 23.21827064895208], [90.64240077510354, 23.218268873550333], [90.64214566392239, 23.21888847981447], [90.64201838856854, 23.2189247883325], [90.64191018923259, 23.219052151066048], [90.6418695070784, 23.219308318751047], [90.64186212477932, 23.219360757917713], [90.64159269607387, 23.21925042057987], [90.64135771456591, 23.219195686827604], [90.64139758151612, 23.219141914750026], [90.64145201712414, 23.21905912956611], [90.641453191886, 23.218992265464507], [90.64144449311915, 23.218898978214586], [90.6414432099849, 23.21882491132404], [90.6414655792237, 23.218728507386714], [90.64144285860061, 23.21862426084795], [90.64150570056246, 23.218283629365757], [90.64148868921413, 23.21800151531029], [90.64145176177881, 23.21796549161099]]]}
Budai Barer Alaka;2240;Budai Barer Alaka;2238;West Sriramdi Edris Khan Road;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64142505499827, 23.220728498848615], [90.64147079597096, 23.220564489128638], [90.64154154859467, 23.220332659290055], [90.6416481459282, 23.220090618482853], [90.64155058491502, 23.220038993033157], [90.64158401808776, 23.219842432548678], [90.64183813841447, 23.21986798262992], [90.64190257432426, 23.21943660684226], [90.64189421083168, 23.219324215559617], [90.64190893344248, 23.219221725223694], [90.6419159466795, 23.219116730570455], [90.6419614646452, 23.219026645475996], [90.64203248458828, 23.21895605207519], [90.64216446611859, 23.218946089132093], [90.64288902808859, 23.219188178221764], [90.64281293585576, 23.219459341275527], [90.64283118322786, 23.219467616903046], [90.64308759618012, 23.21952449043677], [90.64307750054385, 23.219702053474453], [90.64330940699833, 23.219785789573535], [90.64357258324117, 23.219854945833934], [90.6437568766023, 23.21986845804389], [90.64370386462755, 23.220017430650007], [90.64371353897806, 23.22004050661122], [90.64387341447028, 23.21994329759625], [90.64386235603067, 23.220131595170066], [90.64382355867968, 23.22053087110162], [90.64377699453289, 23.22071003719525], [90.64377087237365, 23.220793786509855], [90.64377471384698, 23.220884134535055], [90.64340576897675, 23.220789028285854], [90.64337430269097, 23.220770641637934], [90.6433270694932, 23.220767066931458], [90.64308871175164, 23.220785706427996], [90.6429547006956, 23.220778680283416], [90.64275440512014, 23.22074916202547], [90.64246474222087, 23.220731201445542], [90.642206022072, 23.220717287554685], [90.64194097505951, 23.220710444201952], [90.64169580480743, 23.220719663678793], [90.64142505499827, 23.220728498848615]]]}
Durga Monder Alaka;2331;Durga Monder Alaka;2330;Gosh Para Dash Bari;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64580576447614, 23.223465022927606], [90.64573615536047, 23.223635584293476], [90.64562814510235, 23.223781583713677], [90.64556852121673, 23.223909676710974], [90.64544693471846, 23.22403397481379], [90.64526670379374, 23.22396534757823], [90.64526976970005, 23.223924408501276], [90.64527240097806, 23.2238628211091], [90.64503541208282, 23.223758946678668], [90.6450373227912, 23.22365005349627], [90.64501338098835, 23.22351210921243], [90.64499638626552, 23.22342013086524], [90.64498292800604, 23.223214984153294], [90.64491416976496, 23.223156626347023], [90.64484790878657, 23.22313270230696], [90.64484159035489, 23.223050916242066], [90.64487331990816, 23.222908234700743], [90.6449310878653, 23.22291419445314], [90.64513017505874, 23.222939153652238], [90.64522789736536, 23.222908132675315], [90.64530179800681, 23.222879621024187], [90.64535998903898, 23.22292157758309], [90.64538305115246, 23.223021290465862], [90.64534773237627, 23.223148792151378], [90.64551794796445, 23.22316949641649], [90.64549266303811, 23.22331434667404], [90.64562416869143, 23.223361223526364], [90.64571651716118, 23.2234008254034], [90.64580576447614, 23.223465022927606]]]}
Geta Monder Alaka;2332;Geta Monder Alaka;2330;Gosh Para Dash Bari;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64611527290904, 23.222480285422424], [90.64611143126746, 23.2224860613424], [90.64610884307743, 23.22263364039638], [90.6460132211117, 23.222957540405492], [90.64584704768185, 23.223413669290913], [90.6458123125048, 23.2234489784399], [90.64580576447614, 23.223465022927606], [90.64571651716118, 23.2234008254034], [90.64562416869143, 23.223361223526364], [90.64549266303811, 23.22331434667404], [90.64551794796445, 23.22316949641649], [90.64534773237627, 23.223148792151378], [90.64538305115246, 23.223021290465862], [90.64535998903898, 23.22292157758309], [90.64530179800681, 23.222879621024187], [90.64522789736536, 23.222908132675315], [90.64513017505874, 23.222939153652238], [90.6449310878653, 23.22291419445314], [90.64487331990816, 23.222908234700743], [90.64487526152038, 23.222899503641223], [90.64487592391174, 23.222508254919525], [90.64490821777866, 23.22224383913803], [90.64490213119491, 23.222001540161322], [90.64497603975273, 23.221972551023608], [90.6450941638123, 23.22195712311761], [90.64510771977369, 23.22192838395249], [90.64510778126305, 23.221925533507207], [90.64513865442547, 23.221925543258997], [90.64523440400623, 23.2219479981325], [90.64521787882687, 23.222006033239996], [90.64520116929178, 23.222074575584536], [90.64523719204746, 23.222083714496527], [90.64530998623151, 23.222118246247824], [90.64542540121816, 23.222198322992714], [90.64552461494473, 23.22225904780943], [90.6456596390865, 23.222282090913936], [90.64586002716752, 23.22229178134382], [90.64590016224379, 23.222361175390418], [90.64589258725991, 23.22243940922471], [90.64611527290904, 23.222480285422424]]]}
Sotho Vum Rai Thakur Monder Alaka;2333;Sotho Vum Rai Thakur Monder Alaka;2330;Gosh Para Dash Bari;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.64537976080574, 23.22111727253557], [90.64561462266285, 23.22092791484491], [90.64568936296253, 23.220910403241064], [90.64593413183995, 23.220924102437884], [90.64622426104071, 23.220915549763586], [90.64624380429028, 23.22103909623809], [90.64628580067742, 23.221473979750023], [90.6462719940535, 23.221819170056772], [90.64624644568222, 23.222038064367606], [90.64618788105341, 23.222371118732], [90.64611527290904, 23.222480285422424], [90.64589258725991, 23.22243940922471], [90.64590016224379, 23.222361175390418], [90.64586002716752, 23.22229178134382], [90.6456596390865, 23.222282090913936], [90.64552461494473, 23.22225904780943], [90.64542540121816, 23.222198322992714], [90.64530998623151, 23.222118246247824], [90.64523719204746, 23.222083714496527], [90.64520116929178, 23.222074575584536], [90.64521787882687, 23.222006033239996], [90.64523440400623, 23.2219479981325], [90.64513865442547, 23.221925543258997], [90.64510778126305, 23.221925533507207], [90.6451124497151, 23.221709118248004], [90.64518632120456, 23.221639262841638], [90.64527328388446, 23.221543826188938], [90.64537146811769, 23.22132434848218], [90.6453840026153, 23.221199132836304], [90.64537976080574, 23.22111727253557]]]}
Baba Mehlos Ariya;2334;Baba Mehlos Ariya;2330;Gosh Para Dash Bari;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.6461088933665, 23.22269094855453], [90.64613012199102, 23.22260049831848], [90.64617516201086, 23.22262601484453], [90.64621572117424, 23.22261229057394], [90.64628637011742, 23.22259232882174], [90.64645551821471, 23.222614926953415], [90.64648398133905, 23.222524585009353], [90.64656124524629, 23.222540074053494], [90.64657042004329, 23.222665376122336], [90.64655833093911, 23.222706279642566], [90.64643880919398, 23.222683469470347], [90.64635407596687, 23.22268124485603], [90.64633570182417, 23.222726831489798], [90.6461088933665, 23.22269094855453]]]}
Uttom Vo. Ar Das Bare Alaka;2335;Uttom Vo. Ar Das Bare Alaka;2330;Gosh Para Dash Bari;2115;2;100;1;{'type': 'Polygon', 'coordinates': [[[90.6451124497151, 23.221709118248004], [90.64494823053182, 23.22171501740397], [90.64478588283596, 23.22176155125886], [90.6446925719918, 23.221776873134505], [90.64462602124235, 23.22174004606553], [90.64460217354441, 23.221626228380167], [90.64464460452112, 23.221343810958203], [90.6447058719542, 23.22101891923498], [90.64509609096008, 23.221050564726536], [90.645304776105, 23.22108808827302], [90.64537553625867, 23.221120678573744], [90.64537976080574, 23.22111727253557], [90.6453840026153, 23.221199132836304], [90.64537146811769, 23.22132434848218], [90.64527328388446, 23.221543826188938], [90.64518632120456, 23.221639262841638], [90.6451124497151, 23.221709118248004]]]}
