Ward;Mahalla Name;Settlement Name;Match ID
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Tajhat Puraton Jame Masjeed;12803006
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Abdul Baten;12803007
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Tajhat Dolapara;12803008
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Tajhat Baitul Salam Jame Masjeed;12803009
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Poltu Sir Godown (Hindu Para);12803010
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Alhari Mor(Helal Prom);12803011
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Railgate Par Boshoty;12804001
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Akbaria Masjeed;12804002
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Rishan Himadar;12804003
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Al Masjeed Chatrabash;12804004
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Kherbari Majar;12804005
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Aisa Store;12804006
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;VIP Road;12804007
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Kherbari Puraton Masjeed;12804008
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Kherbari Eidgha Math;12804009
28;Kherbari, Sultan Nagor, Lalbag & Shantibag;Sultan Nagor Jame Masjeed;12804010
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Awrongzeb Boshoty;12805001
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Manik Ullah;12805002
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Sojid Kormochary;12805003
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Jolil Secritary;12805004
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Sadek;12805005
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Horijon Somprodhay;12805006
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Mamun Tary;12805007
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Darus Takuya Began Madrasha;12805008
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Baitul Mokarrom Masjeed;12805009
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Mollapara Jame Masjeed;12805010
28;College Para, Uttor Para, Mollapara, Al-Hazz Nagor, Mollapara & Alhaznagor;Munna Tary Shutki Godown;12805011
29;Kala Bari;Rangpurai Para;12901001
29;Kala Bari;Miya Para;12901002
29;Kala Bari;Dhakaya Para;12901003
29;Kala Bari;Chandur More-2;12901004
29;Kala Bari;Chandur More-3;12901005
29;Kala Bari;Poschim Para;12901006
29;Kala Bari;Uttor Kalabari-1;12901007
29;Kala Bari;Uttor Kalabari-2;12901008
29;Kala Bari;Line Gate;12901009
29;Kala Bari;Line Oper;12901010
29;Godasimla (Rat Bari);Rath Bari Jame Masjeed;12902001
29;Godasimla (Rat Bari);Rath Bari Mondir Par;12902002
29;Godasimla (Rat Bari);Rath Bari Mor;12902003
29;Godasimla (Rat Bari);Godashimla Scholl Par;12902004
29;Godasimla (Rat Bari);Chandure More;12902005
29;Godasimla (Rat Bari);Haji Para;12902006
29;Godasimla (Rat Bari);Godashimla (Hindu Para);12902007
29;Godasimla (Rat Bari);Rath Bari Basti;12902008
29;Khudro Rangpur;Brac School Sonlogno;12903001
29;Khudro Rangpur;Khudro Rangpur-1;12903002
29;Khudro Rangpur;Hayear Tari;12903003
29;Khudro Rangpur;Chondibari;12903004
29;Khudro Rangpur;Khontikar Tari;12903005
29;Goshaibari;Mollah Auto Rice Mills (Hindu Para-2);12904001
29;Goshaibari;Pakar Maatha;12904002
29;Goshaibari;Chondi Bari;12904003
29;Goshaibari;Hindu Para;12904004
29;Goshaibari;College Road;12904005
29;Goshaibari;College Pichon Get;12904006
29;Dewantuli;Dewantuli (Bosty);12905001
29;Dewantuli;Bottola;12905002
29;Dewantuli;Dewantuli-3;12905003
29;Dewantuli;Boro Bary;12905004
29;Dewantuli;Dewantuli (Jame Masjeed);12905005
29;Dewantuli;Taqsar Digi;12905006
29;Dewantuli;Mondir Bari;12905007
29;Koshaituli;Mostafiz Er Boshoty;12906001
29;Koshaituli;Mondot Para;12906002
29;Koshaituli;Abu Saleh;12906003
29;Koshaituli;Jame Masjeed Sonlogno;12906004
29;Koshaituli;Boshir Mollah;12906005
29;Chack Bazar;New Chack Bazar;12907001
29;Dhumkhatia;Taltola;12908001
29;Dhumkhatia;Mahigonj Tari;12908002
29;Dhumkhatia;Rajessor Mondir Aria Dhumkhatia;12908003
29;Dhumkhatia;Dhumkhatia Boshoty;12908004
29;Mahiganj;Mahigonj Bottola;12909001
29;Mahiganj;Afan Ullah Road;12909002
29;Mahiganj;Paresnath Mondir Road;12909003
29;Mahiganj;Fakirtuli;12909004
29;Mahiganj;Chack Bazar;12909005
29;Mahiganj;Mahigonj Govt. Primary School Aria;12909006
29;Mahiganj;Mahigonj Bangobondhu Aria;12909007
29;Mahiganj;Shatiar Mor;12909008
29;Mahiganj;Chaul Potti;12909009
29;Mahiganj;Kobi Para;12909010
29;Fotehpur;Dhumkhatia -1;12910001
29;Fotehpur;Akra;12910002
29;Fotehpur;Noya Khali Para;12910003
29;Fotehpur;Dhola Mia Bari;12910004
29;Fotehpur;Fotehpur (Hindu Para);12910005
29;J.B Sen Road;Bamon Dongga-1;12911001
29;J.B Sen Road;Bamon Dongga-2;12911002
29;J.B Sen Road;J.B Sen Road;12911003
29;J.B Sen Road;Dimla Hindu Para;12911004
29;J.B Sen Road;Kanan Gotla Masjeed ar Par;12911005
29;Boro Rangpur (Dimla, Kanan Gotla);Kalibari;12912001
29;Boro Rangpur (Dimla, Kanan Gotla);Boro Rangpur;12912002
29;Boro Rangpur (Dimla, Kanan Gotla);Dimla Raj Bari;12912003
29;Boro Rangpur (Dimla, Kanan Gotla);Pastari;12912004
30;Kutir Para;Joynal Sir Ar Boshoty;13001001
30;Kutir Para;Joynal Hazir Boshoty;13001002
30;Kutir Para;Haque Master Ar Boshoty;13001003
30;Kutir Para;Angur Miah Ar Boshoty;13001004
30;Kutir Para;Abul Miah Ar Boshoty;13001005
30;Kutir Para;Jahanggir Ar Boshoty;13001006
30;Botla;Roton Mia Ar Boshoty;13002001
30;Botla;Botta Bosty Road;13002002
30;Dokhiganj;Rashid Mia Ar Boshoty;13003001
30;Dokhiganj;Golgar Hossain Ar Boshoty;13003002
30;Dokhiganj;Sattar Mollah Ar Boshoty;13003003
30;West Khasbag;Charmathar More Halimer Bari;13004001
30;West Khasbag;West Khasbag Khoker Dokan Ar Boshoty;13004002
30;West Khasbag;Khabag Uccha  Briger Daner Goly Boshoty;13004003
30;East Khasbag;East Khasbag Montu Potty Boshoty;13005001
30;East Khasbag;East Khasbag Patla Potty Ar Boshoty;13005002
30;East Khasbag;East Khasbag Nodir Par Boshoty;13005003
30;G.L Roy Road;Sonibari Boshoty;13006001
30;G.L Roy Road;Shawtal Adibashi Boshoty;13006002
30;G.L Roy Road;Shatmatha Rail Line Boshoty;13006003
30;G.L Roy Road;Shatmatha Seiper Colony Boshoty;13006004
30;Birvodro & Balatari;Birvodro Bala Tary;13007001
30;Birvodro & Balatari;Bala tary Kadir Vahiar Boshoty;13007002
30;Birvodro & Balatari;Birvodro Azam Comisonar Ar Bari;13007003
30;Birvodro & Balatari;Birvodro Mohesh Khali Zongjol Boshoty;13007004
30;Nachnia (Ambari);Nachnia Polli Boshoty;13008001
30;Nachnia (Ambari);Ambari Hafez Saheber Boshoty;13008002
30;Nachnia (Ambari);Nachnia Railgate Sultan Master Ar Boshoty;13008003
30;Nachnia (Ambari);Nachnia Mondol Ar Boshoty;13008004
30;Nachnia (Ambari);Nachnia Motin Miyar Boshoty;13008005
31;Kishamotbishu;Poschim Para;13101001
31;Kishamotbishu;Kishamotbishu, Purbo Para;13101002
31;Kishamotbishu;Gaibanda Para;13101003
31;Kishamotbishu;Nazir Digar Noya Para;13101004
31;Nazir Digar Poschim Para;Kola Para;13102001
31;Nazir Digar Poschim Para;Poschim Para;13102002
31;Nazir Digar Poschim Para;Chandu Member Ar Alaka;13102003
31;Nazir Digar Moddho;Indrar Mor;13103001
31;Nazir Digar Moddho;Doctor Para;13103002
31;Nazir Digar Moddho;Sorkar Para;13103003
31;Nazir Digar Moddho;Patari Bari;13103004
31;Nazir Digar Dokhin And Bidiban;Mather Par;13104001
31;Nazir Digar Dokhin And Bidiban;Masjeed Para;13104002
31;Nazir Digar Dokhin And Bidiban;Golam Mostofer Bari;13104003
31;Nazir Digar Dokhin And Bidiban;Bashur Bari;13104004
31;Nazir Digar Dokhin And Bidiban;Khasvita;13104005
31;Nazir Digar Dokhin And Bidiban;Biddiban;13104006
31;Purbo Nazir Digar;Shatghori Para;13105001
31;Purbo Nazir Digar;Mailanar Mor;13105002
31;Purbo Nazir Digar;Nazir Digar Tary;13105003
31;Purbo Nazir Digar;Vokram;13105004
31;Silimpur Moddhopara And Bharatpara;Bharatpara;13106001
31;Silimpur Moddhopara And Bharatpara;Milimpur;13106002
31;Silimpur Moddhopara And Bharatpara;Munshir Tary;13106003
31;Silimpur Moddhopara And Bharatpara;Dangar Tary;13106004
31;Silimpur Dararpar;Dararpar;13107001
31;Silimpur Dararpar;Boro Bari Dararpar;13107002
31;Silimpur Dararpar;Uttor Tary Dararpar;13107003
31;Silimpur Dararpar;Boyej Ar Tary;13107004
31;Silimpur Dararpar;Gheghar Tary;13107005
31;Araji Dhormodas;Araji Dhormodas-1;13108001
31;Araji Dhormodas;Araji Dhormodas-2;13108002
31;Araji Dhormodas;Araji Dhormodas-3;13108003
31;Araji Dhormodas;Araji Dhormodas-4;13108004
31;Araji Dhormodas;Araji Dhormodas-5;13108005
31;Khamarpara;Purbo Para;13109001
31;Khamarpara;Khamarpara-1;13109002
31;Khamarpara;Khamarpara-2;13109003
31;Moddhopara, Hindupara, Zarbari;Moddhopara;13110001
31;Moddhopara, Hindupara, Zarbari;Zarbari;13110002
31;Moddhopara, Hindupara, Zarbari;Hindu Para;13110003
31;Sheikhpara, Shikhari Uttor, Dorarpara;Shekari Para Tary/ Madrasha Para;13111001
31;Sheikhpara, Shikhari Uttor, Dorarpara;Dhora Para;13111002
31;Sheikhpara, Shikhari Uttor, Dorarpara;Hijara Mor;13111003
31;Sheikhpara, Shikhari Uttor, Dorarpara;Moddho Shekh Para;13111004
31;Moddho And Vokram Sheikhpara;Shekhpara Koborsthan Mor;13112001
31;Moddho And Vokram Sheikhpara;Dokhin Tary;13112002
31;Moddho And Vokram Sheikhpara;Shekh School;13112003
31;Moddho And Vokram Sheikhpara;Vokram Para;13112004
31;Dokhin Sheikhpara;Dokhin Shekh Para;13113001
32;Boro Rangpur;Dimla Hori Mondir Boshoty;13201001
32;Boro Rangpur;Ohab Mia Bari Boshoty;13201002
32;Boro Rangpur;Hamit Mia Bari Boshoty;13201003
32;Boro Rangpur;Mohirir Barir Pashe Boshoty;13201004
32;Boro Rangpur;Moynar Bari Pash Boshoty;13201005
32;Boro Rangpur;Lutfor Master Barir Pase Boshoty;13201006
32;Arazi Tampat;Mukti Joddha Abdul Rowf Barir Boshoty;13202001
32;Arazi Tampat;Armi Abdul Mannan Ar Bari;13202002
32;Arazi Tampat;abdul Basar  er Bari Sonlogno Boshoty;13202003
32;Arazi Tampat;Mendir Bari Pashe Boshoty;13202004
32;Nagar Mirganj;Mirganj Unian Porishoba Ar Pichoner Boshoty;13203001
32;Nagar Mirganj;Kandura Telir Bari;13203002
32;Nagar Mirganj;Kajol Baparir Bari Boshoty;13203003
32;Nagar Mirganj;Foni Doctor Ar Bari Sonlogno Boshoty;13203004
32;Nagar Mirganj;Mojibor Master Ar Bari Sonlog Boshoty;13203005
32;Nagar Mirganj;Chaorman Puraton Bari Boshoty;13203006
32;Nagar Mirganj;Shamim Cncilor Ar Bari Sonlogno;13203007
32;Nagar Mirganj;Pasari Bari Boshoty;13203008
32;Nagar Mirganj;Moni Member ar Bari;13203009
32;Nagar Mirganj;Mtin BSC Bari Boshoty;13203010
32;Khudra Tempat & Taluktampat;Jalhaker Bari Boshoty;13204001
32;Khudra Tempat & Taluktampat;Badsha Nagor Boshoty;13204002
32;Khudra Tempat & Taluktampat;Mollapara Rahmaner Bari Boshoty;13204003
32;Khudra Tempat & Taluktampat;Sardar Para Ismailer Bari Boshoty;13204004
32;Khudra Tempat & Taluktampat;Sorayer tol Sagorpara Boshoty;13204005
32;Khudra Tempat & Taluktampat;Khurdatampat Moddho Para Bosoty;13204006
32;Dharmadas-1;Kuthipara Boshoty;13205001
32;Dharmadas-1;Dhumma Burar Bari Boshoty;13205002
32;Dharmadas-1;Soleyar Bari Boshoty;13205003
32;Dharmadas-1;Safikul Mamar Bari Boshoty;13205004
32;Dharmadas-1;Konapara Baro Aulia Boshoty;13205005
32;Dharmadas-1;Kader Master Ar Bari Boshoty;13205006
32;Dharmadas-1;Mather Par Boshoty;13205007
32;Dharmadas-2;Muhammadpur Dharmadas Lakkhan Para Boshoty;13206001
32;Dharmadas-2;Lakkhan Para Atour Hazir Bari Boshoty;13206002
32;Dharmadas-2;Muslim Para Nazrul Driver Bari Boshoty;13206003
32;Dharmadas-3;Chowpara Lakkhan Para Boshoty;13207001
32;Dharmadas-3;Neza Hazir Boshoty;13207002
32;Dharmadas-3;Mogolerbag Santipara Boshoty;13207003
32;Dharmadas-3;Moholerbag Chowkider Para Boshoty;13207004
33;Kondro Rangpur;Teka Tare;13301001
33;Kondro Rangpur;Modho Para;13301002
33;Kondro Rangpur;Topar Tary;13301003
33;Kondro Rangpur;Tale Tary;13301004
33;Kondro Rangpur;Lichur Tola;13301005
33;Kondro Rangpur;NareCal Tol;13301006
33;Azizullah;Munshi Para;13301007
33;Arazi Mankhamar;Sore Ar Tol;13302001
33;Arazi Mankhamar;Jorindra Para;13302002
33;Arazi Mankhamar;Choto Rangpur;13302003
33;Arazi Mankhamar;Kha Bari;13302005
33;Mohindra;Kazi Sahab Bari;13303001
33;Mohindra;South Mohindra;13303002
33;Mohindra;South Mohindra School;13303003
33;Mohindra;Mohindra Modho Para;13303004
33;Mohindra;Sordar Tary-1;13303005
33;Mohindra;Sordar Tary-2;13303006
33;Bokchi;Pukurpar Primary School;13304001
33;Bokchi;Surjo Kumar Kali Mandir;13304002
33;Bokchi;Siraj Moddho Bokchi;13304003
33;Bokchi;Bokchi Bottola Bazar;13304004
33;Bokchi;Bokchi Khamar Mor;13304005
33;Bokchi;Dokhin Bokchi Amer Bagan;13304006
33;Azizullah;Topar Dokan;13305001
33;Azizullah;Tale Para;13305002
33;Azizullah;Poschim Munchi Para;13305003
33;Azizullah;Mojal;13305004
33;Azizullah;Modikhana;13305005
33;Azizullah;Master Para;13305006
33;Azizullah;Tatary Para;13305007
33;Azizullah;Shapara;13305008
33;Azizullah;Roju Ar Boshoty;13305009
33;Raji Khan;Uttor Raju Kha;13306001
33;Raji Khan;Motin;13306002
33;Raji Khan;Shaker Ali Member;13306003
33;Raji Khan;Raju Kha Masjeed;13306004
33;Mekura;Mekura Moddho Para;13307001
33;Mekura;Mekura Hat-1;13307002
33;Mekura;Mekura Boro Bari;13307003
33;Mekura;Mekura Adorshopara;13307004
33;Mekura;Mekura Baniapara-1;13307005
33;Mekura;Mekura Baniapara-2;13307006
33;Mekura;Mekura Hat-2;13307007
33;Hossennagar;Kha Para;13308001
33;Hossennagar;Moddho Para;13308002
33;Hossennagar;Foizan Member;13308003
33;Hossennagar;Kali Mandir;13308004
33;Hossennagar;Nodir Par;13308005
33;Hossennagar;Sri Sri Durga Mandir;13308006
33;Hossennagar;Bolaram Chokider;13308007
33;Hossennagar;Boiragi Para-1;13308008
33;Hossennagar;Boiragi Para-2;13308009
33;Hossennagar;Pach Para;13308010
33;Hossennagar;Dararpar;13308011
33;Hossennagar;Razzak;13308012
33;Taluk Raghu;Bosunia Para;13309001
33;Taluk Raghu;Patana Para Jame Masjeed;13309002
33;Taluk Raghu;Taluk Bogura Para;13309003
33;Taluk Raghu;Taluk Jame Masjeed;13309004
33;Taluk Raghu;Taluk Moddho Para;13309005
