Ward;Mahalla Name;Settlement Name;Match ID
14;Moddho Deodoba & Paikar Para;Morich Tary;11403005
14;Moddho Deodoba & Paikar Para;Mukta Para Hindu Para;11403006
14;Moddho Deodoba & Paikar Para;Deadoba More Poschim Para;11403007
14;Moddho Deodoba & Paikar Para;Deodoba Jamali Govt. Primary School;11403008
14;Moddho Deodoba & Paikar Para;Moddho Deodoba;11403009
14;Nekarpara;Councilor House;11404001
14;Nekarpara;Chander Bari;11404002
14;Nekarpara;Moddho Nakerpara;11404003
14;Nekarpara;Bosti;11404004
14;Nekarpara;Shahdatar Mor;11404005
14;Nekarpara;Lal Miar Bari;11404006
14;Nekarpara;Rinkur Bari;11404007
14;Nekarpara;Ajadular Bari;11404008
14;Purbo Borobari, Morchtari & Dararpar;Salam House;11405001
14;Purbo Borobari, Morchtari & Dararpar;Abdul Mojid House;11405002
14;Purbo Borobari, Morchtari & Dararpar;Ajghar Tary;11405003
14;Purbo Borobari, Morchtari & Dararpar;Haji Samsul;11405004
14;Borobari, Hindu Para & Sarkar Para;Hindu Para;11406001
14;Borobari, Hindu Para & Sarkar Para;Robin Member House;11406002
14;Borobari, Hindu Para & Sarkar Para;Momdel Sorkar Para;11406003
14;Shingmari & Chawlipara;Morsad Mia;11407001
14;Shingmari & Chawlipara;Anam Mia;11407002
14;Shingmari & Chawlipara;Zahadul Mia;11407003
14;Shingmari & Chawlipara;Nur Nossain;11407004
14;Munshipara & Moddho Monohorpur;Munshipara;11408001
14;Munshipara & Moddho Monohorpur;Mister Bari;11408002
14;Munshipara & Moddho Monohorpur;Bakha Hamidul Moddho Monohorpur;11408003
14;Munshipara & Moddho Monohorpur;Julfer Hazi;11408004
14;Munshipara & Moddho Monohorpur;Shemul House;11408005
14;Monohorpur & Poschimpara;Rustom Master;11409001
14;Monohorpur & Poschimpara;Afsar Doctor;11409002
14;Monohorpur & Poschimpara;Akbar Mistere;11409003
15;Binodpur;Binodpur Tatul Tola;11501001
15;Binodpur;Shaju Member Ar Boshoty;11501002
15;Binodpur;Mondoler Boshoty;11501003
15;Horirampur;Sumoner Dokaner Boshoty;11502001
15;Horirampur;Mohobar Member AR Boshoty;11502002
15;Horirampur;Narayan Ar Boshoty;11502003
15;Horirampur;Hamiz Ar Boshoty;11502004
15;Akkelpur;Cilmari Para Mananer Boshoty;11503001
15;Akkelpur;Rafiqul Deoyanir Boshoty;11503002
15;Akkelpur;Mofiz Deoyanir Boshoty;11503003
15;Akkelpur;Jitin Ar Boshoty;11503004
15;Fatehpur;Md. Kashem Mia At Boshoty Fatepur High School Ar Pichone;11504005
15;Fatehpur;Lalmohon Durga Mondir Ar Sathe Boshoty;11504006
15;Fatehpur;M.S City Filling Station - Jogin Ar Boshoty;11504007
15;Durgapur;Sohedul Islam Ar Boshoty;11505001
15;Durgapur;Md. Amor Ali Ar Boshoty;11505002
15;Durgapur;Md. Hoshin Ali Ar Boshoty;11505003
15;Durgapur;Md. Jamal Uddain Ar Boshoty;11505004
15;Durgapur;Md. Amjed Ar Boshoty;11505005
15;Dangirpara;Borkoter Boshoty;11506001
15;Dangirpara;Imaner Tary Boshoty;11506002
15;Ghaghotpara;Masuapara (Akbor Deoyaner Boshoty);11507001
15;Ghaghotpara;Masuapara (Sohidar Deoyaner Boshoty);11507002
15;Ghaghotpara;Rustom Doctor Para;11507003
15;Ghaghotpara;Cotpara Haruner Dokan;11507004
15;Ghaghotpara;Asratpur Cotpara-1;11507005
15;Ghaghotpara;Cot Ghaghot Para Boshoty;11507006
15;Ghaghotpara;Cotpara Boshoty;11507007
15;Ghaghotpara;Balkai Patty Boshoty;11507008
15;Sutrapur;Monsur Ar Boshoty;11508001
16;Chowrapara;Upozila Eid Gha Math;11601001
16;Chowrapara;Alom Ar Goli;11601002
16;Uttor Kellabandh;Jounal Master Ar Boste;11602001
16;Uttor Kellabandh;Munsipara Masjeed Ar Pichone;11602002
16;Sardar Para;Nur Shahazan Bosty;11603001
16;Sardar Para;Azizar Colony;11603002
16;Hazi Para;Greenway School Ar Pichone;11604001
16;Hazi Para;Sahiner Barir Pashe;11604002
16;Hazi Para;Gofurer Goli;11604003
16;Hazi Para;Norther Pichone;11604004
16;Kellabondh;Alom Boshoty;11605001
16;Kellabondh;Kulkuly Para;11605002
16;Jugipara;Hazitulu School;11606001
16;Jugipara;Mondirer Pichone;11606002
16;Dokkhin Kellabandh;Tower Boshoty;11607001
16;Dokkhin Kellabandh;Jugipara Mondirer Ar Pashe;11607002
16;Dokkhin Kellabandh;Zelkhanar Pichone;11607003
16;Dokkhin Kellabandh;Sabek Councilor;11607004
16;Dhap Lal Kuthi Shymoli Lane;Shamoli Lane;11609001
16;Dhap Lal Kuthi Shymoli Lane;Police Fari;11609002
16;Dhap Lal Kuthi Shymoli Lane;Shamoli Lane Retina Center;11609003
16;Dhap Lal Kuthi Shymoli Lane;Shamoli Lane-2;11609004
16;Dhap Lal Kuthi Shymoli Lane;Lal Khuti Lane Retina Road;11609005
16;Dhat Lal Circuit House Lane;Lal Khytu Lane;11610001
16;Dhat Lal Circuit House Lane;Lal Khuti Lane;11610002
16;Dhat Lal Circuit House Lane;Postal Colony Lane;11610003
17;Pasari Para;Dhap City Bazar Ar Picha;11701001
17;Pasari Para;Pasari Para Biriz;11701002
17;Pasari Para;Pasani Para Masjeed Ar Pashe;11701003
17;Khalifapara Islambag;Bou Bazar Pukur Par;11703001
17;Khalifapara Islambag;17 No. Ward Councilor Ar Bashay Pichone;11703002
17;Khalifapara Islambag;Madrasha Boding Laki Para;11703003
17;Khalifapara Islambag;Dar Sargara Baitul Mukaram Kamil Madrasha;11703004
17;Khalifapara Islambag;Masuya Tary-1;11703005
17;Khalifapara Islambag;Hajir Tary;11703006
17;Khalifapara Islambag;Shohel;11703007
17;Shatgara;Muzibor;11704001
17;Shatgara;Habib Stor;11704002
17;Shatgara;Ratan Stor;11704003
17;Shatgara;Deban Rang Mistry;11704004
17;Shatgara;Jashna;11704005
17;Shatgara;Masuya ara -1;11704006
17;Shatgara;Masuya ara -2;11704007
17;Terminal Master Para;Sharkari Homio Chamber-1;11705001
17;Terminal Master Para;Sharkari Homio Chamber-2;11705002
17;Terminal Master Para;Master Para Jame Masjeed;11705003
17;Terminal Master Para;Napit Para;11705004
17;Terminal Master Para;Doctor Para;11705005
17;Terminal Master Para;Salgara Azim Uddain Reg. Primary School;11705006
17;Terminal Master Para;Naro Shudar Para;11705007
17;Bhaghibalapara;Jame Masjeed;11706001
17;Bhaghibalapara;Sekendar More;11706002
17;Bhaghibalapara;Montur More;11706003
17;Bhaghibalapara;Akborer More;11706004
17;Bhaghibalapara;Nasirer More;11706005
17;Bhaghibalapara;Kasem Store;11706006
17;Rampura;Al- Fata School;11707001
17;Rampura;Rampura Jame Masjeed;11707002
17;Rampura;Mukul Store;11707003
17;Rampura;Ahmmali Masjeed;11707004
17;Rampura;Norshonhe Para;11707005
17;Parbotipur;Ajid (Driver);11708001
17;Parbotipur;Sabder Ali;11708002
17;Parbotipur;Azhar (Plamber);11708003
17;Parbotipur;Boromai Dan;11708004
17;Parbotipur Master Para;Master Para-1;11709001
17;Parbotipur Master Para;Master Para-2;11709002
17;Parbotipur Master Para;Master Para-3;11709003
17;Parbotipur Master Para;Master Para-4;11709004
17;Parbotipur Master Para;Master Para-5;11709005
17;Pirjabad;Athor Rahaman;11710001
17;Pirjabad;Parati Para;11710002
17;Pirjabad;Mafajal;11710003
17;Pirjabad;Shafik;11710004
17;Pirjabad;Babu Sonar Bari;11710005
17;Shatranji;Dolal Miya;11711001
17;Shatranji;Master Para;11711002
17;Shatranji;Shatnanji Para;11711003
17;Shatranji;Sahipara;11711004
18;Satgara Mistrypara;Amena Bari Boshoty;11801001
18;Satgara Mistrypara;Farhad Boshoty;11801002
18;Satgara Mistrypara;Alar Boshoty Telirvita;11801003
18;Satgara Mistrypara;Mizanur Boshoty Telirvita;11801004
18;Satgara Mistrypara;Basher Toll;11801005
18;Satgara Mistrypara;Shonamai Boshoty;11801006
18;Satgara Mistrypara;Rotoner Boshoty;11801007
18;Mondolpara & Purbo Porjontonpara;Amer Tol Boshoty;11802001
18;Mondolpara & Purbo Porjontonpara;Miller Boshoty;11802002
18;Mondolpara & Purbo Porjontonpara;Dorbar Shorifer Boshoty;11802003
18;Munshipara;Badsha Boshoty;11803001
18;Munshipara;Rimon Boshoty;11803002
18;Munshipara;Rina Boshoty;11803003
18;Munshipara;Jorej Boshoty;11803004
18;Munshipara;Ajomer Boshoty;11803005
18;Munshipara;Anjam Boshoty;11803006
18;Munshipara;Milon Ar Boshoty;11803007
18;Keranipara;Kamuk Boshoty;11804001
18;Keranipara;Moyna Boshoty;11804002
18;Keranipara;Liton Boshoty;11804003
18;Keranipara;Rahman Boshoty;11804004
18;Keranipara;Salam Boshoty;11804005
18;Keranipara;Khirul Ar Boshoty;11804006
18;Keranipara;Faruq Ar Boshoty;11804007
18;Keranipara;Siraj Ar Boshoty;11804008
18;Keranipara;Anis Ar Boshoty;11804009
18;Keranipara;Chander Boshoty;11804010
18;Keranipara;Iqbal Ar Boshoty;11804011
18;Keranipara;Komal Ar Boshoty;11804012
18;Keranipara;Sohidul Ar Boshoty;11804013
18;Keranipara;Raju Ar Boshoty;11804014
18;Keranipara;Joynal Boshoty;11804015
19;Radha Bollab;Radha Bollab/ Chapatola Masjeed;11901001
19;Radha Bollab;Radha Bollab Chan Mari;11901002
19;Radha Bollab;Girles School;11901003
19;Dhap Engineer Para;Hakim Teli-1;11902001
19;Dhap Engineer Para;Hakim Teli-2;11902002
19;Dhap Engineer Para;Hakim Teli-3;11902003
19;Dhap Engineer Para;Hakim Teli-4;11902004
19;Dhap Shimulbag;Abul Rahim (Dokander);11903001
19;Dhap Shimulbag;Akram Driver;11903002
19;Dhap Shimulbag;Community Center;11903003
19;Dhap Shimulbag;Haki Para;11903004
19;Dhap Chikli Vata;Pakar Matha;11904001
19;Dhap Chikli Vata;Rosulpur;11904002
19;Dhap Chikli Vata;Dhap Chikli Vata;11904003
19;Dhap Chikli Vata;Dhap Chikli Vata;11904004
19;Poschim Nil Kontho;Bakkur Bridge;11905001
19;Poschim Nil Kontho;Masjeed Ar Par;11905002
19;Poschim Nil Kontho;Goodluck Mor;11905003
19;Poschim Nil Kontho;Master Para;11905004
19;Dalkor;Chiklle Park Pul Par;11906001
19;Dalkor;Saban Factory Jolkor-1;11906002
19;Dalkor;Saban Factory Jolkor-2;11906003
19;Islampur Poschim Para;Islampur Poschim Para Nuru Garage;11907001
19;Islampur Poschim Para;Army School Ar Pichone;11907002
19;Islampur Poschim Para;Rajon Bari Poschim Para;11907003
19;Islampur Poschim Para;Collect Tree Math;11907004
19;Medical Purbo Gate;Dentaler Pichone-1;11908001
19;Medical Purbo Gate;Dentaler Pichone -2;11908002
19;Medical Purbo Gate;Dentale Hospital Ar Pichone;11908003
19;Purbo Nil Kontho;Bridge Par;11909001
19;Purbo Nil Kontho;Sata Par Para;11909002
19;Purbo Nil Kontho;Bot Tolar Mor;11909003
20;Poschim Gurati Para;Munnar Goli;12001001
20;Mulator (Uttor);Jahidul;12002001
20;Mulator (Dokkhin);Shorifer Boshoty;12003001
20;Mulator (Dokkhin);Sajaner Boshoty;12003002
20;Mulator (Dokkhin);Jibonnesa;12003003
20;Mulator (Dokkhin);Shantor Boshoy;12003004
20;Mddho Gurati Para;Rafiqul;12004001
20;Mddho Gurati Para;Budur Goli;12004002
20;Munshi Para (Dokkhin);Bulbul Boshoty;12005001
20;Munshi Para (Dokkhin);Babu Boshoty;12005002
20;Munshi Para (Dokkhin);Azad Boshoty;12005003
20;Munshi Para (Dokkhin);Hera Boshoty;12005004
20;Pakpara;Alam;12006001
20;Pakpara;Akali Dokir;12006002
20;Pakpara;Shamim Boshoty;12006003
20;Pakpara;Shopon;12006004
20;Pakpara;Misthi;12006005
20;Pakpara;Nironjon Boshoty;12006006
20;Pakpara;Bala pam;12006007
20;Pakpara;Shalpy;12006008
20;Pakpara;Unis Boshty;12006009
20;Engineer Para;Arif Boshoty;12007001
20;Engineer Para;Rinqu Boshoty;12007002
20;Engineer Para;Billa Boshoty;12007003
20;Engineer Para;Tarak Boshoty;12007004
20;Engineer Para;Mona Boshoty;12007005
20;Engineer Para;Ripon Boshoty;12007006
20;Gumosto Para;Moushumi Boshoty;12008001
20;Gumosto Para;Chadni;12008002
20;Gumosto Para;Jahadul Boshoty;12008003
20;Gumosto Para;Topon Boshoty;12008004
20;Gumosto Para;Mohitos Boshoty;12008005
20;Gumosto Para;Dulal Boshoty;12008006
20;Gumosto Para;Alam Boshoty;12008007
20;Gumosto Para;Moja Boshoty;12008008
20;Thanar Mor Area;Shahadot;12009001
20;Thanar Mor Area;Romja;12009002
20;Thanar Mor Area;Khalek Harun;12009003
20;Thanar Mor Area;Ajij;12009004
20;Thanar Mor Area;Moynar Goli;12009005
21;Senpara;Rofik Boshoty;12101001
21;Senpara;Monji Boshoty;12101002
21;Senpara;Asadujjaman Milon Boshoty;12101003
21;Senpara;Muktijodha Oahidul Rahman;12101004
21;New Senpara;Boshir Uddain Boshoty;12102001
21;New Senpara;Late. Monshur Ali Boshoty;12102002
21;New Senpara;Md. Raja Boshoty;12102003
21;New Senpara;Abdus Samad Boshoty;12102004
21;New Senpara;Moklesur Rahman Vola Boshoty;12102005
21;New Senpara;Huduya Behari Boshoty;12102006
21;New Senpara;Late. Mithu Helper Boshoty;12102007
21;Hajipara Chamrapotti;Khalek;12103001
21;Hajipara Chamrapotti;Mohammad Boshoty;12103002
21;New Adoshopara;Bokul;12104001
21;New Adoshopara;Shobujer Bari;12104002
21;New Adoshopara;Afzaler Goli;12104003
21;Habibnagar;Mahamud (Bishur Mor);12105001
21;Habibnagar;Rajib Nagar Mehrab Yasin Boshoty;12105002
21;Weather Office Masterpara;Majon Miya Boshoty;12106001
21;Shantibag. College Road;21 No. Ward Rail Line Boshoty;12107001
21;Shantibag. College Road;Behind Of Electricity Office (Azgor Bari);12107002
21;Muchipotti, Shapla Chottor;Hazipara, Muchipotti;12108001
21;Karanjoya Road Mahalla;Sobehan Boshoty;12109001
21;Karanjoya Road Mahalla;Abu Taleb Boshoty;12109002
21;Karanjoya Road Mahalla;Manil Muchipotti Boshoty;12109003
22;Ganeshpur;South Ganeshpur/ Riaz Uddain Basty;12201001
22;Ganeshpur;Moddho Ganeshpur/ Dhakaia Bosty;12201002
22;Ganeshpur;Purbo Ganeshpur/ Jhasy Colony;12201003
22;Ganeshpur;Poschim Ganeshpur/ Shantipara Bosty;12201004
22;Ganeshpur;Ganeshpur Kusar Potti Basty;12201005
22;Kamarpara;Roth Mondirer Poschim Pashoborti Boshoty;12202001
22;Kamarpara;Rath Mondirer Purbo Parshoborti Boshoty;12202002
22;Bala Para;Bondhonpara Boshoty;12203001
22;Bala Para;Malekar Boshoty;12203002
22;Bala Para;Aminer Bari Boshoty;12203003
22;Bala Para;Balapara Torun Shonlogno Boshoty;12203004
22;Bala Para;Balapara Madrasha Ar Pashoborthi Boshoty;12203005
22;Uttor Babu Khan;Uttor Babu Khan Monjur Boshoty;12204001
22;Uttor Babu Khan;Uttor Babu Khan Eleyaser Boshoty;12204002
22;Uttor Babu Khan;Uttor Babu Khan Altab Boshoty;12204003
22;Poschim Babu Para;Argina Potti Boshoty;12205004
22;Moddho Babu Khan;Moddho Babu Khan Seyalutari Hak Para Boshoty;12206005
22;Dokkhin Babu Khan;Dokkhin Babu Khan Hapijul Bari Boshoty;12208001
22;Dokkhin Babu Khan;Dokkhin Babu Khan Dullal Boshoty;12208002
23;Jolkor;Jolkor;12301001
23;Jolkor;Shimultola;12301002
23;Horijonpolli;Super Colony;12302001
23;Horijonpolli;Varta Bari;12302002
23;Horijonpolli;Deayani Bari;12302003
23;Masterpara;Poschim Master Para;12303001
23;Masterpara;Master Para;12303002
23;Masterpara;Dokkhin Master Para;12303003
23;Honumontola Mahall;Honumantola Boshoty-1;12304001
23;Honumontola Mahall;Honumantola Boshoty-2;12304002
23;Poschim Jummapara;Badol Tea Store;12305001
23;Poschim Jummapara;Marua Potti;12305002
23;Sadar Hospital Area;Hossain Ali;12306001
23;Sadar Hospital Area;Sweeper Colony;12306002
23;Bedh Potti;Nobabgonj Bazar Ar Vitor Ar Boshoty;12307001
23;Dokkhin Jummapara;Mohila Shilpo Kuti;12309001
23;Moddho Jummapara;Kenel Par Tacknikal Ar Boshoty;12310001
23;Moddho Jummapara;Bihari Potti;12310002
23;Moddho Jummapara;Jummapara School Ar Matha;12310003
23;Purbo Jummapara;Bamon Danga Gomidar Bari;12311001
23;New Jummapara;Pakar Matha;12312001
23;New Jummapara;Purbo Tary;12312002
23;New Jummapara;Hazir Khamar;12312003
23;New Jummapara;Maddrasha Ar Pichone;12312004
24;Tatipara;Dola Boshoty;12401001
24;Tatipara;Mimay Boshoty;12401002
24;Tatipara;Tawer Boshoty;12401003
24;Tatipara;Shanti/ Powkot Boshoty;12401004
24;Tatipara;Munnar Boshoty;12401005
24;Tatipara;Lalchu Boshoty;12401006
24;Tatipara;Jamal Boshoty;12401007
24;Daspara;Jagotbondhu Boshoty;12402001
24;Daspara;Nazrul Boshoty;12402002
24;Daspara;Zadu Miya Boshoty;12402003
24;Daspara;Ahammad Boshoty;12402004
24;Daspara;Afzal Boshoty;12402005
24;Daspara;Mostofa Boshoty;12402006
24;Daspara;Kala Harun Boshoty;12402007
24;Bairagi Para;Gosh Boshoty;12403001
24;Bairagi Para;Khogan Boshoty;12403002
24;Bairagi Para;Dhapi Boshoty;12403003
24;Bairagi Para;Ratan Lal Boski Boshoty;12403004
24;Bairagi Para;Nural Boshoty;12403005
24;Bairagi Para;Sudir/ Ali Boshoty;12403006
24;Bairagi Para;Rajjak Boshoty;12403007
24;Bairagi Para;Shaheb Ali;12403008
24;Kamal Kachna;Monsur Boshoty;12404001
24;Kamal Kachna;Ajahar Boshoty;12404002
24;Gupttopara;Dr. Samsul;12405001
24;Gupttopara;Moynar Boshoty;12405002
24;Gupttopara;Abu Ali Potti;12405003
24;Gupttopara;Motor Malik Shomity;12405004
24;Gupttopara;Shonaly Foshol;12405006
24;Gupttopara;Muchi Potti;12405005
24;Gupttopara;Jamal Market;12405007
24;Gupttopara;Budu Babur Math;12405008
24;Monthona;Bachi Bary;12406001
25;Shalbon Mistripara;Nure Al Madina Masjeed Ar Boshoty;12501001
25;Shalbon Mistripara;Mondir Purbo Goli Boshoty;12501002
25;Shalbon Mistripara;Bala Bari Boshoty;12501003
25;Shalbon Mistripara;Mokur Dola Boshoty;12501004
25;Shalbon Mistripara;Sombai Pichone Dudur Goli Boshoty;12501005
25;New Shalbon;Kollash Math Boshoty;12502001
25;New Shalbon;Shalbon Mobazar Road Jaforer Boshoty;12502002
25;New Shalbon;Horin Press Boshoty;12502003
25;Purbo Shalbon;Beside Big Bridge Boshoty;12504001
25;Purbo Shalbon;Kherbari Boshoty Ar Purbo Boshoty;12504002
25;Purbo Shalbon;Kherbari Boshoty;12504003
25;Purbo Shalbon;Purbo Shalbon Kherbari Boshoty;12504004
25;Purbo Shalbon;Bottola Hatiranga Bridge Beside;12504005
25;Purbo Shalbon;Bottola Kayomer Ar Boshoty;12504006
25;Purbo Shalbon;Bottola Kayom Para Boshoty;12504007
25;Shalbon Shahipara;Shalbon Sahipara Rokeya College Ar Pichone;12505001
25;Central Road Mahalla;Central Road City College Boshoty;12506001
25;Kamal Kachna;Beside Bottola Masjeed;12507001
25;Kamal Kachna;Darga Burir Jayga;12507002
25;Kamal Kachna;Nuton Para ASOD Goli-1;12507003
25;Kamal Kachna;Kamal Kachna ASOD Goli-2;12507004
26;Nurpur;Lovelu Islam Boshoty;12601001
26;Nurpur;Maynis Slum;12601002
26;Nurpur;Pappus Slum;12601003
26;Nurpur;Samad`s Slum;12601004
26;Nurpur;Nurpur Primary School;12601005
26;Nurpur;Babla Ar Boshoty;12601006
26;Nurpur;Jharuputty;12601007
26;Nurpur;Sornar Pas;12601008
26;Nurpur;Gyangriho School;12601009
26;Thikadarpara Jame Masque;Latif Contructor Slum;12603001
26;Thikadarpara Jame Masque;Pakhi Contructor;12603002
26;Thikadarpara Jame Masque;Becon Area;12603003
26;Thikadarpara Jame Masque;CNB Area;12603004
26;Mohadebpur;Popli;12604001
26;Mohadebpur;Laizu;12604002
26;Mohadebpur;S.O Boshoty;12604003
26;Mohadebpur;Sattar Sir Ar Boshoty;12604004
26;Mohadebpur;Santo;12604005
26;Mohadebpur;Mozibor;12604006
26;Mohadebpur;Lokman Para;12604007
26;Mohadebpur;Mokbul Doctor;12604008
26;Mohadebpur;Aher Ali;12604009
26;Mohadebpur;Hamid Ar Boshoty;12604010
26;Mohadebpur;Nodi;12604011
26;Mohadebpur;Nahid Ar Boshoty;12604012
26;Mondolpara;Juwal;12605001
26;Mondolpara;Vandari;12605002
26;Mondolpara;Kalam Pukur;12605003
26;Mondolpara;Farida;12605004
26;Mondolpara;Mohasin;12605005
26;Mondolpara;Manna Mondol;12605006
26;Mondolpara;Rostom;12605007
26;Robertsongonj;Farista Hossiry;12606001
26;Robertsongonj;Horin;12606002
26;Robertsongonj;Hema;12606003
26;Robertsongonj;Talis;12606004
26;Robertsongonj;Mostofa;12606005
26;Robertsongonj;Babla;12606006
26;Robertsongonj;Farida;12606007
26;Robertsongonj;Balal;12606008
26;Patbari Mahalla;Hamid Molla;12607001
26;Patbari Mahalla;Shafi;12607002
26;Patbari Mahalla;Parhbari Moshjid Rail;12607003
26;Patbari Mahalla;Dhakaiya Mahalla;12607004
26;T.B. Hospital Mahalla;Babu Dokandar;12608001
26;T.B. Hospital Mahalla;Tajhat T.B Hospital Boshoty;12608002
26;Adorshopara;Adorshopara-1;12609001
26;Adorshopara;Adorshopara-2;12609002
26;Adorshopara;Adorshopara-3;12609003
26;Helal Jute Press Mahalla;Helal Jute Press Mahalla-1;12610001
26;Helal Jute Press Mahalla;Helal Jute Press Mahalla-2;12610002
26;Railway Bosoti;Railway Bosoti;12611001
27;Pirpur;Babu Ji;12701001
27;Pirpur;Golzar;12701002
27;Pirpur;Keramotiya Majar;12701003
27;Pirpur;Anamul;12701004
27;Pirpur;Humayun;12701005
27;Pirpur;Lokman;12701006
27;Pirpur;Sahajahan;12701007
27;Pirpur;Borhanul;12701008
27;Pirpur;Khokon;12701009
27;Pirpur;An Juman Hussain Masjeed;12701010
27;Aziz Nagar Colony;Ahad Brathers Ar Mor;12702001
27;Aziz Nagar Colony;Masjeed Ar Mor;12702002
27;Aziz Nagar Colony;Sakil Sabek Councilor;12702003
27;Aziz Nagar Colony;Liton Juwelars School Goli;12702004
27;Aziz Nagar Colony;Ajij Nagar Colony B Camo;12702005
27;Aziz Nagar Colony;Akram Councilor;12702006
27;Aziz Nagar Colony;Sahajadi Goli;12702007
27;Aziz Nagar Colony;Munna Store;12702008
27;Aziz Nagar Colony;Ajij Nagar C Camp;12702009
27;Aziz Nagar Colony;Kaiyum Goli;12702010
27;Aziz Nagar Colony;Nuruu Goli;12702011
27;Banani Para;Masjeed Mor;12703001
27;Banani Para;Anguri;12703002
27;Banani Para;Bonani A Camp;12703003
27;Khamar;Noyakhali Potti-1;12704001
27;Khamar;Noyakhali Potti-2;12704002
27;Khamar;Pan Walar Goli;12704003
27;Salfet Camp;Hasem Chairman;12705001
27;Salfet Camp;Akter Khori;12705002
27;Salfet Camp;Putul;12705003
27;Muslimpara;Tower;12706001
27;Muslimpara;Muslim Para Jame Masjeed;12706002
27;Muslimpara;Sabir Hossain;12706003
27;Muslimpara;Vutna Bari;12706004
27;Muslimpara;Imam Bara;12706005
27;Muslimpara;Pani Tanki;12706006
27;Ispahani 2 No Camp;Ispahani Camp No.2;12707001
27;Ispahani 2 No Camp;Vola;12707002
27;Ispahani 2 No Camp;Boknadia Jame Masjeed;12707003
27;Huda Camp;Binnu Hazi Bari;12708001
27;Huda Camp;Minar Monu;12708002
27;Churi Potti;Shimultola Lainpar;12709001
27;Churi Potti;Mahbuber Goli;12709002
27;Churi Potti;Raile Boshoty;12709003
27;Churi Potti;Churi Potti;12709004
27;Babu Para;Sordar Mahalla;12710001
27;Babu Para;Aslam Hazi;12710002
27;Babu Para;Munshi Potti;12710003
27;Babu Para;Monglur Bari;12710004
27;Babu Para;Rahatiner Goli;12710008
27;Babu Para;Nilar Bari;12710005
27;Babu Para;Sweeper Potti;12710006
27;Babu Para;Babu Sonar Bari;12710007
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Belal (Current Mistri);12801001
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Tuku (Ven Puller);12801002
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Shuku Mia (Dokandar);12801003
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Aziz Principle;12801004
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Lavlu Bakari;12801005
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Mohilur Driver;12801006
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Zelal Bepari;12801007
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Nesar Ahmed;12801008
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Romjan Dokander;12801009
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Roshid Dokander;12801010
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Amjad Master;12801011
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Nojrul Master;12801012
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Chalek Dokander;12801013
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Meri Quality School;12801014
28;Earshadnagar, Chokbazar, Moddho Asratpur, Court Para, Eidgahpara & Chiniapara;Chokbazar Koboresthan;12801015
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Popi Stor;12802001
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;DOFS;12802002
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Mukti Joddha Foyajar;12802003
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Kalipod;12802004
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Bellal Hotel;12802005
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Saiful Stor;12802006
28;Shajapur, Dhakaiya Para, Uttor Asratpur & Tajhata Ansari Mor;Sadek Ali Store;12802007
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Saban Factory;12803001
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Purbo Amlla Potti;12803002
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Helal Mudi Dokan;12803003
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Bokkho Badhi Hospital Pichon Pas;12803004
28;Ansari Mor, Helal Press, Adorshopara, Lichu Bagan, Bihari Para, Mollahpara & Amlla Potti (Tajhat);Hasan;12803005
