Mahalla Name;Mahalla-ID (DB);Mahalla Name (DB);Ward-ID (DB);Ward Name (DB);Similarity (%);verify status;Coordinates
West Krishnarampur;14349;West Krishnarampur;8354;4;100;1;{'type': 'MultiPolygon', 'coordinates': [[[[91.08943991040057, 22.871939325193342], [91.08944233694677, 22.871938913658788], [91.08943991432511, 22.871939861933768], [91.08943991040057, 22.871939325193342]]], [[[91.09039580695202, 22.86285092535091], [91.09044387513873, 22.862866612914154], [91.09046732335305, 22.862874265617485], [91.09048443117973, 22.862879849030197], [91.09048471430899, 22.862884142938846], [91.09048575412668, 22.862899912702954], [91.09050198085838, 22.863146008735466], [91.0903950319111, 22.863455885634213], [91.0903897067626, 22.86351674933558], [91.09035183595002, 22.863949589198974], [91.09036563717021, 22.86441418085326], [91.09040359968202, 22.864627078409953], [91.09047732247059, 22.864657871181766], [91.09055132413907, 22.864688780601973], [91.09056531977359, 22.864694626551913], [91.09053981184225, 22.864762414767586], [91.09064259363443, 22.865304326408907], [91.09007729994836, 22.865522837249685], [91.08969251085114, 22.865533008707107], [91.08978609098456, 22.86623948267879], [91.08991565418738, 22.86688783403946], [91.08995758264967, 22.867642770955552], [91.08999007826797, 22.868147063284383], [91.0899008854605, 22.869168066300546], [91.08957580665229, 22.870202097062677], [91.08956002100946, 22.870252308557376], [91.08944424400497, 22.870620574784123], [91.08937188394673, 22.870850738382654], [91.08936142997617, 22.871527077726963], [91.08935873603421, 22.871701367871406], [91.08935700200433, 22.87181355462445], [91.08935685230476, 22.871823239761], [91.08935585222197, 22.871887938618972], [91.0893554784434, 22.871912124709592], [91.08935596707215, 22.87191544016685], [91.08935230726019, 22.871916009727002], [91.08933927183479, 22.871918038371287], [91.08914698843516, 22.87194796243626], [91.08910090210274, 22.8719551345761], [91.08904344658205, 22.87197088402287], [91.08896774085295, 22.871991634075872], [91.08896712223175, 22.87199180368868], [91.08895334312855, 22.871995582304663], [91.08888464903616, 22.87201564575499], [91.08886642339526, 22.872020968417026], [91.08882755272035, 22.872032320298498], [91.08882646401537, 22.872029632898805], [91.088821473301, 22.872017313632902], [91.08881712736593, 22.872006585962264], [91.08881548875954, 22.872002543416794], [91.08876522120693, 22.872012934423832], [91.08874293326336, 22.87201754164828], [91.08867752577454, 22.872026207954086], [91.08861338313454, 22.87203470660565], [91.08858266830396, 22.872037869575156], [91.08857105742076, 22.872039065245797], [91.08855348643657, 22.87204087467668], [91.08850574770727, 22.87204579072205], [91.0884809050284, 22.872048348969003], [91.08847223647761, 22.872049187788548], [91.08830340016347, 22.872065501303336], [91.08829939995086, 22.872065886357525], [91.08828738286721, 22.87206754654582], [91.08814999747672, 22.872086529676793], [91.0881403317968, 22.872087863051945], [91.08798086464495, 22.87211066246416], [91.08787566413137, 22.87211995559546], [91.08787421936997, 22.872119932056506], [91.08786633775064, 22.872119800279687], [91.08762096192919, 22.872115697519746], [91.08761274006567, 22.872115560041095], [91.08758767528185, 22.87211456081752], [91.08757826306609, 22.87211418529273], [91.08752112468953, 22.872111910590473], [91.08731606679547, 22.872103746981484], [91.08729264895427, 22.872102814469695], [91.0872728562438, 22.872102026309978], [91.08724592961292, 22.87209795517736], [91.08717906095904, 22.872087847830358], [91.08700802427342, 22.872061995116034], [91.0869286823691, 22.872050002280055], [91.08692854553426, 22.87204260654133], [91.08691814627578, 22.871913079767012], [91.086915285505, 22.871877447708183], [91.08691144538325, 22.87182961739857], [91.08688082170055, 22.87144818517474], [91.08687851989914, 22.87141951505528], [91.08686075432591, 22.871420993118086], [91.08684187265033, 22.871421861510225], [91.08681236823729, 22.871423218450964], [91.08673755699321, 22.871426659078544], [91.08673209001152, 22.871427068386623], [91.08659228031352, 22.871437535750303], [91.08652828116598, 22.871440899433832], [91.0865216699521, 22.871441062533854], [91.08651076264742, 22.871441331618712], [91.08651124558166, 22.871466261500835], [91.08651110339956, 22.871477551230598], [91.08651034728568, 22.87153750748931], [91.08650564662933, 22.87158940664652], [91.08649954044358, 22.87166199617544], [91.08649792394816, 22.871681212849744], [91.08649101913329, 22.871756460845248], [91.08647482511515, 22.871932941418674], [91.08647158575569, 22.871968243548537], [91.08646916375115, 22.872000010965756], [91.08646363939255, 22.872072494380372], [91.08645917666635, 22.872131054078167], [91.08645712389888, 22.87215799039109], [91.08625516848555, 22.87217642928613], [91.08625456491329, 22.872191478763014], [91.08625392056067, 22.872205690306853], [91.08624858242166, 22.872323428518666], [91.08624599346966, 22.872380530512174], [91.08624526050903, 22.872403173032538], [91.08624385489968, 22.872446594919115], [91.08624353223941, 22.872446592606398], [91.0861536183657, 22.8724458436148], [91.08612802119139, 22.87244627964614], [91.08609298948038, 22.872446876382025], [91.08608750717559, 22.872446969767772], [91.08608207670281, 22.872447196529077], [91.08593982566083, 22.872453194327253], [91.08593454105196, 22.872536251397474], [91.08593012462947, 22.872605663316456], [91.08592702111409, 22.872629991064635], [91.08591693832584, 22.87270902768786], [91.08576805514487, 22.872714088791735], [91.08575306320647, 22.872713687117685], [91.08562293835226, 22.872710193664048], [91.08561522749409, 22.872710126200932], [91.08550491704648, 22.872709161041975], [91.08548447023422, 22.872708983541177], [91.08546284283575, 22.872710747942495], [91.08541665008411, 22.87271451537032], [91.08534254699313, 22.872722894838617], [91.08533512790467, 22.872723733776294], [91.08526081415073, 22.872732848763278], [91.08524432853865, 22.87273479327794], [91.08517235844819, 22.872743282289854], [91.08515566013625, 22.87274472133377], [91.08508050668833, 22.872750749200698], [91.08491765792435, 22.872761571735037], [91.0847840098905, 22.872764166919556], [91.08475785884501, 22.872764492422252], [91.08467084560024, 22.872765575447286], [91.08464722807508, 22.872654215492307], [91.08462685095627, 22.872583417880783], [91.0846250127012, 22.872577031101887], [91.08461110265164, 22.872514630397756], [91.08459934889328, 22.87247900524993], [91.08457898601111, 22.872414024613494], [91.0845500839811, 22.872367702534817], [91.08452280290338, 22.872323978365795], [91.08449194112468, 22.872202411415092], [91.08447733083011, 22.872129423535707], [91.08446491652998, 22.872067406000173], [91.0844257322453, 22.87193388487839], [91.08440980572243, 22.87187961489453], [91.08435364513974, 22.871703961505965], [91.08435004499442, 22.871694700683104], [91.08433049690969, 22.87164441115669], [91.0843010550846, 22.871569796017614], [91.08418761595313, 22.871568139524747], [91.08413149013974, 22.871325216575872], [91.08412010917378, 22.871269476266754], [91.08411355092254, 22.871211604892366], [91.08410790030791, 22.871161742644336], [91.08409971815364, 22.871090611804334], [91.0840979654849, 22.871074635396095], [91.08408663579955, 22.870994770844305], [91.08407983346612, 22.870947639067385], [91.08407948571408, 22.870945229573913], [91.08407816039252, 22.870816928929543], [91.08407649442752, 22.87077085577959], [91.08407307288923, 22.870678594474025], [91.0840705619723, 22.87061460758783], [91.08406983086323, 22.870465008867885], [91.08406947658376, 22.870410543751962], [91.08406473474699, 22.870370873253535], [91.08405369464265, 22.870278510953128], [91.08413985976, 22.87026433891194], [91.08420891831221, 22.870265398336056], [91.0842676775151, 22.870258559498037], [91.08438904989767, 22.870258498109518], [91.08439072539572, 22.8701811363312], [91.08438803760862, 22.8700090601336], [91.0844018656195, 22.869899966658885], [91.08440294160523, 22.869891477867043], [91.08426272225134, 22.86989621822063], [91.08416841404451, 22.869899406400208], [91.08416924474128, 22.869856942763015], [91.08416602709775, 22.86980670628544], [91.08415687842154, 22.86973709044291], [91.08415117422898, 22.86970613262946], [91.08421016746051, 22.869685826635124], [91.08431521775326, 22.86966430976278], [91.0843805314608, 22.86964024467045], [91.08439201364489, 22.86958448400165], [91.08439309422732, 22.8694051669752], [91.08439057452622, 22.869306810738745], [91.08438855726476, 22.869238348515285], [91.0843876267367, 22.869165086260505], [91.08438967463277, 22.86913576214525], [91.08439031634379, 22.869126573392197], [91.08429181963028, 22.86912894288444], [91.0842256454154, 22.86912870980391], [91.08412625199362, 22.869128359665996], [91.08413015387903, 22.869096644792762], [91.08413098595015, 22.86908988164258], [91.0841291014476, 22.869067792832126], [91.08412736314287, 22.869047417641582], [91.0841292272089, 22.869016003255343], [91.08413146953609, 22.868978214167587], [91.08413314487424, 22.8689499803218], [91.08415090616103, 22.868950944978973], [91.08418491059338, 22.868904423680885], [91.08426528744633, 22.86890615927117], [91.08444649513955, 22.868899977910495], [91.08452744872241, 22.868902902028108], [91.08455882725498, 22.868904035438316], [91.08463441712107, 22.868914285122564], [91.0846496123445, 22.868916345529684], [91.08474654559178, 22.868925855789545], [91.08477933611806, 22.868929072901395], [91.08492681455776, 22.868950028684818], [91.08500297950766, 22.868965245569168], [91.08510599392439, 22.86898335410715], [91.08511396649085, 22.868984755573234], [91.0852095214699, 22.868999333372034], [91.08530476766857, 22.869010537136926], [91.08539200449906, 22.869020798711702], [91.08551169007151, 22.86904068354566], [91.08556823782038, 22.86904989104251], [91.08563108940639, 22.869061587296407], [91.08569411086339, 22.869070627221706], [91.08570743462343, 22.869072538405376], [91.08572257648825, 22.86907471037983], [91.0857452614102, 22.869077964340185], [91.08589379320973, 22.869105344039056], [91.08610097723061, 22.869104124020414], [91.08623749150573, 22.869103319998377], [91.08623527819422, 22.869056163113758], [91.08622118848824, 22.868987486525388], [91.08621842913149, 22.868974036753098], [91.08620531805785, 22.868856838938477], [91.08619889991121, 22.868773041701758], [91.08619879864479, 22.868771325089575], [91.08619816200805, 22.86876053317604], [91.08619724242658, 22.868710906328282], [91.08619618316901, 22.86865374151088], [91.08619607689944, 22.868647976819915], [91.08618909880671, 22.868586212176936], [91.08618355869207, 22.868537175347573], [91.08617531763495, 22.8684628925694], [91.08617101048617, 22.86842406899414], [91.08616055828557, 22.868332458218106], [91.08616400828924, 22.8682460146572], [91.08616442962912, 22.868235457528577], [91.08611750386049, 22.868236085920067], [91.08599083638576, 22.868234881334658], [91.08598074973041, 22.8682346294], [91.085890297561, 22.868232370144945], [91.08588776463434, 22.868202986787043], [91.08588607793666, 22.86818245397682], [91.08587932382446, 22.868087260948755], [91.08589129158699, 22.86798489210102], [91.08588962956001, 22.867920374667936], [91.08586538992631, 22.86784675036433], [91.08585447480695, 22.867748002555935], [91.08584847611765, 22.867649861589282], [91.08584404029301, 22.86757850293321], [91.08584445197029, 22.86756671234541], [91.08584521814863, 22.867544768714495], [91.08584656512487, 22.867506190811202], [91.08583913325744, 22.867437802603575], [91.08584111663677, 22.86738860642951], [91.08582402389888, 22.867308504027], [91.08581376768831, 22.867288723394843], [91.08580195504541, 22.867187901524183], [91.0859034636673, 22.867178486943274], [91.08593262336254, 22.867177657438496], [91.08595258879855, 22.867177097532416], [91.08595369850731, 22.86714674430904], [91.08595376092802, 22.867145036951047], [91.0859424930983, 22.86699651909078], [91.08594135292724, 22.86698931445562], [91.0859202001306, 22.866857168554198], [91.08591866333059, 22.866838323787174], [91.0859167113943, 22.866814462516516], [91.08590113318002, 22.866757509905035], [91.08588701980783, 22.86667368114789], [91.08588420805356, 22.866657038163066], [91.08587751505802, 22.866535332708157], [91.08587677928274, 22.866521953349167], [91.08576337944575, 22.866531825173738], [91.08574345658647, 22.866533559514934], [91.0856839663679, 22.86654178219008], [91.08567512881154, 22.86652548290903], [91.0856745890054, 22.866519046636498], [91.08567094788182, 22.866475632393556], [91.08566667750048, 22.86642679051052], [91.08567704516528, 22.866385296901697], [91.08571167363671, 22.86631919950786], [91.08572932840002, 22.866295395916357], [91.08585511530724, 22.866285982799145], [91.08587807390892, 22.86628235402253], [91.08605411942007, 22.8662544162708], [91.0860615411911, 22.86625323654879], [91.08626593221241, 22.86622789970394], [91.08639333890653, 22.866204995967315], [91.08639294175809, 22.866198801676273], [91.08639275796818, 22.866195935120093], [91.08638368953423, 22.866054495296673], [91.0863815329246, 22.86603456635518], [91.0863735301394, 22.86596071381444], [91.08638266792615, 22.865929940155794], [91.08637009063807, 22.86592899362887], [91.08636534458422, 22.86588542240852], [91.08635688223997, 22.86580773364306], [91.08642831045161, 22.865804441317273], [91.08646681962522, 22.865801338539242], [91.08645793456296, 22.865697069803335], [91.08646022633073, 22.86560124957479], [91.08646638874406, 22.865601172265716], [91.08657114118895, 22.86557071300025], [91.08660880105528, 22.865522842997432], [91.08668574590396, 22.865516731789324], [91.08672880455, 22.865509992104542], [91.0867865135211, 22.865500959282063], [91.08690475030386, 22.86548195839751], [91.0869743724716, 22.865465345359603], [91.08713691720997, 22.865427377816147], [91.08726938792456, 22.865395828159404], [91.08725135532055, 22.865211770555238], [91.08723964216213, 22.86511363075406], [91.08731683330456, 22.86510212609167], [91.08730870117255, 22.86496177067602], [91.0873069049892, 22.864930769642147], [91.08731052301265, 22.864746798916006], [91.08731156000533, 22.864714453823833], [91.08731337736077, 22.86465658670514], [91.08731450601968, 22.864620572904972], [91.08731520319714, 22.864597948156142], [91.08730801721065, 22.864356343785282], [91.08730279513713, 22.86421503775863], [91.08730826232465, 22.864199746380944], [91.08732737324064, 22.864164615905178], [91.08734155661021, 22.86414338753915], [91.08735282966394, 22.864118621176175], [91.08735349938942, 22.86411189915988], [91.08744949707523, 22.864109273992803], [91.08772958512043, 22.86410516272104], [91.08788169157984, 22.864092235154114], [91.08805863633465, 22.86407580009326], [91.08807321603277, 22.864080978956093], [91.08807687999169, 22.864092742158938], [91.08807854839394, 22.864098721991354], [91.08809692945835, 22.864164602758645], [91.0881218327465, 22.864162757197896], [91.08816788335645, 22.864159344417338], [91.08826372121904, 22.864152241892985], [91.0883716244613, 22.864133431673025], [91.08837677184306, 22.864157665768555], [91.08839025468279, 22.864161576721944], [91.088412091217, 22.86415936111578], [91.08844398743527, 22.864156124815683], [91.08850278030192, 22.86415015947192], [91.08868662024328, 22.864134491267166], [91.0887138035873, 22.864148344407447], [91.08872143199812, 22.86415427027011], [91.08880437973258, 22.864218705241928], [91.08885201051126, 22.864276391129376], [91.08887970323453, 22.8643462067477], [91.08889252217818, 22.864382874785505], [91.08895660664653, 22.86437453026488], [91.08896531354299, 22.864373396526684], [91.08909200038268, 22.864332977173646], [91.08908983555955, 22.864316097689272], [91.0891089957699, 22.8643139875236], [91.08910891106925, 22.86427242436087], [91.08908183557416, 22.864099566833296], [91.08908128884144, 22.864085486312238], [91.08907414698245, 22.86390155488796], [91.08906772967454, 22.863844940029878], [91.0890676905178, 22.863770175900807], [91.0890676494718, 22.863691800721472], [91.08906249080383, 22.863583984902416], [91.08917625858051, 22.863583203437972], [91.08930953452676, 22.863577024219595], [91.08930520661654, 22.863532604236163], [91.0892815004083, 22.86330593268311], [91.08927902668822, 22.863275410217092], [91.08926648840274, 22.863120703924377], [91.08926642193858, 22.86309573776933], [91.08926613672523, 22.86298904293785], [91.08924643559371, 22.862856587733564], [91.089241352779, 22.862822414761116], [91.0892344195344, 22.86279278067087], [91.08923412387507, 22.862791516344537], [91.08927741329197, 22.862796041518816], [91.08927779567661, 22.862796080450348], [91.08927440654823, 22.862733457248336], [91.08927213967038, 22.862691546816777], [91.08926750786432, 22.8626519143018], [91.08925862889303, 22.862575904644427], [91.08925712290636, 22.86253285091323], [91.08925654349743, 22.862516287548747], [91.08923362456689, 22.86243468355384], [91.08923062516466, 22.862424005141996], [91.08922346569352, 22.862403139757358], [91.08918324194266, 22.86228591252392], [91.08917520138375, 22.862227525762698], [91.08917565292303, 22.862224624156514], [91.08918145498254, 22.86218742993654], [91.08918473537939, 22.862166398278426], [91.08918544719262, 22.862166069140734], [91.08918527441186, 22.862162287441446], [91.08918046440562, 22.862057011069442], [91.08921816453385, 22.86205228100635], [91.09002329658155, 22.862069981704416], [91.0902816478985, 22.862069650977872], [91.09039500119621, 22.862069505737036], [91.09039580695202, 22.86285092535091]]]]}
East Joykrishnapur;14350;East Joykrishnapur;8354;4;100;1;{'type': 'Polygon', 'coordinates': [[[91.08943963559784, 22.87190177426321], [91.08941694663956, 22.871905950001366], [91.08935596707215, 22.87191544016685], [91.0893554784434, 22.871912124709592], [91.08935585222197, 22.871887938618972], [91.08935606764933, 22.87187400730592], [91.08936142997617, 22.871527077726963], [91.08937188394673, 22.870850738382654], [91.0899008854605, 22.869168066300546], [91.08999007826797, 22.868147063284383], [91.08995758264967, 22.867642770955552], [91.08991565418738, 22.86688783403946], [91.08978609098456, 22.86623948267879], [91.08969251085114, 22.865533008707107], [91.09007729994836, 22.865522837249685], [91.09064259363443, 22.865304326408907], [91.09053981184225, 22.864762414767586], [91.09056531977359, 22.864694626551913], [91.09040359968202, 22.864627078409953], [91.09036563717021, 22.86441418085326], [91.09035183595002, 22.863949589198974], [91.0903950319111, 22.863455885634213], [91.09050198085838, 22.863146008735466], [91.09048443117973, 22.862879849030197], [91.09039580695202, 22.86285092535091], [91.09039495371906, 22.86202333984591], [91.09039227800237, 22.862021355686885], [91.09039527141805, 22.86185196039652], [91.09035659682921, 22.86177322305512], [91.0903562498525, 22.861725950468546], [91.09040238374428, 22.861666801437913], [91.0905581413522, 22.860969338062493], [91.09055497186286, 22.860536014193517], [91.09057530180108, 22.860421747979846], [91.0907143606118, 22.86033490435238], [91.0916459941677, 22.860380977232655], [91.09184909802765, 22.86036889836531], [91.09185727542521, 22.860329493277412], [91.09228542636875, 22.86041166680243], [91.09262825163164, 22.860403344537517], [91.09260237350078, 22.86091549239166], [91.09300913042229, 22.86096617734257], [91.09299517395672, 22.861371946717785], [91.09429072114237, 22.86139783625086], [91.09487495330856, 22.861404951636388], [91.0948865541343, 22.861255241224036], [91.09531410097549, 22.861254680625255], [91.09614741108317, 22.860995637402986], [91.09627351551806, 22.860956435872513], [91.09628128857669, 22.860954019432867], [91.09630471151293, 22.860945975445098], [91.09641275200569, 22.86141779668997], [91.09641645487946, 22.86143396724742], [91.09644545651396, 22.8615606192752], [91.09668169274475, 22.86259227154156], [91.09674442229868, 22.863072476072883], [91.09676171673235, 22.86313437178617], [91.09684100960966, 22.863654755765786], [91.09696634099814, 22.864190730173316], [91.09697506486971, 22.86426799491992], [91.09699752726239, 22.86446693665252], [91.09701169484624, 22.86476454087943], [91.09700653379903, 22.865114520174057], [91.09700500197933, 22.865218363113517], [91.09700455460604, 22.865248713379177], [91.0970043324998, 22.865263792392433], [91.0970028923447, 22.865361438811366], [91.09700139474218, 22.865463024482608], [91.09700103129973, 22.865487645620934], [91.0969735058303, 22.865758722311668], [91.09695889079694, 22.865902647848287], [91.09693544636241, 22.86634101993011], [91.09693168267687, 22.866411385972974], [91.09691963751986, 22.866636607897394], [91.09691313450652, 22.866712508933432], [91.09685218146217, 22.86742395073025], [91.09682673374904, 22.86771949589914], [91.09678988321744, 22.868147458230094], [91.09679458027892, 22.86866637943156], [91.0967950795376, 22.868721583504033], [91.09678934367187, 22.868721628469793], [91.09679078689884, 22.868881107807155], [91.09679653941924, 22.869017525629243], [91.09680700442692, 22.869265710797603], [91.09681113158817, 22.86936357855696], [91.09682184458451, 22.86961763127692], [91.09682731564132, 22.869747389605706], [91.09682904459896, 22.869802475520647], [91.0968467247168, 22.87036578045049], [91.09684779724277, 22.870399930097886], [91.09684977541521, 22.870462984506744], [91.09685150442581, 22.870518073125435], [91.09685492734928, 22.870596081599903], [91.0968587333072, 22.870682824502843], [91.09686447022982, 22.87068277952467], [91.09686262926189, 22.870712070844355], [91.09686196289545, 22.870722674997108], [91.0968614944256, 22.87073012637007], [91.09681360478893, 22.870730494520558], [91.09610973787525, 22.870735895415553], [91.09585175816211, 22.87074043318981], [91.09505062656925, 22.870754522949433], [91.09500443064789, 22.87075533503368], [91.09476548370006, 22.870759536799024], [91.09452916976963, 22.870757594593805], [91.09448991869742, 22.87075727183685], [91.0941564126856, 22.870782407422144], [91.09403415526121, 22.870791621388374], [91.09401107324173, 22.870796940369274], [91.09310493684741, 22.87100572133328], [91.09304064760424, 22.87102442218533], [91.09294235871201, 22.871053013204197], [91.09274505920666, 22.871110403251148], [91.09263610963413, 22.871142095125773], [91.09259884486217, 22.871152473615407], [91.09199951646157, 22.871294533470163], [91.0917431913844, 22.871355289235442], [91.09153906194533, 22.871412836728226], [91.0914639142214, 22.871434022190233], [91.09124688870098, 22.871495203904683], [91.09124110203163, 22.871496836022647], [91.09113582976988, 22.871526513257106], [91.09113330936378, 22.871527223565398], [91.09103789584043, 22.87154909790111], [91.09086967520265, 22.87158766317377], [91.0907669858612, 22.871611205319358], [91.09040087919796, 22.87169513626973], [91.08996362875428, 22.87179891345326], [91.0898769242605, 22.871815054353995], [91.08980841775421, 22.871830717055786], [91.08975155218805, 22.871843718454507], [91.08973691718796, 22.87184706427709], [91.08973517982977, 22.87184738508921], [91.08950383744126, 22.87188995996883], [91.08943963559784, 22.87190177426321]]]}
