City;Ward;Match ID;New ID;Mahalla Name;Settlement Name;Households;Population;Settlement Age;Condition of access roads;Availability of drains;Electricity coverage;Solid waste collection service;Access to piped water supply;Availability of hygienic toilet;Street lighting;Attendance of children at school;Households with employment;Household income;Social problems;Land tenure security;Housing condition;Risk of eviction;Land Ownership;Type of Occupancy;Total Score
Barisal;29;62903009;10402903009;Purbo Ishakathi Baghia;Soref Ar Bari;180;800;130;1;1;3;1;1;1;3;3;1;1;3;4;1;4;4;4;36
Barisal;29;62903001;10402903001;Purbo Ishakathi Baghia;Hawldarer Bari;40;200;100;2;1;4;1;1;2;2;3;4;4;2;4;2;4;4;4;44
Barisal;29;62903004;10402903004;Purbo Ishakathi Baghia;Nurul Hok Molla Bari;80;110;120;1;1;4;1;2;2;1;2;3;4;3;4;4;4;4;4;44
Barisal;29;62903010;10402903010;Purbo Ishakathi Baghia;Habeb Hawladarer Bari;30;150;80;1;1;3;2;1;1;2;3;1;1;3;4;1;4;4;4;36
Barisal;29;62903002;10402903002;Purbo Ishakathi Baghia;Nur Islam Hawaldarer Bari;50;250;100;1;1;4;1;1;2;2;4;3;3;3;4;2;4;4;4;43
Barisal;29;62903003;10402903003;Purbo Ishakathi Baghia;Hami Hawaldarer Bari;35;175;100;2;1;4;1;3;3;1;4;3;4;3;4;2;4;4;4;47
Barisal;29;62903011;10402903011;Purbo Ishakathi Baghia;Batroreya Pomel Ar Poschiim Pash;12;55;70;1;1;3;1;1;1;2;3;1;1;2;4;1;4;4;4;34
Barisal;29;62903012;10402903012;Purbo Ishakathi Baghia;Kader Member Ar Bari;14;65;80;1;1;4;1;1;1;3;3;1;2;3;4;1;4;4;4;38
Barisal;29;62903013;10402903013;Purbo Ishakathi Baghia;Bageya Khal Par;120;550;70;1;1;3;1;1;1;3;3;1;1;3;4;1;4;4;4;36
Barisal;29;62904001;10402904001;Moddho Ishakathi;Kalam Hawladar Bari;120;550;40;1;1;3;1;1;1;3;3;2;1;1;3;1;2;3;4;31
Barisal;29;62904005;10402904005;Moddho Ishakathi;Echakali Colony;120;680;40;2;1;2;1;1;1;4;3;1;2;2;4;1;4;4;4;37
Barisal;29;62904006;10402904006;Moddho Ishakathi;Bohumukhi Somity;25;180;30;2;1;2;1;1;1;2;4;1;1;3;4;1;4;4;4;36
Barisal;29;62904004;10402904004;Moddho Ishakathi;Sekandar Master Ar Bari;26;125;40;1;1;2;1;1;1;3;3;1;2;3;4;1;4;4;4;36
Barisal;29;62904007;10402904007;Moddho Ishakathi;Andaman Dokkhin Pash;20;90;30;2;1;2;1;1;2;2;4;1;1;3;3;1;4;4;4;36
Barisal;29;62904003;10402904003;Moddho Ishakathi;Khan Bari;200;1000;80;2;1;4;1;1;2;2;3;1;1;3;4;1;4;4;4;38
Barisal;29;62904002;10402904002;Moddho Ishakathi;Taluk Dar Bari;25;130;60;3;1;3;1;1;2;1;3;3;3;3;4;2;4;4;4;42
Barisal;29;62905018;10402905018;Uttar Ishakathi;Khondokar Bari;5;25;70;2;1;4;2;3;4;2;3;3;3;3;4;2;4;4;4;48
Barisal;29;62905019;10402905019;Uttar Ishakathi;Napit Bari;10;50;70;2;1;4;2;1;3;2;3;4;4;4;4;1;4;4;4;47
Barisal;29;62905020;10402905020;Uttar Ishakathi;Wahab Master Ar Bari;18;90;78;4;3;3;2;3;4;4;3;4;4;4;4;3;4;4;4;57
Barisal;29;62905001;10402905001;Uttar Ishakathi;Paikar Bari;38;190;60;2;1;1;1;1;2;1;2;2;2;2;3;3;4;4;4;35
Barisal;29;62905016;10402905016;Uttar Ishakathi;Napet Baru Rastar Dokkhin Side;18;90;55;2;1;4;2;3;2;1;3;3;4;2;4;1;4;4;4;44
